Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/05/02 20:38:24,993.55,17.59,25.56,24.75,4.56,9937.50, 5.08,0.66,396,100608,9846,11914.44,0.33,0.37,23.98,
2023/05/02 20:38:29,993.72,17.42,26.17,25.75,4.57,10062.50, 4.86,0.44,405,102400,9910,12056.37,0.34,0.37,24.26,
2023/05/02 20:38:35,993.47,16.92,26.85,26.75,4.56,10234.38, 4.84,0.44,409,103168,10142,12157.75,0.34,0.38,24.43,
2023/05/02 20:38:41,992.88,16.63,27.45,27.50,4.56,10281.25, 4.84,0.44,412,103936,10057,12152.22,0.34,0.38,24.60,
2023/05/02 20:38:47,992.32,16.46,28.00,28.25,4.56,10281.25, 4.84,0.44,413,104192,10007,12143.00,0.34,0.38,24.75,
2023/05/02 20:38:53,991.74,16.29,28.52,28.75,4.57,10328.13, 5.08,0.44,411,103936,10140,12161.43,0.34,0.38,24.89,
2023/05/02 20:38:59,991.18,16.13,29.01,29.25,4.57,10296.88, 5.10,0.66,413,104192,10063,12165.12,0.34,0.38,25.03,
2023/05/02 20:39:05,990.47,16.00,29.48,29.75,4.56,10312.50, 5.06,0.44,411,103936,9994,12146.69,0.34,0.38,25.16,
2023/05/02 20:39:11,989.80,15.86,29.93,30.25,4.57,10281.25, 5.10,0.44,411,103936,9971,12135.63,0.34,0.38,25.28,
2023/05/02 20:39:17,989.26,15.77,30.37,30.75,4.57,10281.25, 4.86,0.66,412,103936,9989,12155.90,0.34,0.38,25.40,
2023/05/02 20:39:23,988.66,15.67,30.80,31.25,4.57,10250.00, 4.86,0.22,412,104192,9960,12133.79,0.34,0.38,25.51,
2023/05/02 20:39:29,988.16,15.58,31.23,31.75,4.57,10250.00, 5.08,0.44,413,104448,9980,12141.16,0.34,0.38,25.62,
2023/05/02 20:39:35,987.84,15.51,31.65,32.25,4.57,10234.38, 5.08,0.44,411,103936,9945,12128.26,0.34,0.38,25.72,
2023/05/02 20:39:41,987.42,15.40,32.06,32.50,4.57,10234.38, 5.10,0.44,413,103936,9970,12122.73,0.34,0.38,25.82,
2023/05/02 20:39:47,986.98,15.32,32.47,33.00,4.57,10203.13, 5.10,0.44,413,104192,9941,12141.16,0.34,0.38,25.92,
2023/05/02 20:39:53,986.69,15.23,32.89,33.50,4.57,10234.38, 5.10,0.44,415,104704,9941,12124.57,0.34,0.38,26.02,
2023/05/02 20:39:59,986.36,15.17,33.29,33.75,4.57,10234.38, 4.88,0.66,414,104704,9941,12106.14,0.34,0.38,26.12,
2023/05/02 20:40:05,986.10,15.06,33.68,34.25,4.57,10250.00, 4.86,0.44,416,105216,9959,12143.00,0.34,0.38,26.22,
2023/05/02 20:40:11,985.87,14.98,34.07,34.75,4.57,10265.63, 5.08,0.22,415,104704,9935,12095.08,0.34,0.38,26.33,
2023/05/02 20:40:17,985.73,14.91,34.46,35.00,4.56,10250.00, 4.88,0.44,414,104192,9912,12119.04,0.34,0.38,26.42,
2023/05/02 20:40:23,985.39,14.81,34.84,35.25,4.56,10218.75, 5.10,0.66,414,104448,9941,12113.51,0.34,0.38,26.52,
2023/05/02 20:40:29,985.06,14.74,35.22,35.75,4.56,10203.13, 4.88,0.66,415,104960,9925,12111.67,0.34,0.38,26.61,
2023/05/02 20:40:35,984.91,14.63,35.59,36.25,4.57,10187.50, 4.84,0.89,413,104192,9925,12087.71,0.34,0.38,26.70,
2023/05/02 20:40:41,984.85,14.53,35.95,36.50,4.56,10203.13, 5.10,0.44,413,104704,9921,12074.80,0.34,0.38,26.78,
2023/05/02 20:40:47,984.74,14.48,36.32,37.00,4.56,10187.50, 4.86,0.66,414,104960,9918,12091.39,0.34,0.38,26.85,
2023/05/02 20:40:53,984.57,14.37,36.67,37.25,4.57,10187.50, 4.86,0.44,413,104448,9901,12045.31,0.34,0.38,26.95,
2023/05/02 20:40:59,984.47,14.26,37.02,37.50,4.57,10187.50, 5.10,0.44,414,104448,9901,12049.00,0.34,0.38,27.04,
