filename,time,b,g,r
RCNX0001,2024-10-17 16:42:00,154.3138301214914,114.35695826351068,89.11100797723782
RCNX0002,2024-10-17 16:45:00,159.5341790601871,118.86810588604943,92.31826647814552
RCNX0003,2024-10-17 16:48:00,158.04909099636922,117.87079885839967,91.97671894637621
RCNX0004,2024-10-17 16:51:00,156.3472297863427,116.41139243820696,90.6080610249965
RCNX0005,2024-10-17 16:54:00,154.45177000418937,115.25904508797655,89.78191375157101
RCNX0006,2024-10-17 16:57:00,158.54010220290462,118.60699186566121,92.33847664432342
RCNX0007,2024-10-17 17:00:00,156.33072545733836,116.8337300132663,91.03288865032816
RCNX0008,2024-10-17 17:03:00,153.77069674277337,115.1092362274822,89.38730275101243
RCNX0009,2024-10-17 17:06:00,158.00198863636365,118.7222498603547,92.58873629730485
RCNX0010,2024-10-17 17:09:00,154.95646121351766,116.64915689149561,90.62351539589443
RCNX0011,2024-10-17 17:12:00,151.65221294162828,114.34153444002234,88.67938224409998
RCNX0012,2024-10-17 17:15:00,154.27216040008378,116.33390151515151,90.18608870967742
RCNX0013,2024-10-17 17:18:00,151.3785304077643,114.39107841083647,88.54742572615557
RCNX0014,2024-10-17 17:21:00,154.10663446096913,117.14959197388633,91.04090429060187
RCNX0015,2024-10-17 17:24:00,155.35560457687473,118.34864849532188,92.036015832286
RCNX0016,2024-10-17 17:27:00,151.00160592096077,115.25648085113811,89.51180744658568
RCNX0017,2024-10-17 17:30:00,151.69869780756878,115.95924102778942,89.94651803169948
RCNX0018,2024-10-17 17:33:00,151.8588574396034,116.66735616534004,91.07748830470605
RCNX0019,2024-10-17 17:36:00,150.9550673788577,115.66164903644743,89.72893101522133
RCNX0020,2024-10-17 17:39:00,149.39223223013545,114.97806172322301,89.59126431364335
RCNX0021,2024-10-17 17:42:00,147.43001719382767,113.47931547619048,88.22602813852814
RCNX0022,2024-10-17 17:45:00,148.24647221058513,114.28460759670438,88.841632191733
RCNX0023,2024-10-17 17:48:00,147.96921781175814,114.22782869012708,88.86891626518643
RCNX0024,2024-10-17 17:51:00,146.43395126378996,113.15739247311828,87.9066375157101
RCNX0025,2024-10-17 17:54:00,146.72114229856166,113.53966624773076,88.10578000628404
RCNX0026,2024-10-17 17:57:00,145.1151794442117,112.9691829004329,87.80999031210725
RCNX0027,2024-10-17 18:00:00,142.15399167364893,110.66742162407485,85.90679068914956
RCNX0028,2024-10-17 18:03:00,141.3856143520458,110.0582416911046,85.32013554322022
RCNX0029,2024-10-17 18:06:00,139.9740709223572,108.78924032956292,84.00426529116045
RCNX0030,2024-10-17 18:09:00,153.35754302820834,119.04826010682865,92.57823322510822
RCNX0031,2024-10-17 18:12:00,151.40772980379836,117.41087095028627,91.29350300237397
RCNX0032,2024-10-17 18:15:00,147.86426607666527,114.4022858190197,88.90009949727691
RCNX0033,2024-10-17 18:18:00,157.4192710515291,121.80173902038821,95.09389488199972
RCNX0034,2024-10-17 18:21:00,157.60531743122468,121.94478686635945,96.25862353372435
RCNX0035,2024-10-17 18:24:00,152.09926206186287,117.76392525485268,94.89854463412931
RCNX0036,2024-10-17 18:27:00,149.3981789379975,115.53374354140483,94.87638117930457
RCNX0037,2024-10-17 18:30:00,150.90030591048736,115.54455252408881,96.1156376553554
RCNX0038,2024-10-17 18:33:00,168.89775389261277,126.12837287040917,104.2942535958665
RCNX0039,2024-10-17 18:36:00,149.98345465018852,107.40163603197877,85.17832006702974
RCNX0040,2024-10-17 18:39:00,162.67129765395893,111.62268494274542,83.43320590699624
RCNX0041,2024-10-17 18:42:00,172.77343422706326,113.69668778801844,79.53413323907276
RCNX0042,2024-10-17 18:45:00,109.33383649280827,109.33383649280827,109.33383649280827
RCNX0043,2024-10-17 18:48:00,75.37957469278034,75.37957469278034,75.37957469278034
RCNX0044,2024-10-17 18:51:00,48.4757156821673,48.4757156821673,48.4757156821673
RCNX0045,2024-10-17 18:54:00,30.896078585393102,30.896078585393102,30.896078585393102
RCNX0046,2024-10-17 18:57:00,20.232751623376622,20.232751623376622,20.232751623376622
RCNX0047,2024-10-17 19:00:00,14.542464390448261,14.542464390448261,14.542464390448261
RCNX0048,2024-10-17 19:03:00,10.70329868384304,10.70329868384304,10.70329868384304
RCNX0049,2024-10-17 19:06:00,8.893446271470465,8.893446271470465,8.893446271470465
RCNX0050,2024-10-17 19:09:00,7.510810291858679,7.510810291858679,7.510810291858679
RCNX0051,2024-10-17 19:12:00,6.617892926965507,6.617892926965507,6.617892926965507
RCNX0052,2024-10-17 19:15:00,6.462172706325932,6.462172706325932,6.462172706325932
RCNX0053,2024-10-17 19:18:00,6.015239666247731,6.015239666247731,6.015239666247731
RCNX0054,2024-10-17 19:21:00,6.3215529430247175,6.3215529430247175,6.3215529430247175
RCNX0055,2024-10-17 19:24:00,5.77371831797235,5.77371831797235,5.77371831797235
RCNX0056,2024-10-17 19:27:00,6.424382942326491,6.424382942326491,6.424382942326491
RCNX0057,2024-10-17 19:30:00,6.180194805194805,6.180194805194805,6.180194805194805
RCNX0058,2024-10-17 19:33:00,5.938165060745706,5.938165060745706,5.938165060745706
RCNX0059,2024-10-17 19:36:00,5.225005236698785,5.225005236698785,5.225005236698785
RCNX0060,2024-10-17 19:39:00,5.9302065877670715,5.9302065877670715,5.9302065877670715
RCNX0061,2024-10-17 19:42:00,5.68160478634269,5.68160478634269,5.68160478634269
RCNX0062,2024-10-17 19:45:00,5.907611978075688,5.907611978075688,5.907611978075688
RCNX0063,2024-10-17 19:48:00,5.906754032258065,5.906754032258065,5.906754032258065
RCNX0064,2024-10-17 19:51:00,5.895679287110739,5.895679287110739,5.895679287110739
RCNX0065,2024-10-17 19:54:00,5.667508029604804,5.667508029604804,5.667508029604804
RCNX0066,2024-10-17 19:57:00,6.126087487781036,6.126087487781036,6.126087487781036
RCNX0067,2024-10-17 20:00:00,5.897958996648513,5.897958996648513,5.897958996648513
RCNX0068,2024-10-17 20:03:00,5.920683214634828,5.920683214634828,5.920683214634828
RCNX0069,2024-10-17 20:06:00,5.889338517665131,5.889338517665131,5.889338517665131
RCNX0070,2024-10-17 20:09:00,5.890690022343248,5.890690022343248,5.890690022343248
RCNX0071,2024-10-17 20:12:00,5.89940214355537,5.89940214355537,5.89940214355537
RCNX0072,2024-10-17 20:15:00,5.658461196062002,5.658461196062002,5.658461196062002
RCNX0073,2024-10-17 20:18:00,6.137995740818321,6.137995740818321,6.137995740818321
RCNX0074,2024-10-17 20:21:00,5.903156856584276,5.903156856584276,5.903156856584276
RCNX0075,2024-10-17 20:24:00,6.600550726155565,6.600550726155565,6.600550726155565
RCNX0076,2024-10-17 20:27:00,5.907736786063399,5.907736786063399,5.907736786063399
RCNX0077,2024-10-17 20:30:00,5.887304060187125,5.887304060187125,5.887304060187125
RCNX0078,2024-10-17 20:33:00,5.681270510403575,5.681270510403575,5.681270510403575
RCNX0079,2024-10-17 20:36:00,6.137678484150259,6.137678484150259,6.137678484150259
RCNX0080,2024-10-17 20:39:00,5.926625558581204,5.926625558581204,5.926625558581204
RCNX0081,2024-10-17 20:42:00,5.6846372713308195,5.6846372713308195,5.6846372713308195
RCNX0082,2024-10-17 20:45:00,5.6954423264907135,5.6954423264907135,5.6954423264907135
RCNX0083,2024-10-17 20:48:00,5.915338290741516,5.915338290741516,5.915338290741516
RCNX0084,2024-10-17 20:51:00,5.662267839687194,5.662267839687194,5.662267839687194
RCNX0085,2024-10-17 20:54:00,5.47668316226784,5.47668316226784,5.47668316226784
RCNX0086,2024-10-17 20:57:00,5.913875506214216,5.913875506214216,5.913875506214216
RCNX0087,2024-10-17 21:00:00,5.92354288856305,5.92354288856305,5.92354288856305
RCNX0088,2024-10-17 21:03:00,5.929785469906438,5.929785469906438,5.929785469906438
RCNX0089,2024-10-17 21:06:00,5.686476225387516,5.686476225387516,5.686476225387516
RCNX0090,2024-10-17 21:09:00,5.467093021226086,5.467093021226086,5.467093021226086
RCNX0091,2024-10-17 21:12:00,5.93674766094121,5.93674766094121,5.93674766094121
RCNX0092,2024-10-17 21:15:00,5.927639732579249,5.927639732579249,5.927639732579249
RCNX0093,2024-10-17 21:18:00,5.699539606898478,5.699539606898478,5.699539606898478
RCNX0094,2024-10-17 21:21:00,5.7024625576036865,5.7024625576036865,5.7024625576036865
RCNX0095,2024-10-17 21:24:00,6.142034544756319,6.142034544756319,6.142034544756319
RCNX0096,2024-10-17 21:27:00,5.927551145091468,5.927551145091468,5.927551145091468
RCNX0097,2024-10-17 21:30:00,5.709070398687334,5.709070398687334,5.709070398687334
RCNX0098,2024-10-17 21:33:00,6.393084502862728,6.393084502862728,6.393084502862728
RCNX0099,2024-10-17 21:36:00,6.1769711807010195,6.1769711807010195,6.1769711807010195
RCNX0100,2024-10-17 21:39:00,6.6596892019271055,6.6596892019271055,6.6596892019271055
RCNX0101,2024-10-17 21:42:00,6.22656577293674,6.22656577293674,6.22656577293674
RCNX0102,2024-10-17 21:45:00,5.992168516966904,5.992168516966904,5.992168516966904
RCNX0103,2024-10-17 21:48:00,5.79492869361821,5.79492869361821,5.79492869361821
RCNX0104,2024-10-17 21:51:00,5.56378255481078,5.56378255481078,5.56378255481078
RCNX0105,2024-10-17 21:54:00,6.035781053623795,6.035781053623795,6.035781053623795
RCNX0106,2024-10-17 21:57:00,5.8236938800446865,5.8236938800446865,5.8236938800446865
RCNX0107,2024-10-17 22:00:00,6.039813748079877,6.039813748079877,6.039813748079877
RCNX0108,2024-10-17 22:03:00,5.833597350230415,5.833597350230415,5.833597350230415
RCNX0109,2024-10-17 22:06:00,6.082419093003771,6.082419093003771,6.082419093003771
RCNX0110,2024-10-17 22:09:00,6.101552681189778,6.101552681189778,6.101552681189778
