Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C],
2024/12/20 18:32:30,1001.91,5.91,22.33,22.50,510.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:32:45,1001.99,5.80,22.39,22.75,509.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:33:04,1001.97,5.78,22.44,22.75,510.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:33:23,1001.99,5.71,22.50,22.75,510.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:33:42,1002.04,5.67,22.58,22.75,510.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:34:01,1001.97,6.03,22.66,23.00,509.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:34:20,1001.92,5.68,22.75,23.00,510.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:34:39,1001.99,5.37,22.84,23.25,509.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:34:58,1001.93,6.15,22.93,23.25,510.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:35:17,1001.95,5.47,22.99,23.25,509.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:35:36,1001.97,5.40,23.08,23.50,509.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:35:55,1001.94,6.05,23.16,23.50,510.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:36:14,1001.91,5.32,23.25,23.50,510.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:36:33,1001.94,5.17,23.32,23.75,509.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:36:52,1001.96,5.04,23.37,23.50,509.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:37:11,1001.97,5.18,23.46,23.75,734.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:37:30,1001.87,5.04,23.50,24.00,734.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:37:49,1001.92,5.21,23.58,24.00,735.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:38:08,1001.95,5.03,23.66,24.00,735.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:38:27,1001.93,5.03,23.74,24.25,735.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:38:46,1001.97,5.06,23.89,24.50,735.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:39:05,1001.94,5.06,24.05,24.50,736.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:39:24,1001.94,6.28,24.15,24.50,742.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:39:43,1001.95,5.24,24.10,24.50,743.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:40:02,1001.96,5.30,23.95,24.25,743.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:40:21,1001.91,5.01,23.76,24.00,743.00,9250.00,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
