filename,time,b,g,r
RCNX0001,2023-08-22 02:12:00,5.876538280268119,5.876538280268119,5.876538280268119
RCNX0002,2023-08-22 02:15:00,5.428106235162687,5.428106235162687,5.428106235162687
RCNX0003,2023-08-22 02:18:00,4.950964425359587,4.950964425359587,4.950964425359587
RCNX0004,2023-08-22 02:21:00,5.658586876832844,5.658586876832844,5.658586876832844
RCNX0005,2023-08-22 02:24:00,5.635308877950007,5.635308877950007,5.635308877950007
RCNX0006,2023-08-22 02:27:00,5.193060064935065,5.193060064935065,5.193060064935065
RCNX0007,2023-08-22 02:30:00,4.950780704510543,4.950780704510543,4.950780704510543
RCNX0008,2023-08-22 02:33:00,5.677644969278034,5.677644969278034,5.677644969278034
RCNX0009,2023-08-22 02:36:00,5.674580191314062,5.674580191314062,5.674580191314062
RCNX0010,2023-08-22 02:39:00,5.932305194805195,5.932305194805195,5.932305194805195
RCNX0011,2023-08-22 02:42:00,5.724443164362519,5.724443164362519,5.724443164362519
RCNX0012,2023-08-22 02:45:00,5.249358504398827,5.249358504398827,5.249358504398827
RCNX0013,2023-08-22 02:48:00,5.941667975841363,5.941667975841363,5.941667975841363
RCNX0014,2023-08-22 02:51:00,5.6810527510124285,5.6810527510124285,5.6810527510124285
RCNX0015,2023-08-22 02:54:00,5.465594016198855,5.465594016198855,5.465594016198855
RCNX0016,2023-08-22 02:57:00,5.196817396313364,5.196817396313364,5.196817396313364
RCNX0017,2023-08-22 03:00:00,5.182384618070102,5.182384618070102,5.182384618070102
RCNX0018,2023-08-22 03:03:00,5.187633972210585,5.187633972210585,5.187633972210585
RCNX0019,2023-08-22 03:06:00,5.19822344993716,5.19822344993716,5.19822344993716
RCNX0020,2023-08-22 03:09:00,5.430948453428292,5.430948453428292,5.430948453428292
RCNX0021,2023-08-22 03:12:00,5.211028487641391,5.211028487641391,5.211028487641391
RCNX0022,2023-08-22 03:15:00,5.466763981985756,5.466763981985756,5.466763981985756
RCNX0023,2023-08-22 03:18:00,5.70620417888563,5.70620417888563,5.70620417888563
RCNX0024,2023-08-22 03:21:00,5.448411098310292,5.448411098310292,5.448411098310292
