Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C],
2024/12/20 18:54:26,1001.88,14.49,24.24,23.75,4.79,-250710.02,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:54:41,1001.88,14.87,23.56,23.00,4.78,-250710.02,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:55:00,1001.88,15.17,22.30,21.75,4.78,-250710.02,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:55:19,1001.81,16.58,21.03,20.50,4.78,-250710.02,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:55:38,1001.79,17.32,19.89,19.50,4.78,-250710.02,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:55:57,1001.76,18.13,18.86,18.25,4.78,-250710.02,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:56:16,1001.85,18.55,17.95,17.50,4.78,-250710.02,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:56:35,1001.86,18.36,17.11,16.75,4.78,-250710.02,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:56:54,1001.75,19.29,16.35,16.00,4.78,-250710.02,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:57:13,1001.79,19.35,15.63,15.25,4.78,-250710.02,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:57:32,1001.72,19.13,15.02,14.50,4.78,-250710.02,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
2024/12/20 18:57:51,1001.76,19.56,14.38,13.75,4.78,-250710.02,-9999.00,-9999.00,-1,-1,65535,15461410.00,8.19,8.19, NAN,
