filename,time,b,g,r
RCNX0001,2023-06-20 14:21:00,115.41394358329842,97.84772465437788,82.3001488095238
RCNX0002,2023-06-20 14:24:00,113.80021732299959,96.24967008797654,81.01094077293673
RCNX0003,2023-06-20 14:27:00,112.1086593178327,94.67031446376204,79.74626317902528
RCNX0004,2023-06-20 14:30:00,111.26259033305405,94.00196288926128,79.17026384234046
RCNX0005,2023-06-20 14:33:00,109.50974636922217,92.39621212121212,77.78647797095378
RCNX0006,2023-06-20 14:36:00,109.6153941488619,92.66440179444211,77.93822266443235
RCNX0007,2023-06-20 14:39:00,108.59044869780757,91.83334904342969,77.24894218684541
RCNX0008,2023-06-20 14:42:00,106.70924233696411,90.06113889470744,75.85453629032259
RCNX0009,2023-06-20 14:45:00,161.8410565912582,137.71312927663735,116.54633081971792
RCNX0010,2023-06-20 14:48:00,159.00943696760228,135.24015151515152,114.20453803588885
RCNX0011,2023-06-20 14:51:00,156.03903391635245,132.75563730624214,112.21910565912582
RCNX0012,2023-06-20 14:54:00,156.0151061304287,133.15637742633712,112.16676398198575
RCNX0013,2023-06-20 14:57:00,157.13611009286413,134.3102901131127,113.07748961388074
RCNX0014,2023-06-20 15:00:00,152.28979629241726,129.64166317553415,109.31020981706466
RCNX0015,2023-06-20 15:03:00,149.60656594749338,127.45092296816087,107.55531568565843
RCNX0016,2023-06-20 15:06:00,145.7055709747242,124.0680395545315,104.49195381231671
RCNX0017,2023-06-20 15:09:00,146.5837640518084,125.49229070660522,105.22961484080436
RCNX0018,2023-06-20 15:12:00,141.78625628403853,120.82240085183633,101.16803126309175
RCNX0019,2023-06-20 15:15:00,138.451650869292,117.8665248394079,98.81103677908114
RCNX0020,2023-06-20 15:18:00,136.94374170856025,116.63193818949867,97.60510927244798
RCNX0021,2023-06-20 15:21:00,134.7748978843737,114.8054082006703,95.72465961457897
RCNX0022,2023-06-20 15:24:00,135.9948152318112,116.17413638109203,96.82323610529255
RCNX0023,2023-06-20 15:27:00,133.72426249825443,114.34694394986734,94.9318609481916
RCNX0024,2023-06-20 15:30:00,131.9202302401899,112.8149119361821,93.40418412232928
RCNX0025,2023-06-20 15:33:00,130.33760037006004,111.67938137131685,92.1361759879905
RCNX0026,2023-06-20 15:36:00,127.30469164571987,108.95807062561094,89.57045323627985
RCNX0027,2023-06-20 15:39:00,126.21867406786761,108.00467549923195,88.44443251640833
RCNX0028,2023-06-20 15:42:00,123.46938364055299,105.36066628264209,85.90801433109901
RCNX0029,2023-06-20 15:45:00,122.86444019689988,104.83322947214076,85.10918298771121
RCNX0030,2023-06-20 15:48:00,119.72207792207791,101.36440921309872,81.80593230694038
RCNX0031,2023-06-20 15:51:00,153.29347201857283,128.09154665898618,103.19771112623935
RCNX0032,2023-06-20 15:54:00,147.39958193688034,121.30814001186985,97.48731846110879
RCNX0033,2023-06-20 15:57:00,146.9691715542522,120.99901899176093,97.16813905180841
RCNX0034,2023-06-20 16:00:00,145.51478407345343,119.81895117651166,95.9954689463762
RCNX0035,2023-06-20 16:03:00,143.79182071288926,118.21300446864963,94.45707172531769
RCNX0036,2023-06-20 16:06:00,141.20469950076804,115.84761904761905,92.350466938975
RCNX0037,2023-06-20 16:09:00,139.72242441698086,114.64090210864404,91.32317457408183
RCNX0038,2023-06-20 16:12:00,142.08444394986734,117.37580514243821,93.71253447493366
RCNX0039,2023-06-20 16:15:00,137.64374607247592,113.03805727202905,90.02554636223991
RCNX0040,2023-06-20 16:18:00,134.56771662477308,110.01687482544338,87.39196123097332
RCNX0041,2023-06-20 16:21:00,132.53522116324535,108.11859246264488,85.84372774403016
