Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/20 23:00:46,984.36,22.80,28.81,28.50,4.26,218.75,5.78,-0.27,-69,-25088,663,0.00,4.38,8.38,25.20,
2024/10/20 23:00:48,984.41,22.78,28.82,28.50,4.26,234.38,6.06,0.00,-69,-25088,663,0.00,4.38,8.38,25.20,
2024/10/20 23:01:04,984.49,22.99,28.61,28.50,4.26,218.75,6.09,0.00,0,0,643,0.00,4.38,8.13,25.10,
2024/10/20 23:01:20,984.53,23.22,28.41,28.25,4.26,218.75,6.07,0.00,-69,-25088,637,0.00,4.25,8.00,25.07,
2024/10/20 23:01:36,984.57,23.40,28.24,28.00,4.28,218.75,6.47,0.09,-69,-25088,632,0.00,4.25,7.88,25.05,
2024/10/20 23:01:52,984.62,23.61,28.10,28.00,4.28,218.75,5.81,0.00,-69,-25088,626,0.00,4.13,7.88,25.02,
2024/10/20 23:02:08,984.64,23.78,27.97,27.75,4.27,218.75,5.34,0.09,-69,-25088,620,0.00,4.13,7.75,24.99,
2024/10/20 23:02:24,984.64,23.93,27.86,27.75,4.28,218.75,6.01,0.45,-69,-25088,615,0.00,4.13,7.75,24.96,
2024/10/20 23:02:40,984.65,24.04,27.75,27.50,4.28,203.13,6.22,0.18,-69,-25088,608,0.00,4.13,7.63,24.93,
2024/10/20 23:02:56,984.68,24.19,27.65,27.50,4.28,203.13,6.12,-0.27,0,0,603,0.00,4.13,7.63,24.90,
2024/10/20 23:03:12,984.62,24.27,27.56,27.50,4.28,203.13,6.05,0.54,-69,-25088,596,0.00,4.13,7.50,24.87,
2024/10/20 23:03:28,984.59,24.35,27.47,27.25,4.28,203.13,5.52,0.27,-69,-25088,591,0.00,4.00,7.50,24.84,
2024/10/20 23:03:44,984.62,24.50,27.39,27.25,4.28,187.50,5.42,-0.27,-71,-25600,586,0.00,4.00,7.38,24.81,
2024/10/20 23:04:00,984.69,24.56,27.31,27.25,4.28,203.13,6.73,0.27,-71,-25856,577,0.00,4.00,7.25,24.78,
2024/10/20 23:04:16,984.76,24.65,27.24,27.25,4.28,203.13,5.66,0.63,-69,-25088,571,0.00,4.00,7.13,24.75,
2024/10/20 23:04:32,984.72,24.72,27.16,27.25,4.28,187.50,5.90,0.18,-69,-25088,566,0.00,3.88,7.13,24.72,
2024/10/20 23:04:48,984.70,24.81,27.09,27.00,4.28,187.50,5.66,0.54,-69,-25088,559,0.00,3.75,7.13,24.69,
2024/10/20 23:05:04,984.66,24.88,27.02,27.00,4.28,187.50,5.27,0.00,0,0,554,0.00,3.75,7.00,24.66,
2024/10/20 23:05:20,984.70,24.94,26.96,26.75,4.29,187.50,6.21,0.00,-71,-25856,545,0.00,3.75,6.88,24.63,
2024/10/20 23:05:36,984.68,25.04,26.90,26.75,4.28,187.50,6.08,-0.18,0,0,539,0.00,3.75,6.75,24.61,
2024/10/20 23:05:52,984.69,25.08,26.84,26.75,4.28,171.88,5.22,0.45,-71,-25600,531,0.00,3.63,6.63,24.57,
2024/10/20 23:06:08,984.75,25.13,26.78,26.75,4.29,171.88,5.96,0.09,-69,-25088,524,0.00,3.50,6.63,24.55,
2024/10/20 23:06:24,984.73,25.21,26.72,26.50,4.29,171.88,6.15,0.36,-69,-25088,515,0.00,3.50,6.50,24.52,
2024/10/20 23:06:40,984.70,25.24,26.67,26.50,4.29,171.88,6.36,0.54,-69,-25088,507,0.00,3.50,6.38,24.49,
2024/10/20 23:06:56,984.68,25.32,26.61,26.50,4.29,171.88,6.09,-0.54,-69,-25088,499,0.00,3.38,6.25,24.47,
2024/10/20 23:07:12,984.74,25.34,26.57,26.25,4.29,156.25,6.16,0.18,-69,-25088,491,0.00,3.38,6.13,24.44,
2024/10/20 23:07:28,984.69,25.42,26.51,26.50,4.29,156.25,6.43,0.09,-69,-25088,484,0.00,3.25,6.13,24.41,
2024/10/20 23:07:44,984.67,25.44,26.45,26.25,4.29,156.25,5.83,0.09,-71,-25600,475,0.00,3.13,6.00,24.38,
2024/10/20 23:08:00,984.74,25.51,26.40,26.25,4.29,156.25,5.75,0.09,-69,-25088,466,0.00,3.13,5.88,24.35,
2024/10/20 23:08:16,984.68,25.54,26.35,26.25,4.29,156.25,6.16,-0.63,-69,-25088,457,0.00,3.00,5.75,24.32,
2024/10/20 23:08:32,984.67,25.61,26.30,26.25,4.29,156.25,5.55,0.46,-71,-25600,450,0.00,3.00,5.63,24.29,
2024/10/20 23:08:48,984.64,25.63,26.25,26.00,4.29,140.63,5.78,0.54,-69,-25088,441,0.00,2.88,5.50,24.26,
2024/10/20 23:09:04,984.66,25.66,26.21,26.25,4.29,140.63,4.88,-0.27,-69,-25088,434,0.00,2.88,5.38,24.23,
2024/10/20 23:09:20,984.68,25.71,26.16,26.00,4.29,140.63,5.88,0.18,-69,-25344,427,0.00,2.75,5.38,24.21,
2024/10/20 23:09:36,984.69,25.76,26.11,26.00,4.29,140.63,5.36,-0.45,-69,-25344,418,0.00,2.75,5.25,24.18,
2024/10/20 23:09:52,984.77,25.78,26.07,26.00,4.29,140.63,5.54,0.09,-71,-25856,409,0.00,2.75,5.13,24.17,
2024/10/20 23:10:08,984.81,25.80,26.02,25.75,4.29,140.63,5.72,0.00,-69,-25088,401,0.00,2.63,5.00,24.15,
2024/10/20 23:10:24,984.84,25.89,25.98,25.75,4.29,140.63,6.25,0.45,0,0,394,0.00,2.63,5.00,24.12,
2024/10/20 23:10:40,984.88,25.91,25.94,25.75,4.29,140.63,6.32,-0.27,-71,-25600,387,0.00,2.50,4.88,24.10,
2024/10/20 23:10:56,984.84,25.96,25.90,25.75,4.30,125.00,5.79,-0.18,0,0,379,0.00,2.50,4.75,24.08,
2024/10/20 23:11:12,984.82,25.98,25.85,25.75,4.30,125.00,5.29,0.44,-69,-25344,371,0.00,2.38,4.63,24.06,
2024/10/20 23:11:28,984.81,26.02,25.81,25.75,4.30,125.00,6.38,0.54,-69,-25088,365,0.00,2.38,4.50,24.03,
2024/10/20 23:11:44,984.79,26.06,25.77,25.75,4.30,125.00,5.55,-0.09,-69,-25088,357,0.00,2.38,4.50,24.00,
2024/10/20 23:12:00,984.80,26.10,25.73,25.50,4.30,125.00,5.75,0.09,-71,-25856,350,0.00,2.25,4.38,23.98,
2024/10/20 23:12:16,984.89,26.13,25.69,25.50,4.30,125.00,6.06,0.09,0,0,343,0.00,2.25,4.25,23.96,
2024/10/20 23:12:32,984.94,26.17,25.66,25.50,4.30,109.38,6.47,0.35,-71,-25856,336,0.00,2.13,4.13,23.93,
2024/10/20 23:12:48,984.94,26.21,25.62,25.50,4.30,109.38,6.59,0.54,-69,-25344,329,0.00,2.13,4.13,23.91,
2024/10/20 23:13:04,985.01,26.24,25.58,25.50,4.30,109.38,5.92,0.09,-69,-25344,323,0.00,2.13,4.00,23.89,
2024/10/20 23:13:20,984.98,26.27,25.54,25.50,4.30,109.38,5.88,0.36,-69,-25344,316,0.00,2.13,4.00,23.88,
2024/10/20 23:13:36,985.04,26.31,25.51,25.25,4.30,109.38,6.13,0.45,-69,-25344,309,0.00,2.00,3.88,23.86,
2024/10/20 23:13:52,985.03,26.33,25.47,25.25,4.30,109.38,6.32,0.27,-69,-25344,304,0.00,2.00,3.75,23.84,
2024/10/20 23:14:08,985.07,26.37,25.43,25.25,4.30,109.38,6.22,-0.18,0,0,297,0.00,2.00,3.75,23.82,
2024/10/20 23:14:24,985.06,26.40,25.40,25.25,4.30,109.38,5.58,0.09,-69,-25344,292,0.00,2.00,3.63,23.80,
2024/10/20 23:14:40,985.08,26.41,25.36,25.25,4.30,109.38,5.66,0.80,-69,-25344,286,0.00,2.00,3.50,23.79,
2024/10/20 23:14:56,985.07,26.44,25.33,25.25,4.30,109.38,5.60,-0.18,-69,-25344,279,0.00,2.00,3.50,23.77,
2024/10/20 23:15:12,985.07,26.45,25.30,25.25,4.31,93.75,4.80,0.36,0,0,275,0.00,1.88,3.50,23.74,
2024/10/20 23:15:28,985.11,26.52,25.27,25.00,4.31,93.75,5.49,0.09,0,0,268,0.00,1.88,3.38,23.72,
2024/10/20 23:15:44,985.05,26.52,25.24,25.00,4.31,93.75,5.33,0.18,-69,-25344,262,0.00,1.75,3.25,23.70,
2024/10/20 23:16:00,985.04,26.53,25.21,25.00,4.31,93.75,5.87,0.27,-69,-25344,256,0.00,1.75,3.25,23.67,
2024/10/20 23:16:16,985.06,26.59,25.17,25.25,4.31,93.75,6.40,0.18,0,0,249,0.00,1.75,3.13,23.65,
2024/10/20 23:16:32,985.03,26.55,25.13,25.00,4.30,78.13,5.75,-0.18,-69,-25344,243,0.00,1.63,3.00,23.62,
2024/10/20 23:16:48,985.04,26.62,25.09,25.00,4.31,78.13,5.77,0.45,-69,-25344,237,0.00,1.63,3.00,23.60,
2024/10/20 23:17:04,985.04,26.62,25.06,25.00,4.31,78.13,5.23,0.36,-69,-25344,231,0.00,1.63,2.88,23.57,
2024/10/20 23:17:20,984.96,26.64,25.03,24.75,4.31,78.13,5.48,0.36,0,0,224,0.00,1.50,2.75,23.55,
2024/10/20 23:17:36,985.02,26.67,24.99,24.75,4.31,78.13,5.93,0.09,0,0,219,0.00,1.50,2.75,23.52,
2024/10/20 23:17:52,985.00,26.69,24.96,24.75,4.31,78.13,5.94,0.27,-69,-25344,213,0.00,1.50,2.75,23.49,
2024/10/20 23:18:08,985.00,26.71,24.93,24.75,4.31,78.13,6.13,0.27,-71,-25600,208,0.00,1.50,2.63,23.46,
2024/10/20 23:18:24,984.96,26.74,24.90,24.75,4.31,62.50,5.78,0.09,-69,-25344,202,0.00,1.50,2.50,23.43,
2024/10/20 23:18:40,984.96,26.74,24.87,24.75,4.31,62.50,6.51,0.36,-69,-25344,197,0.00,1.38,2.50,23.40,
2024/10/20 23:18:56,984.91,26.81,24.83,24.75,4.31,62.50,6.30,0.18,0,0,194,0.00,1.38,2.38,23.37,
2024/10/20 23:19:12,984.88,26.78,24.79,24.50,4.31,62.50,5.90,0.36,-69,-25344,187,0.00,1.38,2.38,23.34,
2024/10/20 23:19:28,984.92,26.80,24.76,24.75,4.31,62.50,6.36,0.09,-69,-25344,183,0.00,1.25,2.25,23.31,
2024/10/20 23:19:44,984.91,26.83,24.72,24.50,4.31,62.50,5.95,0.54,-69,-25344,178,0.00,1.38,2.25,23.28,
2024/10/20 23:20:00,984.88,26.86,24.69,24.50,4.32,62.50,5.85,0.09,-69,-25344,174,0.00,1.25,2.13,23.25,
2024/10/20 23:20:16,984.88,26.88,24.65,24.50,4.32,62.50,5.59,0.36,0,0,168,0.00,1.25,2.13,23.22,
2024/10/20 23:20:32,984.82,26.85,24.62,24.50,4.32,62.50,6.53,0.09,-69,-25344,163,0.00,1.25,2.00,23.19,
2024/10/20 23:20:48,984.76,26.91,24.58,24.50,4.32,46.88,5.94,0.36,-69,-25344,156,0.00,1.13,2.00,23.16,
2024/10/20 23:21:04,984.79,26.92,24.54,24.50,4.32,46.88,6.10,0.27,-69,-25344,149,0.00,1.00,1.88,23.13,
2024/10/20 23:21:20,984.80,26.92,24.51,24.25,4.32,46.88,5.72,-0.09,-71,-26112,142,0.00,1.00,1.75,23.10,
2024/10/20 23:21:36,984.76,26.95,24.47,24.25,4.32,46.88,5.95,0.27,-69,-25344,136,0.00,0.88,1.75,23.07,
2024/10/20 23:21:52,984.81,26.96,24.44,24.25,4.32,46.88,5.29,0.27,-69,-25344,129,0.00,0.88,1.63,23.04,
2024/10/20 23:22:08,984.88,26.96,24.41,24.25,4.32,46.88,5.88,0.00,-71,-25856,123,0.00,0.75,1.50,23.01,
