Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/07/01 17:33:55,997.94,9.25,72.23,73.25,3.07,12312.50, 4.78,-2.83,916,247808,10658,12764.16,0.05,0.45,33.81,
2023/07/01 17:33:58,997.83,9.15,72.44,73.50,3.07,12218.75, 4.74,-2.38,916,247808,10658,12764.16,0.05,0.45,33.81,
2023/07/01 17:34:04,997.86,9.17,72.41,73.50,3.08,12109.38, 4.56,-2.60,874,235520,10535,12404.74,0.02,0.43,32.78,
2023/07/01 17:34:10,997.86,9.06,72.65,73.75,3.08,12140.63, 4.78,-2.80,879,236800,10571,12264.65,0.03,0.43,32.58,
2023/07/01 17:34:16,998.11,8.99,72.77,73.75,3.08,12046.88, 4.78,-2.81,877,236800,10567,12172.49,0.03,0.43,32.40,
2023/07/01 17:34:22,998.04,9.04,72.74,73.75,3.08,11718.75, 4.78,-2.18,817,219392,10158,11881.27,0.00,0.39,32.76,
2023/07/01 17:34:28,997.16,9.21,72.48,73.25,3.08,6812.50, 4.58,-2.63,419,106496,6834,7352.52,0.00,0.16,32.51,
2023/07/01 17:34:34,996.52,9.48,72.06,72.75,3.08,4796.88, 4.80,-2.62,395,99584,6575,7037.34,0.00,0.15,32.35,
2023/07/01 17:34:40,995.71,9.67,71.74,72.50,3.08,4406.25, 4.83,-2.64,388,98048,6506,6932.27,0.00,0.14,32.03,
2023/07/01 17:34:46,995.10,9.85,71.49,72.00,3.08,4281.25, 4.81,-2.63,387,97792,6494,6904.63,0.00,0.14,32.06,
2023/07/01 17:34:52,994.52,9.99,71.25,71.75,3.08,4296.88, 4.63,-2.41,389,99072,6547,6969.14,0.00,0.14,31.81,
2023/07/01 17:34:58,993.95,10.11,71.06,71.50,3.09,4343.75, 4.60,-2.42,396,100096,6658,7077.89,0.00,0.15,31.75,
2023/07/01 17:35:04,993.46,10.23,70.89,71.25,3.08,4453.13, 4.80,-2.20,404,102400,6726,7203.23,0.00,0.15,33.30,
2023/07/01 17:35:10,993.21,10.32,70.74,71.25,3.08,5187.50, 4.62,-2.84,490,126464,7736,8451.07,0.00,0.20,33.25,
2023/07/01 17:35:16,992.91,10.33,70.71,71.25,3.08,6218.75, 4.78,-2.62,537,139520,8157,9018.78,0.00,0.23,33.24,
2023/07/01 17:35:22,992.55,10.40,70.62,71.00,3.09,6140.63, 4.83,-2.61,509,131840,7944,8714.65,0.00,0.21,33.20,
2023/07/01 17:35:28,992.05,10.50,70.48,71.00,3.08,5656.25, 4.82,-2.62,456,116736,7321,7953.41,0.00,0.18,33.17,
2023/07/01 17:35:34,991.83,10.54,70.41,70.75,3.08,5828.13, 4.78,-2.83,522,135424,8090,8889.75,0.00,0.22,32.63,
2023/07/01 17:35:40,991.53,10.59,70.30,70.75,3.08,5953.13, 5.05,-2.82,497,128512,7768,8500.84,0.00,0.20,32.60,
2023/07/01 17:35:46,991.05,10.70,70.16,70.50,3.08,5406.25, 4.83,-2.41,451,115456,7282,7877.84,0.00,0.18,32.57,
2023/07/01 17:35:52,990.59,10.81,69.99,70.25,3.08,4937.50, 4.81,-3.07,423,108032,6961,7476.02,0.00,0.16,32.53,
