Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/07/02 20:56:54,968.90,16.91,58.74,58.50,2.99,2109.38, 3.99,-3.75,221,54272,4169,4246.73,0.03,0.08,30.39,
2023/07/02 20:56:57,968.96,16.94,58.68,58.25,2.98,2109.38, 3.95,-3.54,221,54272,4169,4246.73,0.03,0.08,30.39,
2023/07/02 20:57:03,969.03,17.08,58.52,58.25,3.00,2078.13, 3.97,-3.30,220,54016,4091,4202.50,0.03,0.08,28.10,
2023/07/02 20:57:09,968.94,17.18,58.37,58.25,3.00,2062.50, 3.96,-3.29,219,53504,4083,4180.38,0.03,0.08,28.22,
2023/07/02 20:57:15,968.90,17.28,58.24,58.00,3.00,2046.88, 3.96,-3.53,219,53504,4070,4163.79,0.03,0.07,27.93,
2023/07/02 20:57:21,968.88,17.39,58.10,58.00,3.00,2046.88, 3.96,-3.72,217,53248,4052,4137.98,0.03,0.07,27.90,
2023/07/02 20:57:27,968.86,17.49,57.96,57.75,3.00,2015.63, 3.99,-3.28,216,52992,4051,4147.20,0.03,0.07,27.82,
2023/07/02 20:57:33,968.83,17.59,57.83,57.50,3.00,2015.63, 3.97,-3.30,216,52736,4025,4128.77,0.03,0.07,29.61,
2023/07/02 20:57:39,968.82,17.70,57.69,57.50,2.99,2000.00, 4.17,-3.30,217,52992,4011,4101.12,0.03,0.07,29.32,
2023/07/02 20:57:45,968.89,17.82,57.55,57.25,3.00,2015.63, 4.19,-3.51,216,52736,4003,4101.12,0.03,0.07,29.53,
2023/07/02 20:57:51,968.88,17.92,57.40,57.25,3.00,2015.63, 4.41,-3.31,215,52480,3998,4086.37,0.03,0.07,28.95,
2023/07/02 20:57:57,968.77,18.02,57.28,57.00,3.00,2000.00, 3.75,-3.30,214,52224,3983,4079.00,0.03,0.07,28.93,
2023/07/02 20:58:03,968.84,18.12,57.15,57.00,2.99,1984.38, 4.19,-3.54,214,52480,3966,4069.79,0.03,0.07,28.77,
2023/07/02 20:58:16,968.82,18.35,56.85,56.75,3.00,1953.13, 3.97,-3.51,212,51968,3941,4038.45,0.03,0.07,28.88,
2023/07/02 20:58:22,968.82,18.45,56.72,56.50,2.96,1953.13, 3.97,-3.54,211,51200,3925,4031.08,0.03,0.07,27.80,
2023/07/02 20:58:28,968.89,18.55,56.61,56.25,2.99,1968.75, 4.21,-3.51,212,51456,3910,4021.86,0.03,0.07,28.46,
2023/07/02 20:58:34,968.85,18.64,56.47,56.25,2.99,1953.13, 4.17,-3.31,210,51200,3925,4021.86,0.03,0.07,28.61,
2023/07/02 20:58:40,968.90,18.75,56.34,56.25,3.01,1953.13, 4.17,-3.08,209,50944,3944,4027.39,0.03,0.07,28.82,
2023/07/02 20:58:46,968.95,18.85,56.22,56.00,3.00,1937.50, 4.19,-3.31,210,51456,3918,4012.65,0.03,0.07,28.58,
2023/07/02 20:58:52,969.05,18.95,56.08,56.00,3.00,1937.50, 4.21,-3.53,208,50688,3911,4003.43,0.03,0.07,28.90,
2023/07/02 20:58:58,969.04,19.07,55.96,55.75,3.01,1937.50, 3.97,-3.31,209,50944,3915,3994.21,0.03,0.07,28.73,
2023/07/02 20:59:04,969.12,19.15,55.84,55.75,3.00,1937.50, 3.96,-3.53,209,51200,3902,3994.21,0.03,0.07,28.42,
2023/07/02 20:59:10,969.16,19.25,55.72,55.50,3.01,1937.50, 3.97,-3.09,209,51200,3906,3990.53,0.03,0.07,28.29,
2023/07/02 20:59:16,969.12,19.33,55.62,55.50,3.01,1953.13, 3.75,-3.31,209,51200,3899,3988.68,0.03,0.07,28.25,
2023/07/02 20:59:22,969.03,19.42,55.49,55.25,3.00,1937.50, 4.19,-3.08,210,51200,3911,3996.06,0.03,0.07,28.00,
2023/07/02 20:59:28,969.06,19.53,55.37,55.25,3.01,1937.50, 4.17,-3.30,209,51200,3909,4007.12,0.03,0.07,27.84,
2023/07/02 20:59:34,969.11,19.62,55.25,55.00,3.00,1937.50, 3.97,-3.30,209,51200,3903,3983.16,0.03,0.07,27.87,
2023/07/02 20:59:40,969.19,19.71,55.14,54.75,3.00,1937.50, 4.17,-3.53,207,50688,3901,3999.74,0.03,0.07,27.59,
2023/07/02 20:59:46,969.27,19.81,55.02,54.75,2.98,1937.50, 3.75,-3.31,210,51456,3901,3997.90,0.03,0.07,26.63,
2023/07/02 20:59:52,969.23,19.91,54.90,54.75,3.01,1937.50, 4.19,-3.10,208,50688,3912,4008.96,0.03,0.07,27.74,
2023/07/02 20:59:58,969.26,19.99,54.79,54.50,3.00,1937.50, 4.21,-3.29,210,51456,3910,4003.43,0.03,0.07,27.43,
2023/07/02 21:00:04,969.29,20.10,54.67,54.50,3.00,1937.50, 4.19,-3.53,208,50944,3920,4014.49,0.03,0.07,29.21,
2023/07/02 21:00:10,969.36,20.20,54.55,54.25,3.00,1937.50, 4.17,-3.31,209,51200,3927,4007.12,0.03,0.07,29.18,
2023/07/02 21:00:16,969.51,20.28,54.44,54.25,3.00,1953.13, 4.21,-3.54,209,50944,3931,4016.33,0.03,0.07,29.17,
2023/07/02 21:00:22,969.62,20.36,54.36,54.00,3.00,1968.75, 4.17,-3.09,209,50944,3941,4031.08,0.03,0.07,28.62,
2023/07/02 21:00:28,969.74,20.45,54.25,54.00,3.00,1968.75, 3.75,-3.30,210,51200,3951,4031.08,0.03,0.07,29.13,
2023/07/02 21:00:34,969.74,20.52,54.16,53.75,3.00,1968.75, 3.97,-3.31,210,51456,3954,4042.14,0.03,0.07,28.66,
2023/07/02 21:00:40,969.78,20.69,54.00,53.75,3.00,1968.75, 4.17,-3.10,210,51200,3964,4043.98,0.03,0.07,28.60,
2023/07/02 21:00:46,969.84,20.75,53.91,53.50,3.00,1968.75, 3.97,-3.28,210,51200,3960,4064.26,0.03,0.07,28.49,
2023/07/02 21:00:52,969.98,20.82,53.84,53.50,2.99,1968.75, 3.97,-3.32,213,52224,3973,4062.41,0.03,0.07,28.30,
2023/07/02 21:00:58,970.02,20.89,53.75,53.50,3.00,1984.38, 4.19,-3.51,212,51712,3979,4079.00,0.03,0.07,28.56,
2023/07/02 21:01:04,970.10,20.99,53.64,53.50,3.00,1984.38, 3.76,-3.51,212,51712,3983,4079.00,0.03,0.07,28.54,
2023/07/02 21:01:10,970.16,21.07,53.53,53.25,3.00,2000.00, 4.41,-3.31,212,51968,3994,4095.59,0.03,0.07,28.50,
2023/07/02 21:01:16,970.34,21.14,53.45,53.25,3.00,2000.00, 4.19,-3.51,213,51968,3990,4090.06,0.03,0.07,28.24,
2023/07/02 21:01:22,970.42,21.22,53.37,53.00,3.00,2000.00, 3.94,-3.08,213,51968,3987,4091.90,0.03,0.07,28.19,
2023/07/02 21:01:28,970.44,21.32,53.27,53.00,3.00,2000.00, 3.95,-3.53,214,52224,3999,4095.59,0.03,0.07,28.05,
2023/07/02 21:01:34,970.52,21.35,53.21,53.00,3.00,2000.00, 3.95,-3.54,214,52224,3996,4106.65,0.03,0.07,27.72,
2023/07/02 21:01:40,970.63,21.39,53.14,52.75,2.99,2000.00, 3.74,-3.75,214,52224,3997,4112.18,0.03,0.07,27.39,
2023/07/02 21:01:46,970.62,21.48,53.04,52.75,3.00,2000.00, 3.95,-3.53,214,52224,4006,4108.49,0.03,0.07,27.84,
2023/07/02 21:01:52,970.71,21.55,52.96,52.50,3.00,2015.63, 4.19,-3.29,213,51968,4008,4121.40,0.03,0.07,27.54,
