Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/20 05:29:00,993.58,22.67,16.66,16.25,8.27,62.50,5.31,0.18,0,0,0,0.00,0.25,0.25,13.10,
2024/10/20 05:29:02,993.58,22.68,16.68,16.25,8.27,62.50,5.25,0.09,0,0,0,0.00,0.25,0.25,13.10,
2024/10/20 05:29:19,993.67,22.84,16.49,16.25,8.28,62.50,4.92,0.27,0,0,0,0.00,0.25,0.25,13.07,
2024/10/20 05:29:35,993.65,23.02,16.32,16.25,8.28,62.50,5.59,0.00,0,0,0,0.00,0.25,0.25,13.06,
2024/10/20 05:29:51,993.73,23.22,16.19,16.00,8.28,78.13,5.31,0.09,0,0,0,0.00,0.25,0.25,13.05,
2024/10/20 05:30:07,993.65,23.39,16.08,16.00,8.29,78.13,5.49,0.36,0,0,0,0.00,0.25,0.25,13.05,
2024/10/20 05:30:23,993.70,23.50,15.99,15.75,8.29,78.13,5.80,0.27,0,0,0,0.00,0.25,0.25,13.04,
2024/10/20 05:30:39,993.71,23.64,15.90,15.75,8.29,78.13,5.26,-0.26,0,0,0,0.00,0.25,0.25,13.04,
2024/10/20 05:30:55,993.73,23.77,15.83,15.75,8.29,78.13,5.74,0.18,0,0,0,0.00,0.25,0.25,13.04,
2024/10/20 05:31:11,993.75,23.86,15.76,15.50,8.29,78.13,5.73,0.36,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:31:27,993.70,23.97,15.69,15.50,8.31,62.50,5.68,0.18,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:31:43,993.60,24.05,15.64,15.50,8.29,62.50,5.89,0.18,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:31:59,993.63,24.13,15.59,15.50,8.29,62.50,5.38,0.18,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:32:15,993.64,24.21,15.54,15.50,8.29,62.50,5.34,0.18,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:32:31,993.70,24.28,15.50,15.50,8.29,78.13,5.64,0.54,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:32:47,993.65,24.34,15.46,15.25,8.31,62.50,5.65,0.27,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:33:03,993.65,24.42,15.42,15.25,8.31,62.50,6.02,0.09,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:33:19,993.66,24.49,15.38,15.25,8.29,78.13,5.59,0.35,0,0,0,0.00,0.25,0.25,13.01,
2024/10/20 05:33:35,993.66,24.54,15.34,15.25,8.31,62.50,5.19,-0.36,0,0,0,0.00,0.25,0.25,13.01,
2024/10/20 05:33:51,993.64,24.61,15.31,15.25,8.31,62.50,6.05,0.27,0,0,0,0.00,0.25,0.25,13.01,
2024/10/20 05:34:07,993.64,24.66,15.29,15.25,8.31,62.50,5.22,0.18,0,0,0,0.00,0.25,0.25,13.01,
2024/10/20 05:34:23,993.69,24.69,15.27,15.00,8.31,78.13,4.99,0.00,0,0,0,0.00,0.25,0.25,13.01,
2024/10/20 05:34:39,993.75,24.75,15.24,15.25,8.31,78.13,5.32,0.09,0,0,0,0.00,0.25,0.25,13.01,
2024/10/20 05:34:55,993.77,24.80,15.22,15.00,8.31,62.50,5.32,0.09,0,0,0,0.00,0.25,0.25,13.01,
2024/10/20 05:35:11,993.81,24.85,15.20,15.00,8.31,78.13,6.00,0.09,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:35:27,993.83,24.91,15.17,15.25,8.31,78.13,5.35,0.27,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:35:43,993.82,24.95,15.16,15.00,8.31,78.13,5.70,0.00,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:35:59,993.82,24.98,15.14,15.00,8.31,78.13,5.68,0.53,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:36:15,993.77,25.03,15.13,15.00,8.31,78.13,5.56,0.36,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:36:31,993.74,25.07,15.11,15.00,8.31,78.13,5.43,-0.63,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:36:47,993.71,25.10,15.10,15.00,8.31,78.13,4.45,0.18,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:37:03,993.66,25.11,15.08,15.00,8.31,62.50,5.62,0.36,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:37:19,993.64,25.15,15.07,15.00,8.31,62.50,5.62,0.53,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:37:35,993.68,25.17,15.05,15.00,8.31,62.50,6.23,0.09,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:37:51,993.62,25.20,15.04,15.00,8.31,62.50,5.29,0.26,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:38:07,993.59,25.22,15.03,15.00,8.31,62.50,5.53,0.36,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:38:23,993.61,25.24,15.02,15.00,8.31,62.50,5.08,0.00,0,0,0,0.00,0.25,0.25,13.01,
2024/10/20 05:38:39,993.63,25.26,15.01,15.00,8.32,62.50,5.28,0.62,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:38:55,993.70,25.30,15.00,15.00,8.31,62.50,5.25,0.00,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:39:11,993.61,25.33,15.00,15.00,8.31,62.50,5.04,0.26,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:39:27,993.65,25.36,14.99,15.00,8.31,78.13,4.80,0.35,0,0,0,0.00,0.25,0.25,13.02,
2024/10/20 05:39:43,993.70,25.40,14.98,15.00,8.31,62.50,5.96,0.36,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:39:59,993.69,25.46,14.98,15.00,8.32,78.13,5.70,0.18,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:40:15,993.67,25.43,14.97,14.75,8.31,62.50,5.48,0.36,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:40:31,993.66,25.45,14.96,15.00,8.32,78.13,4.83,0.18,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:40:47,993.63,25.46,14.96,15.00,8.32,62.50,5.36,0.45,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:41:03,993.55,25.41,14.95,14.75,8.31,62.50,4.89,0.98,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:41:19,993.59,25.47,14.95,14.75,8.32,62.50,5.25,0.18,0,0,0,0.00,0.25,0.25,13.03,
2024/10/20 05:41:35,993.60,25.51,14.95,14.75,8.31,62.50,5.02,0.63,0,0,0,0.00,0.25,0.25,13.04,
2024/10/20 05:41:51,993.58,25.50,14.93,14.75,8.32,62.50,5.81,0.81,0,0,0,0.00,0.25,0.25,13.04,
2024/10/20 05:42:07,993.57,25.50,14.93,14.75,8.32,62.50,5.77,0.09,0,0,0,0.00,0.25,0.25,13.04,
2024/10/20 05:42:23,993.56,25.54,14.92,14.75,8.32,78.13,5.79,0.36,0,0,0,0.00,0.25,0.25,13.05,
2024/10/20 05:42:39,993.59,25.54,14.93,14.75,8.32,62.50,5.42,0.18,0,0,0,0.00,0.25,0.25,13.05,
2024/10/20 05:42:55,993.62,25.53,14.92,14.75,8.32,78.13,5.71,-0.18,0,0,0,0.00,0.25,0.25,13.05,
2024/10/20 05:43:11,993.57,25.57,14.92,14.75,8.32,62.50,5.47,0.36,0,0,0,0.00,0.25,0.25,13.06,
2024/10/20 05:43:27,993.59,25.58,14.92,14.75,8.32,78.13,5.40,0.18,0,0,0,0.00,0.25,0.25,13.06,
2024/10/20 05:43:43,993.64,25.58,14.92,15.00,8.32,78.13,5.25,-0.27,0,0,0,0.00,0.25,0.25,13.06,
