Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/11 17:44:29,1004.43,7.69,47.86,48.50,4.39,8109.38,8.49,0.00,544,148480,18825,10451.87,251.25,336.50,34.80,
2024/10/11 17:44:31,1004.40,7.78,47.85,48.50,4.39,8125.00,7.37,0.46,544,148480,18825,10451.87,251.25,336.50,34.80,
2024/10/11 17:44:48,1005.02,8.08,47.99,48.75,4.40,8234.38,7.74,0.55,552,151296,18719,10480.43,256.38,342.50,34.87,
2024/10/11 17:45:05,1005.23,8.26,48.28,49.00,4.40,8265.63,8.55,0.09,551,150784,18799,10508.08,257.63,343.88,34.92,
2024/10/11 17:45:22,1005.08,8.43,48.64,49.50,4.40,8265.63,8.45,-0.09,551,151296,18795,10527.44,258.13,344.25,34.97,
2024/10/11 17:45:39,1005.22,8.52,49.06,49.75,4.40,8281.25,9.26,0.00,552,151040,18821,10512.69,258.88,345.13,35.03,
2024/10/11 17:45:56,1005.45,8.64,49.46,50.25,4.40,8265.63,7.72,0.09,549,150272,18582,10457.40,255.38,341.75,35.07,
2024/10/11 17:46:13,1005.44,8.68,49.86,50.75,4.40,8171.88,8.33,-0.18,549,150016,18762,10497.95,254.38,340.00,35.09,
2024/10/11 17:46:30,1005.31,8.70,50.21,51.00,4.39,8187.50,7.73,-0.90,551,150272,18604,10462.00,255.50,341.63,35.12,
2024/10/11 17:46:47,1005.28,8.65,50.59,51.25,4.40,8156.25,7.90,-0.36,547,149504,19080,10473.06,253.13,339.25,35.15,
2024/10/11 17:47:04,1004.96,8.67,50.94,51.75,4.39,8218.75,8.32,0.18,552,151040,18623,10483.20,255.50,342.13,35.17,
2024/10/11 17:47:21,1004.66,8.63,51.26,52.00,4.40,8187.50,8.12,0.36,550,150784,18690,10457.40,255.00,340.88,35.19,
2024/10/11 17:47:38,1004.54,8.57,51.59,52.50,4.40,8187.50,8.81,-0.18,550,151040,18632,10450.94,255.38,341.63,35.21,
2024/10/11 17:47:55,1004.23,8.54,51.86,52.75,4.40,8203.13,9.00,0.09,552,151296,18786,10500.71,257.75,343.25,35.24,
2024/10/11 17:48:12,1004.34,8.44,52.17,53.00,4.40,8281.25,7.83,0.09,555,152320,18861,10532.04,259.63,345.88,35.26,
2024/10/11 17:48:29,1004.21,8.42,52.45,53.25,4.40,8296.88,7.85,0.18,555,152320,18856,10500.71,259.38,345.88,35.31,
2024/10/11 17:48:46,1004.25,8.37,52.72,53.50,4.40,8296.88,7.84,0.28,555,152832,18885,10536.65,260.50,346.63,35.34,
2024/10/11 17:49:03,1004.23,8.32,52.98,53.75,4.40,8359.38,8.81,0.55,556,152320,18926,10569.83,262.63,348.50,35.38,
2024/10/11 17:49:20,1003.79,8.22,53.22,54.00,4.39,8406.25,9.08,0.00,557,153344,18995,10597.48,264.25,350.38,35.42,
2024/10/11 17:49:37,1003.50,8.17,53.48,54.25,4.40,8343.75,8.62,0.00,551,151808,18875,10541.26,261.63,347.25,35.46,
2024/10/11 17:49:54,1003.23,8.17,53.65,54.50,4.39,8187.50,9.15,0.09,543,149504,18633,10372.61,256.13,340.75,35.48,
2024/10/11 17:50:11,1002.94,8.20,53.81,54.50,4.40,7875.00,7.56,-0.28,527,144384,18424,10200.27,245.63,327.88,35.49,
2024/10/11 17:50:28,1002.64,8.18,53.97,54.75,4.40,7875.00,8.49,0.46,530,145664,18461,10204.88,246.25,328.25,35.50,
2024/10/11 17:50:45,1002.22,8.17,54.13,54.75,4.39,8062.50,7.98,0.63,538,147712,18799,10296.12,251.75,335.00,35.51,
2024/10/11 17:51:02,1001.76,8.08,54.31,55.00,4.39,8203.13,7.99,0.46,546,150784,18804,10464.77,260.00,344.00,35.54,
2024/10/11 17:51:19,1001.51,8.03,54.49,55.25,4.39,8234.38,8.47,1.10,548,151040,18829,10468.45,260.88,345.25,35.56,
2024/10/11 17:51:36,1001.53,8.00,54.63,55.25,4.40,8234.38,8.48,0.37,546,150784,18834,10476.75,261.13,345.25,35.59,
2024/10/11 17:51:53,1001.22,8.01,54.78,55.50,4.39,8234.38,7.57,0.09,544,150528,18802,10457.40,260.50,344.13,35.61,
2024/10/11 17:52:10,1000.91,8.00,54.91,55.75,4.40,8203.13,7.89,0.09,542,150016,18767,10414.08,259.38,342.75,35.62,
2024/10/11 17:52:27,1000.45,7.92,55.02,55.75,4.40,8078.13,8.73,0.18,538,148736,18607,10341.27,256.38,338.88,35.63,
2024/10/11 17:52:44,1000.24,7.93,55.11,55.75,4.40,7921.88,8.76,-0.27,528,145664,18702,10205.80,251.25,332.13,35.63,
2024/10/11 17:53:01,999.94,7.98,55.16,56.00,4.40,7765.63,8.32,0.00,510,140288,18124,9968.03,238.50,317.88,35.62,
2024/10/11 17:53:18,999.69,8.03,55.18,55.75,4.39,7328.13,8.67,0.09,501,137472,17970,9971.71,232.75,309.00,35.58,
2024/10/11 17:53:35,999.14,8.07,55.16,55.75,4.39,7265.63,8.54,0.64,503,138240,18064,9807.67,234.75,311.63,35.54,
2024/10/11 17:53:52,998.84,8.11,55.17,55.75,4.40,7296.88,8.67,0.28,485,132352,17765,9568.05,218.88,294.50,35.51,
2024/10/11 17:54:09,998.44,8.16,55.13,55.75,4.39,7203.13,8.20,-0.09,491,133888,17679,9669.43,225.25,300.63,35.47,
2024/10/11 17:54:26,998.10,8.24,55.11,55.75,4.39,7109.38,9.56,0.00,483,132096,17463,9563.44,220.50,295.63,35.43,
2024/10/11 17:54:43,997.84,8.40,54.96,55.50,4.39,6578.13,8.26,0.18,459,124416,15385,2528.18,205.13,275.88,35.34,
2024/10/11 17:55:00,997.18,8.51,54.81,55.25,4.40,6343.75,8.36,0.09,461,125184,15370,2536.01,208.88,278.50,35.28,
2024/10/11 17:55:17,996.98,8.58,54.79,55.25,4.39,6859.38,8.67,0.09,464,125696,17088,9286.04,205.38,278.63,35.25,
2024/10/11 17:55:34,996.57,8.71,54.67,55.25,4.40,6359.38,9.29,-0.09,448,120832,14884,2433.25,197.00,265.38,35.16,
2024/10/11 17:55:51,996.11,8.79,54.58,55.00,4.39,6671.88,9.11,0.47,466,126720,17058,9298.02,208.38,280.50,35.12,
2024/10/11 17:56:08,995.81,8.87,54.49,55.00,4.39,6656.25,7.54,0.18,461,124672,15383,2564.12,207.00,277.50,35.07,
2024/10/11 17:56:25,995.40,8.93,54.45,55.00,4.40,6906.25,8.78,-0.92,475,129536,17410,9512.75,216.63,289.38,35.04,
2024/10/11 17:56:42,995.06,8.96,54.43,55.00,4.39,7234.38,8.52,0.00,491,134400,17734,9740.39,227.38,302.75,35.04,
2024/10/11 17:56:59,994.62,8.96,54.41,55.00,4.40,7234.38,8.51,0.28,488,134144,17716,9667.58,225.88,301.00,35.04,
2024/10/11 17:57:16,994.40,9.01,54.35,55.00,4.40,7125.00,8.00,0.00,484,132096,17543,9588.33,223.38,297.50,35.02,
2024/10/11 17:57:33,994.00,9.05,54.32,55.00,4.40,7156.25,8.34,-0.18,480,131584,17518,9583.72,222.75,296.63,35.00,
2024/10/11 17:57:50,993.70,9.09,54.24,54.75,4.40,7093.75,8.83,0.55,478,130560,17600,9462.99,219.38,292.38,34.97,
2024/10/11 17:58:07,992.95,9.17,54.16,54.75,4.40,6859.38,8.84,-0.28,464,126464,17198,9304.47,211.00,282.38,34.93,
2024/10/11 17:58:24,992.54,9.25,54.05,54.75,4.39,6687.50,8.23,0.36,459,125184,15179,2487.86,207.50,277.75,34.87,
2024/10/11 17:58:41,992.38,9.32,53.92,54.50,4.41,7046.88,8.81,0.00,481,131584,17504,9556.07,222.38,295.88,34.86,
2024/10/11 17:58:58,992.38,9.32,53.91,54.50,4.40,7171.88,9.26,0.37,486,133120,17647,9640.86,225.13,299.88,34.85,
2024/10/11 17:59:15,992.39,9.38,53.88,54.50,4.39,7281.25,8.15,0.46,493,135168,17817,9823.33,229.25,304.75,34.85,
2024/10/11 17:59:32,992.62,9.41,53.83,54.50,4.39,7328.13,9.09,-0.55,494,135424,17918,9874.02,231.13,307.00,34.86,
2024/10/11 17:59:49,992.56,9.40,53.84,54.50,4.40,7343.75,8.88,-0.55,497,135680,17933,9911.81,231.38,307.63,34.86,
2024/10/11 18:00:06,992.88,9.44,53.84,54.50,4.40,7281.25,7.93,0.55,491,134400,17771,9742.23,228.13,303.63,34.87,
2024/10/11 18:00:23,992.85,9.50,53.81,54.50,4.40,7281.25,8.15,-0.46,495,134912,17751,9727.49,227.00,302.63,34.87,
2024/10/11 18:00:40,992.62,9.50,53.76,54.50,4.40,7000.00,7.90,-0.27,480,130816,17582,9527.50,218.63,293.00,34.86,
2024/10/11 18:00:57,992.65,9.56,53.74,54.50,4.40,6968.75,8.60,0.00,480,130304,17487,9541.32,217.25,291.38,34.84,
2024/10/11 18:01:14,992.52,9.61,53.69,54.50,4.39,6937.50,8.81,-0.19,479,130048,17457,9532.11,217.13,290.88,34.83,
2024/10/11 18:01:31,992.47,9.64,53.67,54.25,4.39,7156.25,7.99,0.56,491,134144,17582,9651.92,224.00,299.38,34.84,
2024/10/11 18:01:48,992.38,9.65,53.67,54.25,4.40,7187.50,8.58,0.18,493,134656,17594,9688.78,224.00,299.75,34.85,
2024/10/11 18:02:05,991.98,9.65,53.66,54.50,4.40,7156.25,7.53,-0.37,490,133120,17583,9662.98,224.00,299.88,34.86,
2024/10/11 18:02:22,992.07,9.69,53.64,54.25,4.39,7140.63,8.15,0.00,490,133632,17634,9649.15,223.00,298.75,34.87,
2024/10/11 18:02:39,992.14,9.73,53.61,54.25,4.39,7250.00,8.47,0.00,495,135168,17761,9750.53,227.38,303.88,34.89,
2024/10/11 18:02:56,992.21,9.74,53.62,54.25,4.40,7234.38,8.77,0.46,495,134656,17723,9744.08,226.13,302.38,34.91,
2024/10/11 18:03:13,992.34,9.76,53.61,54.50,4.40,7187.50,8.53,0.37,495,135168,17639,9703.53,224.88,301.13,34.92,
2024/10/11 18:03:30,992.48,9.76,53.63,54.25,4.39,7296.88,7.49,0.00,497,135168,17805,9784.63,228.00,305.00,34.94,
2024/10/11 18:03:47,992.36,9.76,53.65,54.50,4.39,7265.63,7.80,0.55,497,135424,17794,9753.29,227.88,304.38,34.96,
2024/10/11 18:04:04,992.26,9.74,53.67,54.25,4.39,7312.50,8.15,0.00,500,136448,17847,9815.04,228.75,306.13,34.97,
2024/10/11 18:04:21,992.18,9.80,53.65,54.50,4.39,7281.25,8.81,0.55,496,134912,17762,9767.12,227.00,303.63,34.98,
2024/10/11 18:04:38,991.96,9.78,53.66,54.25,4.39,7296.88,9.30,-0.27,501,136192,17830,9780.02,228.75,305.75,34.99,
2024/10/11 18:04:55,991.79,9.76,53.69,54.50,4.40,7328.13,8.63,0.09,503,137472,17884,9813.20,229.38,306.63,34.99,
2024/10/11 18:05:12,991.89,9.75,53.70,54.50,4.39,7312.50,8.69,-0.27,502,137472,17849,9823.33,230.00,307.13,35.00,
2024/10/11 18:05:29,991.86,9.74,53.73,54.50,4.39,7281.25,8.12,0.45,501,136704,17860,9811.35,229.63,306.63,35.00,
2024/10/11 18:05:46,991.99,9.76,53.72,54.50,4.40,7296.88,9.27,0.37,501,136960,17855,9803.98,228.88,305.88,35.01,
2024/10/11 18:06:03,991.77,9.75,53.73,54.50,4.39,7265.63,8.13,0.45,497,135680,17754,9729.33,227.13,303.38,35.01,
2024/10/11 18:06:20,991.67,9.81,53.69,54.50,4.40,7265.63,7.68,0.27,498,136192,17827,9780.94,228.38,304.88,35.01,
2024/10/11 18:06:37,991.46,9.79,53.74,54.25,4.40,7203.13,9.54,0.81,496,135424,17738,9722.88,226.38,302.63,35.01,
2024/10/11 18:06:54,991.37,9.79,53.72,54.50,4.40,7093.75,8.13,0.46,488,133120,17580,9610.44,223.38,298.25,34.99,
2024/10/11 18:07:11,991.37,9.83,53.71,54.50,4.39,7203.13,9.01,-0.09,497,135424,17778,9742.23,227.63,303.63,34.99,
2024/10/11 18:07:28,991.42,9.79,53.73,54.50,4.39,7343.75,7.07,-0.28,501,137472,17921,9871.26,231.50,309.00,34.99,
2024/10/11 18:07:45,991.16,9.80,53.76,54.50,4.39,7328.13,8.72,-0.46,502,137216,17986,9956.04,233.00,310.00,34.99,
2024/10/11 18:08:02,991.27,9.79,53.77,54.50,4.40,7375.00,8.54,0.18,501,136448,17943,9884.16,231.25,308.88,35.00,
2024/10/11 18:08:19,991.30,9.79,53.76,54.50,4.40,7312.50,8.24,-0.37,498,136192,17853,9815.96,230.88,307.25,35.00,
2024/10/11 18:08:36,991.29,9.80,53.77,54.50,4.39,7250.00,8.21,0.00,495,135424,17803,9755.14,227.25,303.63,34.99,
2024/10/11 18:08:53,991.30,9.84,53.73,54.50,4.39,7062.50,7.81,-0.27,484,132352,17754,9580.03,221.25,295.75,34.98,
2024/10/11 18:09:10,991.13,9.91,53.68,54.50,4.40,6859.38,8.87,-0.27,470,128000,17271,9387.42,212.25,285.00,34.95,
2024/10/11 18:09:27,991.10,9.99,53.61,54.25,4.39,6671.88,8.65,-0.27,458,124672,15384,2506.75,205.38,276.13,34.91,
2024/10/11 18:09:44,990.88,10.04,53.53,54.25,4.40,6468.75,8.15,0.27,451,122624,15168,2462.05,202.13,271.25,34.87,
