Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/21 16:32:53,990.15,10.62,49.61,49.75,4.14,5062.50,6.08,-0.18,-69,-25088,7921,0.00,149.00,194.38,32.36,
2024/10/21 16:32:56,990.11,10.62,49.60,49.75,4.14,5062.50,5.78,0.18,-69,-25088,7921,0.00,149.00,194.38,32.36,
2024/10/21 16:33:12,990.16,10.77,49.40,49.75,4.15,4984.38,5.30,0.72,-69,-25088,7790,0.00,146.88,191.38,32.27,
2024/10/21 16:33:28,990.13,10.97,49.16,49.75,4.15,4906.25,5.37,1.34,-69,-25088,7693,0.00,144.50,188.63,32.25,
2024/10/21 16:33:44,990.04,11.14,49.00,49.50,4.15,5046.88,6.19,1.61,-69,-25088,7842,0.00,151.13,196.13,32.22,
2024/10/21 16:34:00,989.94,11.22,48.88,49.25,4.16,5218.75,5.91,0.27,-69,-25088,7938,0.00,154.88,199.88,32.23,
2024/10/21 16:34:16,989.87,11.36,48.73,49.25,4.16,5125.00,5.57,0.44,-69,-25088,7797,0.00,147.88,191.75,32.22,
2024/10/21 16:34:32,989.67,11.50,48.55,49.00,4.15,4546.88,4.95,0.36,-69,-25088,7328,0.00,131.63,173.00,32.17,
2024/10/21 16:34:48,989.58,11.63,48.40,48.75,4.16,4765.63,5.76,0.36,-69,-25088,7585,0.00,141.13,184.63,32.14,
2024/10/21 16:35:04,989.66,11.72,48.31,48.75,4.16,4953.13,5.86,0.27,-69,-25088,7802,0.00,147.63,191.88,32.13,
2024/10/21 16:35:20,989.68,11.79,48.23,48.75,4.15,5156.25,6.05,0.53,-69,-25088,7913,0.00,153.88,199.00,32.13,
2024/10/21 16:35:36,989.74,11.83,48.21,48.50,4.15,5109.38,6.72,0.44,-69,-25088,7818,0.00,148.25,192.88,32.13,
2024/10/21 16:35:52,989.56,11.90,48.14,48.75,4.15,4984.38,6.27,-0.18,-69,-25088,7722,0.00,145.25,189.00,32.12,
2024/10/21 16:36:08,989.49,11.97,48.04,48.50,4.15,5203.13,6.18,0.35,-69,-25088,7964,0.00,155.63,201.63,32.11,
