Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/21 02:18:02,987.36,23.49,22.28,22.00,4.42,46.88,5.00,0.35,0,0,0,0.00,0.25,0.25,18.71,
2024/10/21 02:18:04,987.41,23.46,22.30,22.00,4.42,46.88,5.73,0.27,0,0,0,0.00,0.25,0.25,18.71,
2024/10/21 02:18:21,987.35,23.66,22.10,22.00,4.44,46.88,5.46,0.36,0,0,0,0.00,0.25,0.25,18.64,
2024/10/21 02:18:37,987.36,23.87,21.93,21.75,4.45,46.88,5.02,0.00,0,0,0,0.00,0.25,0.25,18.61,
2024/10/21 02:18:53,987.36,24.08,21.78,21.50,4.45,46.88,5.13,0.09,0,0,0,0.00,0.25,0.25,18.59,
2024/10/21 02:19:09,987.32,24.24,21.66,21.50,4.47,46.88,6.04,0.18,-71,-25856,0,0.00,0.25,0.25,18.56,
2024/10/21 02:19:25,987.35,24.40,21.56,21.25,4.48,46.88,4.95,0.44,0,0,0,0.00,0.25,0.25,18.54,
2024/10/21 02:19:41,987.32,24.54,21.46,21.25,4.50,46.88,5.87,0.09,0,0,0,0.00,0.25,0.25,18.52,
2024/10/21 02:19:57,987.37,24.66,21.39,21.25,4.51,46.88,5.35,0.71,-71,-25856,0,0.00,0.25,0.25,18.50,
2024/10/21 02:20:12,987.35,24.76,21.32,21.25,4.53,46.88,6.03,0.18,0,0,0,0.00,0.25,0.25,18.48,
2024/10/21 02:20:28,987.38,24.89,21.24,21.25,4.55,46.88,5.87,0.36,0,0,0,0.00,0.25,0.25,18.46,
2024/10/21 02:20:45,987.33,24.98,21.16,21.00,4.58,46.88,5.63,0.45,0,0,0,0.00,0.25,0.25,18.45,
2024/10/21 02:21:00,987.38,25.09,21.11,21.00,4.60,46.88,6.14,0.27,0,0,0,0.00,0.25,0.25,18.44,
2024/10/21 02:21:17,987.43,25.16,21.05,20.75,4.62,62.50,5.19,0.18,0,0,0,0.00,0.25,0.25,18.44,
2024/10/21 02:21:33,987.45,25.27,21.00,21.00,4.64,62.50,5.86,0.09,0,0,0,0.00,0.25,0.25,18.44,
2024/10/21 02:21:49,987.47,25.35,20.95,20.75,4.68,62.50,5.43,0.09,0,0,0,0.00,0.25,0.38,18.44,
2024/10/21 02:22:05,987.47,25.40,20.90,20.75,4.70,62.50,5.58,0.18,0,0,0,0.00,0.25,0.25,18.44,
2024/10/21 02:22:21,987.41,25.50,20.85,20.75,4.73,62.50,5.12,0.62,0,0,0,0.00,0.25,0.25,18.44,
2024/10/21 02:22:37,987.42,25.54,20.81,20.50,4.76,62.50,5.45,0.99,0,0,0,0.00,0.25,0.25,18.44,
2024/10/21 02:22:53,987.56,25.62,20.77,20.50,4.78,62.50,5.49,0.00,0,0,0,0.00,0.25,0.25,18.45,
2024/10/21 02:23:09,987.61,25.67,20.74,20.75,4.82,62.50,5.61,-0.09,0,0,0,0.00,0.25,0.25,18.44,
2024/10/21 02:23:25,987.58,25.75,20.70,20.50,4.86,62.50,6.50,-0.18,0,0,0,0.00,0.25,0.25,18.44,
2024/10/21 02:23:41,987.66,25.80,20.68,20.50,4.88,62.50,5.71,-0.09,-71,-25856,0,0.00,0.25,0.25,18.44,
2024/10/21 02:23:56,987.64,25.83,20.65,20.50,4.90,62.50,6.12,0.35,0,0,0,0.00,0.25,0.25,18.44,
2024/10/21 02:24:13,987.63,25.91,20.62,20.50,4.91,62.50,5.38,0.18,0,0,0,0.00,0.25,0.25,18.43,
2024/10/21 02:24:29,987.58,25.95,20.59,20.50,4.94,62.50,6.01,0.00,0,0,0,0.00,0.25,0.25,18.43,
2024/10/21 02:24:45,987.52,25.99,20.57,20.50,4.94,46.88,5.94,0.27,0,0,0,0.00,0.25,0.25,18.41,
2024/10/21 02:25:01,987.48,26.03,20.54,20.25,4.97,46.88,5.62,0.09,0,0,0,0.00,0.25,0.25,18.40,
2024/10/21 02:25:17,987.40,26.04,20.52,20.25,5.00,46.88,5.48,0.27,0,0,0,0.00,0.25,0.25,18.39,
2024/10/21 02:25:33,987.36,26.08,20.49,20.50,5.03,46.88,5.84,0.09,-71,-25856,0,0.00,0.25,0.25,18.37,
2024/10/21 02:25:49,987.38,26.11,20.47,20.25,5.07,46.88,5.25,0.27,0,0,0,0.00,0.25,0.25,18.36,
