Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/07/02 16:51:59,987.12,5.28,83.27,84.25,3.16,11843.75, 5.21,-2.19,861,231680,10641,12474.78,0.28,0.43,41.14,
2023/07/02 16:52:02,987.17,5.25,83.32,84.50,3.16,11843.75, 5.00,-2.19,861,231680,10641,12474.78,0.28,0.43,41.14,
2023/07/02 16:52:08,986.99,5.25,83.32,84.50,3.16,11828.13, 5.23,-2.19,869,232704,10574,12443.44,0.28,0.43,39.82,
2023/07/02 16:52:14,986.93,5.25,83.34,84.50,3.16,11828.13, 5.23,-2.18,867,232448,10566,12460.03,0.28,0.43,39.19,
2023/07/02 16:52:20,987.05,5.23,83.39,84.50,3.16,11796.88, 5.02,-2.61,867,231936,10563,12425.01,0.28,0.43,39.09,
2023/07/02 16:52:26,986.90,5.23,83.39,84.50,3.16,11796.88, 5.04,-1.74,865,231424,10557,12425.01,0.28,0.43,39.05,
2023/07/02 16:52:32,987.03,5.21,83.45,84.50,3.16,11781.25, 5.21,-1.96,865,231680,10560,12410.27,0.28,0.43,38.97,
2023/07/02 16:52:38,987.02,5.20,83.47,84.50,3.16,11812.50, 5.27,-2.39,864,231424,10534,12430.54,0.28,0.43,38.90,
2023/07/02 16:52:44,986.94,5.17,83.51,84.75,3.16,11796.88, 5.03,-2.40,865,231424,10539,12426.85,0.28,0.43,38.82,
2023/07/02 16:52:50,986.81,5.17,83.52,84.75,3.16,11781.25, 4.82,-2.20,864,230912,10523,12397.36,0.28,0.43,38.67,
2023/07/02 16:52:56,986.84,5.16,83.56,84.75,3.16,11765.63, 5.02,-2.20,864,231424,10525,12386.30,0.28,0.42,38.38,
2023/07/02 16:53:02,986.75,5.16,83.56,84.50,3.16,11765.63, 5.23,-2.40,862,230656,10510,12366.03,0.28,0.42,38.21,
2023/07/02 16:53:08,986.62,5.15,83.59,84.75,3.16,11750.00, 5.02,-2.41,864,231424,10504,12382.62,0.28,0.42,38.44,
2023/07/02 16:53:14,986.59,5.14,83.63,84.75,3.16,11734.38, 5.27,-2.41,862,231168,10501,12391.83,0.28,0.42,38.15,
2023/07/02 16:53:20,986.58,5.14,83.64,84.75,3.16,11734.38, 4.82,-2.41,861,230400,10509,12358.66,0.28,0.42,38.01,
2023/07/02 16:53:26,986.67,5.14,83.64,84.75,3.16,11734.38, 4.80,-2.19,862,230656,10493,12347.60,0.28,0.42,37.80,
2023/07/02 16:53:32,986.58,5.14,83.65,84.75,3.16,11718.75, 5.03,-2.62,861,230656,10495,12356.81,0.28,0.42,37.68,
2023/07/02 16:53:38,986.50,5.13,83.67,84.75,3.16,11687.50, 4.82,-2.62,859,229632,10475,12338.38,0.28,0.42,37.58,
2023/07/02 16:53:44,986.52,5.14,83.67,84.75,3.16,11703.13, 5.03,-2.62,860,229888,10495,12332.85,0.28,0.42,37.45,
