Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/06/21 23:55:40,981.43,15.13,48.75,48.50,3.83,2234.38, 5.76,-0.21,188,51456,4479,4091.90,0.06,0.09,40.18,
2023/06/21 23:55:44,981.43,15.17,48.70,48.50,3.83,2156.25, 5.56,-0.64,180,49152,4245,3942.60,0.05,0.08,40.11,
2023/06/21 23:55:50,981.36,15.23,48.63,48.25,3.83,2000.00, 5.82,0.00,174,46592,4019,3787.78,0.05,0.08,40.10,
2023/06/21 23:55:56,981.17,15.27,48.57,48.25,3.83,1953.13, 5.80,-0.21,176,47616,4083,3835.70,0.05,0.08,40.07,
2023/06/21 23:56:02,981.28,15.29,48.51,48.25,3.83,2015.63, 5.56,0.00,179,48640,4178,3898.37,0.05,0.08,40.05,
2023/06/21 23:56:08,981.28,15.31,48.47,48.25,3.83,2046.88, 5.80,-0.21,180,48896,4195,3918.64,0.05,0.08,40.02,
2023/06/21 23:56:14,981.14,15.33,48.44,48.25,3.83,2218.75, 5.78,-0.21,191,52480,4556,4147.20,0.06,0.09,40.01,
2023/06/21 23:56:20,981.31,15.34,48.42,48.25,3.83,2437.50, 5.37,-0.21,201,56064,4815,4324.15,0.07,0.10,40.00,
2023/06/21 23:56:26,981.15,15.36,48.39,48.00,3.83,2484.38, 6.01,-0.21,196,55040,4760,4298.34,0.07,0.10,40.04,
2023/06/21 23:56:32,980.85,15.38,48.34,48.25,3.83,2406.25, 5.59,-0.43,194,53760,4625,4191.44,0.06,0.10,40.02,
2023/06/21 23:56:38,980.97,15.40,48.29,48.25,3.83,2296.88, 5.82,-0.64,185,50944,4435,4060.57,0.06,0.09,40.01,
2023/06/21 23:56:44,980.99,15.44,48.23,48.00,3.83,2156.25, 5.80,-0.43,179,48640,4210,3903.90,0.05,0.08,39.98,
2023/06/21 23:56:50,980.95,15.52,48.15,48.00,3.83,1968.75, 5.59,-0.64,171,45824,3933,3738.01,0.05,0.07,39.96,
2023/06/21 23:56:56,980.87,15.55,48.09,47.75,3.83,1843.75, 5.78,-0.64,168,44544,3824,3645.85,0.04,0.07,39.92,
2023/06/21 23:57:02,980.87,15.59,48.02,47.75,3.83,1921.88, 5.76,-0.21,176,47872,4156,3863.35,0.05,0.08,39.89,
2023/06/21 23:57:08,980.85,15.60,47.99,47.75,3.83,2203.13, 5.56,-0.21,192,53504,4592,4178.53,0.06,0.09,39.88,
2023/06/21 23:57:14,980.88,15.63,47.94,47.75,3.83,2437.50, 5.78,-0.21,199,56064,4831,4329.68,0.07,0.10,39.87,
2023/06/21 23:57:20,980.97,15.66,47.91,47.50,3.83,2562.50, 5.80,-0.64,206,58112,4954,4421.84,0.07,0.11,39.86,
2023/06/21 23:57:26,981.14,15.69,47.87,47.50,3.83,2671.88, 5.80,-0.43,210,59648,5101,4536.12,0.08,0.11,39.85,
2023/06/21 23:57:32,981.15,15.69,47.86,47.75,3.84,2750.00, 5.56,-0.21,214,61184,5208,4644.86,0.08,0.11,39.84,
2023/06/21 23:57:38,981.22,15.71,47.83,47.50,3.83,2796.88, 5.76,-0.21,218,62464,5251,4679.88,0.08,0.12,39.84,
2023/06/21 23:57:44,981.23,15.71,47.82,47.50,3.84,2812.50, 5.59,-0.21,219,62208,5273,4687.26,0.08,0.12,39.83,
2023/06/21 23:57:50,981.27,15.71,47.79,47.50,3.83,2828.13, 5.56,-0.43,216,62208,5288,4707.53,0.08,0.12,39.82,
