Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/06/30 23:39:51,980.91,20.96,53.18,53.25,3.08,4296.88, 4.63,-2.64,314,88576,6811,6552.58,0.12,0.13,32.08,
2023/06/30 23:39:54,980.89,20.90,53.23,53.00,3.07,4296.88, 4.41,-2.63,314,88576,6811,6552.58,0.12,0.13,32.08,
2023/06/30 23:40:00,980.84,20.97,53.18,53.00,3.08,4296.88, 4.63,-2.43,315,88576,6725,6547.05,0.12,0.14,30.26,
2023/06/30 23:40:06,980.79,20.96,53.16,53.00,3.08,4296.88, 4.63,-2.64,314,88320,6720,6541.52,0.12,0.14,30.30,
2023/06/30 23:40:12,980.82,20.96,53.17,53.00,3.08,4296.88, 4.40,-2.63,314,88320,6725,6539.67,0.12,0.14,30.08,
2023/06/30 23:40:18,980.75,20.96,53.15,53.25,3.08,4296.88, 4.87,-2.44,315,88320,6718,6545.20,0.12,0.14,29.90,
2023/06/30 23:40:24,980.82,20.98,53.14,53.00,3.08,4312.50, 4.43,-2.66,314,88320,6726,6548.89,0.12,0.14,29.81,
2023/06/30 23:40:30,980.81,20.98,53.13,53.00,3.08,4312.50, 4.63,-2.41,314,88320,6718,6537.83,0.12,0.14,29.87,
2023/06/30 23:40:36,980.80,20.96,53.15,53.00,3.08,4296.88, 4.85,-2.42,313,88064,6719,6523.08,0.12,0.14,29.71,
2023/06/30 23:40:42,980.82,20.94,53.16,53.25,3.08,4296.88, 4.65,-2.63,315,88576,6706,6534.14,0.12,0.14,29.58,
2023/06/30 23:40:48,980.93,20.94,53.15,53.25,3.08,4281.25, 4.41,-2.65,313,87808,6710,6526.77,0.12,0.14,29.66,
2023/06/30 23:40:54,980.97,20.91,53.18,53.25,3.07,4281.25, 4.65,-2.42,312,87808,6695,6517.56,0.11,0.14,29.62,
2023/06/30 23:41:00,980.91,20.90,53.19,53.25,3.08,4281.25, 4.85,-2.43,312,87808,6682,6524.93,0.11,0.14,31.24,
2023/06/30 23:41:06,981.08,20.94,53.15,53.00,3.07,4281.25, 4.41,-2.65,310,87296,6704,6510.18,0.12,0.14,31.23,
2023/06/30 23:41:12,980.99,20.91,53.15,53.00,3.07,4296.88, 4.67,-2.87,313,88064,6696,6499.12,0.12,0.14,31.22,
2023/06/30 23:41:18,980.98,20.90,53.17,53.25,3.07,4281.25, 4.63,-2.43,313,87808,6689,6519.40,0.12,0.14,30.69,
2023/06/30 23:41:24,980.95,20.90,53.15,53.00,3.07,4281.25, 4.62,-2.43,313,87808,6697,6504.65,0.12,0.14,30.67,
2023/06/30 23:41:30,981.02,20.90,53.14,53.25,3.07,4281.25, 4.87,-2.65,314,88320,6702,6523.08,0.12,0.14,30.66,
2023/06/30 23:41:36,981.03,20.93,53.12,53.25,3.07,4296.88, 4.65,-2.66,313,87808,6711,6535.99,0.12,0.14,30.64,
2023/06/30 23:41:42,980.95,20.90,53.14,53.25,3.07,4281.25, 4.43,-2.43,314,88320,6726,6539.67,0.12,0.14,30.61,
2023/06/30 23:41:48,980.98,20.91,53.12,53.25,3.07,4281.25, 4.63,-2.42,313,88064,6711,6543.36,0.12,0.14,30.60,
2023/06/30 23:41:54,981.01,20.88,53.15,53.25,3.07,4281.25, 4.87,-2.42,313,88064,6719,6539.67,0.12,0.14,30.59,
2023/06/30 23:42:00,981.01,20.91,53.12,53.25,3.07,4281.25, 4.83,-2.43,313,88064,6708,6534.14,0.12,0.14,30.55,
