Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/07/03 21:13:32,969.70,17.57,55.38,55.25,3.07,2687.50, 4.43,-3.32,247,62720,4881,4939.78,0.05,0.10,34.23,
2023/07/03 21:13:35,969.68,17.59,55.35,55.25,3.07,2687.50, 4.41,-3.10,247,62720,4881,4939.78,0.05,0.10,34.23,
2023/07/03 21:13:41,969.70,17.69,55.24,55.00,3.08,2671.88, 4.41,-3.31,243,61184,4781,4862.36,0.05,0.09,32.68,
2023/07/03 21:13:47,969.64,17.75,55.15,55.00,3.09,2640.63, 4.43,-2.89,243,61184,4779,4827.34,0.05,0.09,32.75,
2023/07/03 21:13:53,969.54,17.85,55.04,55.00,3.09,2640.63, 4.43,-3.11,244,61184,4732,4812.60,0.05,0.09,32.27,
2023/07/03 21:13:59,969.48,17.92,54.96,54.75,3.09,2625.00, 4.43,-2.89,242,60672,4725,4781.26,0.05,0.09,32.22,
2023/07/03 21:14:05,969.37,17.95,54.90,54.75,3.09,2640.63, 4.63,-2.90,240,60160,4714,4775.73,0.05,0.09,32.18,
2023/07/03 21:14:11,969.20,18.03,54.77,54.75,3.09,2609.38, 4.21,-3.10,238,59648,4690,4759.14,0.05,0.09,32.62,
2023/07/03 21:14:17,969.22,18.13,54.67,54.75,3.09,2593.75, 4.89,-2.88,238,59904,4671,4720.44,0.05,0.09,32.58,
2023/07/03 21:14:23,969.08,18.18,54.59,54.50,3.08,2562.50, 4.19,-2.65,237,59648,4666,4716.75,0.05,0.09,32.53,
2023/07/03 21:14:29,968.98,18.25,54.50,54.50,3.08,2562.50, 4.43,-3.09,238,59648,4651,4707.53,0.05,0.09,32.47,
2023/07/03 21:14:35,968.96,18.31,54.40,54.25,3.08,2562.50, 4.22,-3.32,234,58880,4642,4692.79,0.05,0.09,32.42,
2023/07/03 21:14:41,968.87,18.37,54.33,54.25,3.08,2546.88, 4.65,-3.09,235,59136,4627,4679.88,0.05,0.09,31.88,
2023/07/03 21:14:47,968.79,18.44,54.23,54.00,3.08,2531.25, 4.43,-3.11,235,59136,4617,4670.67,0.05,0.09,32.30,
2023/07/03 21:14:53,968.74,18.51,54.14,54.00,3.08,2531.25, 4.22,-3.10,234,58624,4609,4670.67,0.05,0.09,31.76,
2023/07/03 21:14:59,968.64,18.57,54.05,54.00,3.08,2531.25, 4.43,-3.10,231,58112,4612,4666.98,0.05,0.09,31.70,
2023/07/03 21:15:05,968.64,18.66,53.96,53.75,3.07,2546.88, 4.43,-3.10,233,58368,4603,4659.61,0.05,0.09,31.62,
2023/07/03 21:15:11,968.58,18.71,53.86,53.50,3.07,2531.25, 4.43,-2.43,234,58624,4610,4665.14,0.05,0.09,31.52,
2023/07/03 21:15:17,968.47,18.78,53.78,53.75,3.07,2531.25, 4.45,-3.10,235,58624,4614,4661.45,0.05,0.09,31.45,
2023/07/03 21:15:23,968.53,18.83,53.71,53.50,3.07,2546.88, 4.21,-2.65,236,58880,4630,4672.51,0.05,0.09,31.39,
2023/07/03 21:15:29,968.47,18.91,53.62,53.50,3.07,2562.50, 4.67,-3.10,235,59136,4638,4687.26,0.05,0.09,31.33,
2023/07/03 21:15:35,968.44,18.96,53.53,53.25,3.07,2562.50, 4.22,-3.10,236,59136,4630,4716.75,0.05,0.09,31.28,
2023/07/03 21:15:41,968.30,19.03,53.45,53.25,3.07,2562.50, 4.43,-3.32,236,59136,4669,4737.02,0.05,0.09,31.03,
2023/07/03 21:15:47,968.20,19.08,53.37,53.25,3.07,2593.75, 4.22,-3.11,240,60160,4725,4796.01,0.05,0.09,31.94,
