Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/07/04 13:50:12,982.59,21.80,42.42,42.25,2.65,3093.75, 2.92,-4.97,246,62976,5125,5197.82,0.06,0.11,17.36,
2023/07/04 13:50:15,982.52,21.79,42.42,42.00,2.66,3109.38, 2.92,-4.74,246,62976,5125,5197.82,0.06,0.11,17.36,
2023/07/04 13:50:28,982.56,21.83,42.38,42.25,2.71,3125.00, 3.13,-4.48,251,64256,5079,5218.10,0.06,0.11,15.55,
2023/07/04 13:50:34,982.59,21.82,42.38,42.25,2.72,3140.63, 3.13,-4.50,250,64000,5085,5219.94,0.06,0.11,15.62,
2023/07/04 13:50:40,982.56,21.82,42.39,42.25,2.72,3156.25, 2.92,-4.50,252,64256,5097,5242.06,0.06,0.11,15.46,
2023/07/04 13:50:46,982.61,21.82,42.39,42.25,2.72,3156.25, 3.13,-4.72,253,64768,5111,5254.96,0.06,0.11,15.63,
2023/07/04 13:50:52,982.62,21.82,42.38,42.25,2.73,3171.88, 3.37,-4.50,252,64512,5134,5267.87,0.07,0.11,15.86,
2023/07/04 13:50:58,982.65,21.82,42.37,42.25,2.73,3171.88, 2.91,-4.46,251,64000,5148,5275.24,0.07,0.11,15.68,
2023/07/04 13:51:04,982.67,21.82,42.37,42.25,2.73,3187.50, 3.15,-4.46,253,64768,5155,5297.36,0.07,0.11,15.49,
2023/07/04 13:51:10,982.75,21.82,42.36,42.25,2.73,3203.13, 3.36,-4.50,254,65024,5172,5313.95,0.07,0.11,15.59,
2023/07/04 13:51:16,982.73,21.81,42.37,42.25,2.72,3218.75, 3.36,-4.48,254,65024,5196,5321.32,0.07,0.12,15.30,
2023/07/04 13:51:22,982.84,21.81,42.37,42.25,2.72,3234.38, 3.37,-4.70,258,66048,5205,5345.28,0.07,0.12,15.30,
2023/07/04 13:51:28,982.88,21.80,42.38,42.25,2.72,3250.00, 2.91,-4.48,257,65792,5222,5369.24,0.07,0.12,15.15,
2023/07/04 13:51:34,982.91,21.79,42.38,42.25,2.73,3265.63, 3.34,-4.48,256,65536,5226,5378.46,0.07,0.12,16.40,
2023/07/04 13:51:40,982.97,21.79,42.38,42.25,2.72,3281.25, 3.58,-4.26,257,66048,5223,5395.05,0.07,0.12,16.30,
2023/07/04 13:51:46,982.94,21.78,42.39,42.25,2.72,3296.88, 3.36,-4.48,260,66560,5229,5402.42,0.07,0.12,16.36,
2023/07/04 13:51:52,983.03,21.77,42.40,42.25,2.72,3312.50, 3.36,-4.70,262,67072,5234,5428.22,0.07,0.12,16.25,
2023/07/04 13:51:58,983.06,21.76,42.40,42.25,2.72,3328.13, 3.13,-4.50,261,66816,5250,5450.34,0.07,0.12,16.37,
2023/07/04 13:52:04,983.06,21.75,42.40,42.25,2.72,3343.75, 3.13,-4.68,263,67328,5267,5455.87,0.07,0.12,16.26,
2023/07/04 13:52:10,983.11,21.73,42.41,42.25,2.72,3359.38, 3.13,-4.46,263,67328,5295,5476.15,0.07,0.12,15.90,
2023/07/04 13:52:16,983.13,21.72,42.42,42.25,2.72,3390.63, 3.13,-4.91,264,68096,5304,5509.32,0.07,0.12,15.96,
2023/07/04 13:52:22,983.15,21.70,42.43,42.25,2.72,3406.25, 3.38,-4.26,264,67840,5320,5513.01,0.07,0.12,15.92,
2023/07/04 13:52:28,983.14,21.69,42.45,42.50,2.72,3421.88, 2.91,-4.50,268,68352,5338,5546.19,0.07,0.12,15.68,
2023/07/04 13:52:34,983.11,21.66,42.46,42.25,2.72,3437.50, 2.91,-4.72,269,68864,5366,5562.78,0.07,0.12,15.82,
2023/07/04 13:52:40,983.12,21.64,42.48,42.50,2.72,3453.13, 3.36,-4.46,269,69120,5380,5584.90,0.07,0.12,15.77,
2023/07/04 13:52:53,983.13,21.58,42.53,42.25,2.72,3500.00, 3.15,-4.46,271,69632,5398,5627.29,0.07,0.12,15.99,
2023/07/04 13:52:59,983.21,21.58,42.52,42.50,2.72,3515.63, 2.91,-4.24,272,69632,5428,5651.25,0.07,0.12,15.45,
2023/07/04 13:53:05,983.29,21.56,42.54,42.50,2.72,3546.88, 2.90,-4.46,273,69888,5450,5701.02,0.07,0.12,15.76,
2023/07/04 13:53:11,983.30,21.54,42.57,42.50,2.72,3562.50, 3.13,-4.48,277,70912,5488,5736.04,0.07,0.13,15.74,
