Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/18 09:38:51,987.78,17.45,12.84,12.50,8.74,31.25,5.52,0.09,0,0,0,0.00,0.25,0.25,8.92,
2024/10/18 09:38:54,987.81,17.44,12.87,12.50,8.74,31.25,5.94,0.54,0,0,0,0.00,0.25,0.25,8.92,
2024/10/18 09:39:10,987.80,17.59,12.67,12.50,8.75,31.25,5.65,0.27,0,0,0,0.00,0.25,0.25,8.85,
2024/10/18 09:39:26,987.80,17.74,12.48,12.25,8.75,31.25,5.33,0.72,0,0,0,0.00,0.25,0.25,8.83,
2024/10/18 09:39:42,987.76,17.82,12.32,12.25,8.76,31.25,5.76,0.36,0,0,0,0.00,0.25,0.25,8.80,
2024/10/18 09:39:58,987.74,18.00,12.20,12.00,8.76,31.25,5.38,0.36,0,0,0,0.00,0.25,0.25,8.78,
2024/10/18 09:40:14,987.79,18.11,12.09,12.00,8.76,31.25,4.83,-0.18,0,0,0,0.00,0.25,0.25,8.75,
2024/10/18 09:40:30,987.77,18.25,11.99,11.75,8.76,31.25,5.23,0.00,0,0,0,0.00,0.25,0.25,8.74,
2024/10/18 09:40:46,987.74,18.31,11.90,11.75,8.76,31.25,5.48,0.27,0,0,0,0.00,0.25,0.25,8.72,
2024/10/18 09:41:02,987.68,18.45,11.82,11.50,8.76,31.25,4.54,0.18,0,0,0,0.00,0.25,0.25,8.69,
2024/10/18 09:41:18,987.70,18.55,11.75,11.75,8.76,31.25,5.82,0.36,0,0,0,0.00,0.25,0.25,8.67,
2024/10/18 09:41:34,987.65,18.60,11.67,11.50,8.76,31.25,5.21,0.27,0,0,0,0.00,0.25,0.25,8.65,
2024/10/18 09:41:50,987.62,18.62,11.60,11.50,8.76,31.25,5.43,0.91,0,0,0,0.00,0.25,0.25,8.63,
2024/10/18 09:42:06,987.60,18.71,11.54,11.50,8.78,31.25,5.86,0.36,0,0,0,0.00,0.25,0.25,8.61,
2024/10/18 09:42:22,987.61,18.75,11.48,11.50,8.78,31.25,5.28,0.00,0,0,0,0.00,0.25,0.25,8.59,
2024/10/18 09:42:38,987.64,18.88,11.43,11.25,8.78,31.25,5.08,0.18,0,0,0,0.00,0.25,0.25,8.58,
2024/10/18 09:42:54,987.59,18.92,11.37,11.25,8.78,31.25,5.21,0.09,0,0,0,0.00,0.25,0.25,8.56,
2024/10/18 09:43:10,987.60,18.96,11.32,11.25,8.78,31.25,5.85,0.18,0,0,0,0.00,0.25,0.25,8.55,
2024/10/18 09:43:26,987.49,18.99,11.27,11.25,8.78,31.25,5.54,0.27,0,0,0,0.00,0.25,0.25,8.53,
2024/10/18 09:43:42,987.54,19.07,11.23,11.25,8.78,31.25,5.36,0.72,0,0,0,0.00,0.25,0.25,8.52,
2024/10/18 09:43:58,987.63,19.09,11.19,11.00,8.78,31.25,5.27,0.18,0,0,0,0.00,0.25,0.25,8.50,
2024/10/18 09:44:14,987.58,19.20,11.14,11.00,8.78,31.25,4.76,0.35,0,0,0,0.00,0.25,0.25,8.49,
2024/10/18 09:44:30,987.60,19.21,11.11,11.00,8.78,31.25,5.31,0.35,0,0,0,0.00,0.25,0.25,8.48,
2024/10/18 09:44:46,987.67,19.24,11.06,11.00,8.78,31.25,6.04,0.27,0,0,0,0.00,0.25,0.38,8.47,
2024/10/18 09:45:02,987.73,19.31,11.03,11.00,8.78,31.25,5.36,0.18,0,0,0,0.00,0.25,0.25,8.46,
2024/10/18 09:45:18,987.72,19.31,11.01,11.00,8.78,31.25,5.89,-0.18,0,0,0,0.00,0.25,0.25,8.45,
2024/10/18 09:45:34,987.66,19.36,10.97,10.75,8.78,31.25,4.22,-0.18,0,0,0,0.00,0.25,0.25,8.44,
2024/10/18 09:45:50,987.68,19.37,10.94,10.75,8.78,31.25,5.16,0.53,0,0,0,0.00,0.25,0.25,8.43,
2024/10/18 09:46:06,987.69,19.41,10.91,10.75,8.78,31.25,6.01,-0.62,0,0,0,0.00,0.25,0.25,8.42,
2024/10/18 09:46:22,987.67,19.49,10.88,10.75,8.78,31.25,5.09,-0.27,0,0,0,0.00,0.25,0.25,8.41,
2024/10/18 09:46:38,987.76,19.49,10.84,10.75,8.81,31.25,6.16,0.00,0,0,0,0.00,0.25,0.25,8.41,
2024/10/18 09:46:54,987.85,19.49,10.83,10.50,8.78,31.25,5.47,0.45,0,0,0,0.00,0.25,0.25,8.40,
2024/10/18 09:47:10,987.86,19.59,10.81,10.75,8.78,31.25,5.24,0.26,0,0,0,0.00,0.25,0.25,8.39,
