Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/22 13:22:01,983.62,22.33,18.48,18.25,7.82,484.38,5.94,0.18,0,0,1012,0.00,10.00,13.75,13.40,
2024/10/22 13:22:03,983.59,22.32,18.49,18.00,7.84,484.38,6.01,0.18,0,0,1012,0.00,10.00,13.75,13.40,
2024/10/22 13:22:18,983.57,22.43,18.34,18.25,7.85,484.38,5.33,0.27,0,0,1017,0.00,9.88,13.88,13.39,
2024/10/22 13:22:35,983.50,22.66,18.19,18.00,7.85,484.38,5.54,0.18,0,0,1023,0.00,10.00,14.00,13.38,
2024/10/22 13:22:51,983.57,22.82,18.08,18.00,7.86,500.00,5.70,0.36,0,0,1033,0.00,10.00,14.00,13.37,
2024/10/22 13:23:07,983.49,22.95,17.99,17.75,7.86,500.00,5.33,0.00,0,0,1040,0.00,10.13,14.13,13.37,
2024/10/22 13:23:23,983.45,23.09,17.91,17.75,7.86,500.00,5.27,0.00,0,0,1048,0.00,10.25,14.25,13.37,
2024/10/22 13:23:39,983.48,23.18,17.84,17.75,7.86,500.00,4.80,0.27,0,0,1055,0.00,10.25,14.38,13.36,
2024/10/22 13:23:55,983.45,23.32,17.79,17.75,7.86,515.63,4.94,0.00,0,0,1064,0.00,10.50,14.50,13.35,
2024/10/22 13:24:11,983.46,23.38,17.73,17.50,7.86,531.25,5.59,0.36,0,0,1077,0.00,10.50,14.75,13.35,
2024/10/22 13:24:27,983.42,23.47,17.69,17.50,7.86,531.25,5.43,0.09,0,0,1086,0.00,10.63,14.88,13.35,
2024/10/22 13:24:43,983.35,23.56,17.64,17.50,7.86,531.25,5.40,0.00,0,0,1094,0.00,10.75,15.00,13.34,
2024/10/22 13:24:59,983.33,23.61,17.60,17.50,7.87,531.25,5.50,0.00,0,0,1103,0.00,10.75,15.00,13.35,
2024/10/22 13:25:15,983.35,23.70,17.57,17.50,7.87,546.88,5.77,0.09,0,0,1111,0.00,10.88,15.25,13.34,
2024/10/22 13:25:31,983.38,23.77,17.54,17.50,7.87,546.88,6.03,-0.18,0,0,1118,0.00,11.00,15.25,13.35,
