Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/21 13:15:46,989.07,21.62,21.06,20.75,6.02,750.00,6.11,0.18,0,0,1381,0.00,13.75,19.25,15.19,
2024/10/21 13:15:48,989.05,21.61,21.08,20.75,5.97,765.63,5.55,0.00,0,0,1381,0.00,13.75,19.25,15.19,
2024/10/21 13:16:05,989.02,21.75,20.90,20.75,6.03,750.00,5.77,0.00,0,0,1408,0.00,14.00,19.63,15.16,
2024/10/21 13:16:21,989.04,21.93,20.76,20.75,6.03,750.00,5.58,0.45,0,0,1407,0.00,14.00,19.63,15.15,
2024/10/21 13:16:37,988.98,22.11,20.63,20.50,6.07,750.00,5.48,-0.18,0,0,1411,0.00,13.88,19.63,15.14,
2024/10/21 13:16:53,989.04,22.28,20.54,20.50,6.10,750.00,5.77,-0.71,0,0,1417,0.00,14.00,19.75,15.14,
2024/10/21 13:17:09,989.06,22.40,20.46,20.50,6.18,765.63,5.74,0.09,0,0,1430,0.00,14.13,20.00,15.13,
2024/10/21 13:17:25,989.00,22.54,20.40,20.25,6.17,781.25,5.62,0.09,0,0,1446,0.00,14.38,20.25,15.13,
2024/10/21 13:17:41,988.96,22.63,20.34,20.25,6.18,796.88,5.41,0.54,0,0,1456,0.00,14.50,20.38,15.12,
2024/10/21 13:17:57,989.01,22.71,20.29,20.25,6.23,781.25,5.29,0.00,0,0,1457,0.00,14.50,20.38,15.12,
2024/10/21 13:18:13,988.98,22.82,20.24,20.25,6.23,781.25,6.01,0.18,0,0,1463,0.00,14.38,20.38,15.12,
2024/10/21 13:18:29,988.95,22.90,20.20,20.00,6.25,781.25,5.38,0.27,0,0,1472,0.00,14.50,20.63,15.12,
2024/10/21 13:18:45,988.97,22.99,20.17,20.00,6.31,781.25,5.47,0.18,0,0,1481,0.00,14.63,20.63,15.12,
2024/10/21 13:19:01,988.98,23.06,20.14,20.00,6.30,781.25,5.78,0.09,0,0,1480,0.00,14.50,20.75,15.12,
2024/10/21 13:19:17,988.94,23.13,20.11,20.00,6.33,765.63,6.19,0.18,0,0,1482,0.00,14.50,20.75,15.12,
2024/10/21 13:19:33,988.92,23.18,20.08,20.00,6.33,781.25,5.88,-0.36,0,0,1489,0.00,14.50,20.75,15.12,
2024/10/21 13:19:49,988.86,23.25,20.06,20.00,6.38,781.25,5.49,0.18,0,0,1493,0.00,14.63,20.75,15.12,
2024/10/21 13:20:05,988.94,23.29,20.04,20.00,6.37,781.25,5.76,0.09,0,0,1497,0.00,14.63,20.88,15.12,
2024/10/21 13:20:21,988.84,23.33,20.01,20.00,6.37,796.88,5.21,0.00,0,0,1508,0.00,14.75,21.13,15.12,
2024/10/21 13:20:37,988.88,23.36,20.00,20.00,6.40,812.50,5.65,0.09,0,0,1524,0.00,15.13,21.38,15.12,
2024/10/21 13:20:53,988.91,23.44,19.99,20.00,6.37,843.75,5.01,0.27,0,0,1533,0.00,15.25,21.63,15.12,
2024/10/21 13:21:09,988.88,23.47,19.98,20.00,6.37,843.75,5.90,0.18,0,0,1536,0.00,15.25,21.63,15.12,
2024/10/21 13:21:25,988.93,23.51,19.97,19.75,6.35,843.75,5.70,-0.27,0,0,1534,0.00,15.25,21.50,15.12,
2024/10/21 13:21:41,988.94,23.51,19.96,20.00,6.35,828.13,5.86,0.63,0,0,1529,0.00,15.13,21.38,15.12,
2024/10/21 13:21:56,988.94,23.56,19.96,20.00,6.30,812.50,5.92,0.89,0,0,1529,0.00,15.13,21.38,15.13,
2024/10/21 13:22:13,988.92,23.63,19.95,19.75,6.28,812.50,5.84,0.27,0,0,1525,0.00,15.00,21.38,15.13,
2024/10/21 13:22:29,988.88,23.65,19.95,20.00,6.28,796.88,5.49,0.18,0,0,1516,0.00,14.88,21.25,15.14,
2024/10/21 13:22:45,988.86,23.67,19.95,19.75,6.26,781.25,5.29,0.09,0,0,1509,0.00,14.75,21.13,15.14,
2024/10/21 13:23:01,988.92,23.69,19.95,20.00,6.28,750.00,5.10,0.27,0,0,1493,0.00,14.50,20.75,15.14,
2024/10/21 13:23:17,988.90,23.73,19.95,19.75,6.24,734.38,5.69,-0.27,0,0,1483,0.00,14.13,20.50,15.14,
2024/10/21 13:23:33,988.84,23.75,19.95,19.75,6.27,718.75,5.68,0.27,0,0,1465,0.00,13.88,20.38,15.15,
2024/10/21 13:23:49,988.77,23.78,19.94,19.75,6.28,687.50,5.86,-0.27,0,0,1458,0.00,13.75,20.13,15.15,
2024/10/21 13:24:05,988.76,23.77,19.93,19.75,6.29,687.50,6.23,0.27,0,0,1459,0.00,13.75,20.13,15.16,
2024/10/21 13:24:21,988.74,23.82,19.93,20.00,6.24,703.13,5.82,-0.27,0,0,1473,0.00,13.88,20.38,15.16,
2024/10/21 13:24:37,988.65,23.86,19.92,19.75,6.32,734.38,5.56,0.64,0,0,1495,0.00,14.38,20.75,15.16,
2024/10/21 13:24:53,988.63,23.86,19.92,20.00,6.29,781.25,5.79,0.09,0,0,1525,0.00,14.88,21.25,15.16,
2024/10/21 13:25:09,988.65,23.88,19.92,20.00,6.27,828.13,5.12,0.36,0,0,1552,0.00,15.38,21.75,15.17,
2024/10/21 13:25:25,988.63,23.88,19.92,19.75,6.24,859.38,5.38,0.18,0,0,1577,0.00,15.75,22.13,15.17,
2024/10/21 13:25:41,988.67,23.93,19.92,19.75,6.24,906.25,5.54,0.09,0,0,1596,0.00,16.13,22.50,15.18,
2024/10/21 13:25:57,988.65,23.94,19.93,19.75,6.22,921.88,5.79,0.00,0,0,1608,0.00,16.38,22.63,15.19,
2024/10/21 13:26:13,988.68,23.93,19.93,19.75,6.19,937.50,5.83,0.00,0,0,1628,0.00,16.50,23.00,15.19,
2024/10/21 13:26:29,988.70,23.93,19.95,20.00,6.17,968.75,5.42,0.36,0,0,1647,0.00,16.88,23.38,15.20,
2024/10/21 13:26:45,988.73,23.95,19.96,20.00,6.15,1000.00,5.01,-0.09,0,0,1664,0.00,17.13,23.63,15.21,
2024/10/21 13:27:01,988.82,23.93,19.97,20.00,6.07,1015.63,5.41,0.27,0,0,1673,0.00,17.38,23.75,15.22,
2024/10/21 13:27:17,988.80,23.95,19.99,20.00,6.02,1015.63,5.34,0.00,0,0,1682,0.00,17.38,24.00,15.23,
2024/10/21 13:27:33,988.89,23.96,20.01,20.00,5.94,1015.63,6.16,0.00,0,0,1680,0.00,17.38,24.00,15.23,
2024/10/21 13:27:49,988.93,23.93,20.03,20.00,5.90,1015.63,5.57,-0.18,0,0,1680,0.00,17.38,23.88,15.24,
2024/10/21 13:28:05,988.98,23.91,20.05,20.00,5.84,1000.00,5.21,0.18,0,0,1677,0.00,17.25,23.88,15.26,
2024/10/21 13:28:21,988.99,23.91,20.07,20.00,5.79,1000.00,5.70,0.18,0,0,1684,0.00,17.25,24.00,15.26,
2024/10/21 13:28:37,989.07,23.96,20.09,20.00,5.76,984.38,5.33,0.09,0,0,1682,0.00,17.25,23.88,15.27,
2024/10/21 13:28:53,989.04,23.97,20.11,20.00,5.75,968.75,5.59,0.09,0,0,1674,0.00,17.00,23.75,15.28,
2024/10/21 13:29:09,989.02,23.94,20.12,20.00,5.69,968.75,5.78,-0.27,0,0,1668,0.00,17.00,23.75,15.28,
2024/10/21 13:29:25,989.05,23.95,20.15,20.25,5.61,953.13,5.66,0.36,0,0,1670,0.00,17.00,23.63,15.29,
2024/10/21 13:29:41,989.10,23.94,20.17,20.25,5.58,953.13,5.81,-0.27,0,0,1665,0.00,16.88,23.63,15.30,
2024/10/21 13:29:57,989.10,23.93,20.19,20.25,5.57,953.13,5.89,0.09,0,0,1664,0.00,16.75,23.50,15.30,
2024/10/21 13:30:13,989.06,23.97,20.21,20.00,5.53,937.50,4.77,0.45,0,0,1659,0.00,16.75,23.50,15.31,
2024/10/21 13:30:29,989.07,23.96,20.22,20.25,5.49,937.50,5.30,0.36,0,0,1664,0.00,16.75,23.50,15.31,
2024/10/21 13:30:45,989.07,23.97,20.25,20.25,5.45,953.13,5.08,0.45,0,0,1665,0.00,16.75,23.63,15.33,
2024/10/21 13:31:01,989.11,23.96,20.27,20.25,5.41,953.13,5.68,0.09,0,0,1680,0.00,17.00,23.75,15.33,
2024/10/21 13:31:17,989.11,23.96,20.30,20.25,5.40,984.38,4.80,0.00,0,0,1696,0.00,17.38,24.13,15.35,
2024/10/21 13:31:33,989.11,23.93,20.31,20.25,5.32,1000.00,5.45,0.18,0,0,1710,0.00,17.63,24.38,15.35,
