Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/07/01 20:47:32,986.70,10.20,69.98,70.75,3.08,9312.50, 4.80,-3.05,719,193536,9820,11064.73,0.23,0.35,36.41,
2023/07/01 20:47:35,986.91,10.17,70.03,70.75,3.08,9312.50, 4.82,-3.05,719,193536,9820,11064.73,0.23,0.35,36.41,
2023/07/01 20:47:41,987.03,10.20,70.01,71.00,3.09,9187.50, 4.80,-2.62,713,190976,9672,10873.04,0.23,0.35,35.50,
2023/07/01 20:47:47,986.98,10.16,70.10,71.00,3.09,9078.13, 4.78,-2.40,712,190464,9662,10858.29,0.23,0.35,35.33,
2023/07/01 20:47:53,987.30,10.16,70.09,71.00,3.09,9125.00, 4.83,-3.04,715,191744,9772,10895.16,0.23,0.35,35.10,
2023/07/01 20:47:59,987.20,10.13,70.18,71.00,3.09,9109.38, 4.36,-1.96,713,190976,9722,10884.10,0.23,0.35,35.12,
2023/07/01 20:48:05,987.43,10.11,70.22,71.25,3.09,9031.25, 4.82,-2.40,703,188416,9618,10784.56,0.23,0.34,34.96,
2023/07/01 20:48:11,987.53,10.09,70.24,71.25,3.09,8984.38, 4.60,-2.63,700,187136,9540,10738.48,0.22,0.34,34.88,
2023/07/01 20:48:17,987.50,10.07,70.28,71.25,3.09,8859.38, 5.03,-2.62,695,186112,9500,10705.31,0.22,0.34,34.74,
2023/07/01 20:48:23,987.60,10.06,70.33,71.25,3.09,8890.63, 4.80,-2.61,698,187136,9544,10720.05,0.22,0.34,34.82,
2023/07/01 20:48:29,987.82,10.05,70.37,71.25,3.09,8890.63, 4.58,-2.62,696,186624,9526,10716.36,0.22,0.34,34.67,
2023/07/01 20:48:35,987.73,10.02,70.43,71.25,3.09,8890.63, 4.80,-2.61,699,187136,9534,10723.74,0.22,0.34,34.65,
2023/07/01 20:48:41,987.91,10.02,70.43,71.50,3.09,9015.63, 4.80,-2.41,710,189952,9817,10865.66,0.23,0.35,34.67,
2023/07/01 20:48:47,987.96,9.95,70.54,71.50,3.09,9203.13, 4.60,-2.62,721,194048,9643,11002.06,0.23,0.36,34.70,
2023/07/01 20:48:53,988.08,9.92,70.62,71.50,3.09,9281.25, 4.58,-2.19,725,194304,9683,11062.89,0.24,0.36,36.30,
2023/07/01 20:48:59,988.11,9.88,70.69,71.50,3.09,9312.50, 4.80,-2.41,726,194560,9672,11070.26,0.24,0.36,36.32,
2023/07/01 20:49:05,988.31,9.84,70.76,71.75,3.09,9218.75, 4.58,-2.83,717,192256,9573,10935.71,0.23,0.35,36.32,
2023/07/01 20:49:11,988.43,9.83,70.79,71.75,3.09,9093.75, 4.82,-2.83,710,190464,9680,10850.92,0.23,0.35,36.35,
2023/07/01 20:49:17,988.44,9.82,70.83,71.75,3.09,9000.00, 4.60,-2.39,706,189184,9634,10803.00,0.23,0.35,36.35,
2023/07/01 20:49:23,988.53,9.79,70.89,71.75,3.09,9062.50, 4.58,-2.63,712,190464,9719,10856.45,0.23,0.35,35.83,
2023/07/01 20:49:29,988.64,9.75,70.94,72.00,3.09,9109.38, 5.03,-2.61,715,191488,9824,10898.84,0.23,0.35,35.84,
2023/07/01 20:49:35,988.63,9.74,71.00,72.00,3.09,9171.88, 4.80,-2.18,722,193280,9589,10987.32,0.23,0.35,35.84,
2023/07/01 20:49:41,988.66,9.67,71.09,72.25,3.09,9468.75, 4.80,-3.06,747,200960,9906,11149.52,0.25,0.37,36.38,
2023/07/01 20:49:47,988.97,9.62,71.22,72.25,3.09,9875.00, 4.80,-3.07,772,208640,9992,11468.39,0.26,0.39,36.41,
2023/07/01 20:49:53,989.00,9.60,71.26,72.25,3.09,10046.88, 4.80,-2.39,774,208896,9989,11479.45,0.26,0.39,36.43,
2023/07/01 20:49:59,989.04,9.54,71.37,72.50,3.09,9781.25, 4.60,-2.61,748,201216,9867,11147.67,0.24,0.37,36.43,
2023/07/01 20:50:05,989.09,9.50,71.44,72.50,3.09,9312.50, 4.82,-3.06,714,191232,9732,10891.47,0.23,0.35,35.91,
2023/07/01 20:50:11,989.25,9.50,71.46,72.50,3.09,9250.00, 5.03,-2.65,731,195840,9712,11145.83,0.24,0.36,35.89,
2023/07/01 20:50:17,989.25,9.44,71.57,72.50,3.09,9531.25, 4.81,-2.84,746,200448,9850,11101.59,0.24,0.37,35.88,
2023/07/01 20:50:23,989.37,9.41,71.64,72.75,3.09,9593.75, 4.60,-2.19,748,200960,9890,11156.89,0.25,0.37,35.90,
2023/07/01 20:50:29,989.64,9.39,71.69,72.75,3.09,9515.63, 5.01,-2.61,734,196608,9739,11322.78,0.24,0.36,35.88,
2023/07/01 20:50:35,989.57,9.37,71.78,72.75,3.09,9453.13, 4.80,-2.62,735,197120,9740,11315.40,0.24,0.36,35.87,
2023/07/01 20:50:41,989.80,9.35,71.81,72.75,3.09,9343.75, 4.80,-2.62,727,194816,9651,11031.55,0.23,0.36,35.88,
2023/07/01 20:50:47,989.79,9.28,71.90,73.00,3.09,9406.25, 4.80,-2.41,735,196864,9726,11129.24,0.24,0.36,35.87,
2023/07/01 20:50:53,989.79,9.29,71.94,73.00,3.09,9421.88, 4.58,-2.41,736,197376,9737,11155.05,0.24,0.36,35.87,
2023/07/01 20:50:59,989.66,9.22,72.07,73.00,3.09,9625.00, 5.01,-2.83,754,203008,9931,11237.99,0.25,0.37,35.63,
2023/07/01 20:51:05,989.56,9.19,72.10,73.25,3.09,9671.88, 4.58,-2.62,743,199424,9805,11505.25,0.24,0.37,35.36,
2023/07/01 20:51:11,989.66,9.18,72.13,73.25,3.09,9171.88, 4.80,-2.85,711,189952,9587,10891.47,0.23,0.35,35.24,
2023/07/01 20:51:17,989.39,9.19,72.13,73.25,3.09,8718.75, 4.36,-2.83,682,181248,9413,10791.94,0.21,0.33,35.47,
2023/07/01 20:51:23,989.30,9.18,72.17,73.25,3.09,9000.00, 4.60,-2.41,729,194816,9774,11007.59,0.23,0.36,36.51,
2023/07/01 20:51:29,989.31,9.13,72.22,73.25,3.09,9500.00, 4.60,-2.62,759,203776,9928,11228.77,0.25,0.38,36.52,
2023/07/01 20:51:35,989.37,9.07,72.35,73.50,3.09,9781.25, 4.82,-2.61,766,206336,10097,11298.82,0.25,0.38,36.53,
2023/07/01 20:51:41,989.64,9.02,72.45,73.50,3.08,9890.63, 4.80,-2.84,770,207104,9877,11355.96,0.25,0.38,36.51,
2023/07/01 20:51:47,989.69,8.96,72.57,73.75,3.08,9984.38, 4.82,-2.62,778,209152,9941,11448.12,0.26,0.39,35.95,
2023/07/01 20:51:53,989.74,8.91,72.66,73.75,3.08,10312.50, 4.58,-2.41,806,217344,10257,11702.48,0.27,0.41,35.95,
2023/07/01 20:51:59,989.85,8.84,72.80,73.75,3.08,10375.00, 4.78,-2.84,794,214016,10085,11538.43,0.26,0.40,35.87,
2023/07/01 20:52:05,989.90,8.82,72.83,74.00,3.08,10156.25, 4.80,-2.62,781,209920,9930,11420.47,0.25,0.39,35.83,
2023/07/01 20:52:11,989.90,8.78,72.91,74.00,3.08,9921.88, 4.38,-2.83,770,206592,10081,11317.25,0.25,0.38,35.78,
2023/07/01 20:52:17,989.97,8.76,73.00,74.00,3.08,9640.63, 4.80,-3.05,744,199168,9719,11145.83,0.24,0.36,35.75,
2023/07/01 20:52:23,989.98,8.74,73.04,74.00,3.07,9390.63, 4.81,-2.61,739,197376,9637,11079.47,0.23,0.36,35.69,
2023/07/01 20:52:29,990.01,8.71,73.09,74.25,3.07,9531.25, 4.80,-2.63,754,201984,9825,11354.11,0.24,0.37,35.33,
