Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/20 16:26:40,994.41,10.01,48.16,48.50,4.21,6140.63,7.10,0.18,-69,-25088,8675,0.00,181.63,232.63,29.86,
2024/10/20 16:26:42,994.25,9.99,48.17,48.50,4.21,6156.25,6.27,0.44,-69,-25088,8675,0.00,181.63,232.63,29.86,
2024/10/20 16:26:58,994.14,10.10,48.01,48.50,4.21,6140.63,5.13,0.18,-69,-25088,8726,0.00,182.50,233.75,29.86,
2024/10/20 16:27:14,994.08,10.21,47.88,48.50,4.21,6156.25,5.58,0.89,0,0,8719,0.00,182.63,234.00,29.86,
2024/10/20 16:27:30,994.06,10.30,47.76,48.25,4.21,6156.25,6.04,0.27,-69,-25088,8688,0.00,182.88,234.13,29.87,
2024/10/20 16:27:46,993.90,10.42,47.65,48.25,4.21,6187.50,6.36,-0.18,0,0,8670,0.00,183.00,234.38,29.87,
2024/10/20 16:28:02,993.75,10.45,47.58,48.25,4.21,6156.25,6.19,0.09,0,0,8637,0.00,183.00,234.38,29.87,
2024/10/20 16:28:18,993.59,10.51,47.50,48.00,4.21,6156.25,6.04,0.80,-69,-25088,8635,0.00,183.25,234.75,29.87,
2024/10/20 16:28:34,993.67,10.58,47.44,48.00,4.21,6156.25,6.55,0.62,-69,-25088,8657,0.00,183.25,234.63,29.88,
2024/10/20 16:28:50,993.67,10.63,47.37,48.00,4.21,6171.88,5.72,0.53,-69,-25088,8609,0.00,184.00,235.63,29.89,
2024/10/20 16:29:06,993.75,10.70,47.32,47.75,4.22,6187.50,5.62,0.18,0,0,8604,0.00,184.25,235.88,29.90,
2024/10/20 16:29:22,993.71,10.75,47.27,47.75,4.22,6187.50,5.36,0.27,-69,-25088,8595,0.00,184.25,235.75,29.91,
2024/10/20 16:29:38,993.79,10.79,47.24,47.75,4.22,6171.88,6.63,0.27,0,0,8592,0.00,184.00,235.88,29.93,
2024/10/20 16:29:54,993.95,10.79,47.22,47.75,4.22,6171.88,6.10,0.36,0,0,8623,0.00,184.63,236.63,29.94,
2024/10/20 16:30:10,994.10,10.83,47.20,47.75,4.21,6187.50,6.32,0.36,0,0,8627,0.00,185.00,237.13,29.96,
2024/10/20 16:30:26,994.17,10.82,47.20,47.75,4.22,6203.13,5.94,0.09,-69,-25088,8627,0.00,185.25,237.13,29.99,
2024/10/20 16:30:42,994.22,10.87,47.18,47.75,4.21,6218.75,6.64,0.91,-69,-25088,8623,0.00,185.00,236.88,30.00,
2024/10/20 16:30:58,994.12,10.89,47.15,47.75,4.21,6203.13,6.14,0.18,-69,-25088,8625,0.00,185.13,237.00,30.02,
2024/10/20 16:31:14,994.08,10.92,47.15,47.75,4.22,6203.13,6.22,0.18,0,0,8634,0.00,185.38,237.25,30.04,
