Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/07/01 21:56:56,976.58,15.89,61.30,61.25,3.11,4500.00, 4.56,-2.40,361,97536,6983,6941.49,0.00,0.14,35.96,
2023/07/01 21:56:58,976.61,15.88,61.30,61.25,3.11,4421.88, 4.58,-2.42,361,97536,6983,6941.49,0.00,0.14,35.96,
2023/07/01 21:57:05,976.49,15.98,61.17,61.25,3.12,4156.25, 4.56,-2.39,332,88064,6415,6344.29,0.00,0.13,33.73,
2023/07/01 21:57:11,976.37,16.06,61.08,61.25,3.12,3875.00, 4.60,-2.40,315,83200,6159,6084.40,0.00,0.12,33.56,
2023/07/01 21:57:17,976.26,16.13,60.98,61.00,3.12,3718.75, 4.58,-2.42,306,80128,6029,5916.67,0.00,0.11,33.37,
2023/07/01 21:57:23,976.14,16.19,60.89,61.00,3.12,3656.25, 4.83,-2.62,309,81408,6040,5973.81,0.00,0.12,33.21,
2023/07/01 21:57:29,976.06,16.26,60.80,60.75,3.12,3687.50, 4.82,-2.84,306,80384,5988,5905.61,0.00,0.11,33.18,
2023/07/01 21:57:35,975.84,16.31,60.73,60.75,3.11,3718.75, 4.62,-2.19,315,82944,6133,6067.81,0.00,0.12,34.86,
2023/07/01 21:57:41,975.64,16.36,60.65,60.75,3.11,3750.00, 4.82,-2.40,313,82176,6127,6034.64,0.00,0.12,34.63,
2023/07/01 21:57:47,975.56,16.40,60.59,60.50,3.11,3906.25, 4.58,-2.41,330,87296,6402,6395.90,0.00,0.13,34.58,
2023/07/01 21:57:53,975.47,16.46,60.52,60.50,3.11,3921.88, 4.58,-2.62,320,84480,6216,6148.92,0.00,0.12,34.52,
2023/07/01 21:57:59,975.35,16.51,60.44,60.50,3.11,3718.75, 4.60,-2.84,304,79872,5980,5918.52,0.00,0.12,34.47,
2023/07/01 21:58:05,975.28,16.57,60.35,60.25,3.11,3703.13, 4.81,-2.83,309,81152,6067,5981.18,0.00,0.12,34.41,
2023/07/01 21:58:11,975.14,16.60,60.29,60.25,3.11,3828.13, 4.15,-2.83,324,85504,6284,6257.66,0.00,0.13,34.38,
2023/07/01 21:58:17,975.11,16.65,60.24,60.25,3.11,3953.13, 4.36,-2.62,327,86784,6318,6318.49,0.00,0.13,34.34,
2023/07/01 21:58:23,974.99,16.70,60.15,60.25,3.11,3781.25, 5.05,-2.41,305,80384,6005,5942.48,0.00,0.12,33.78,
2023/07/01 21:58:29,974.90,16.78,60.06,60.25,3.11,3546.88, 4.58,-2.62,294,76800,5776,5737.88,0.00,0.11,33.73,
2023/07/01 21:58:35,974.64,16.84,59.95,60.00,3.11,3437.50, 5.03,-2.62,289,75264,5755,5667.84,0.00,0.11,33.70,
2023/07/01 21:58:41,974.49,16.92,59.84,59.75,3.11,3390.63, 4.60,-2.64,289,75008,5714,5610.70,0.00,0.11,33.67,
2023/07/01 21:58:47,974.50,17.05,59.67,59.75,3.11,3375.00, 5.05,-2.84,288,75008,5689,5590.43,0.00,0.10,33.62,
2023/07/01 21:58:53,974.58,17.19,59.52,59.50,3.11,3343.75, 5.05,-2.84,286,74240,5679,5575.68,0.00,0.10,33.56,
2023/07/01 21:58:59,974.44,17.22,59.46,59.50,3.11,3328.13, 4.60,-2.84,287,74496,5660,5562.78,0.00,0.10,33.52,
2023/07/01 21:59:05,974.33,17.31,59.34,59.25,3.11,3328.13, 4.36,-2.84,285,73984,5669,5559.09,0.00,0.10,33.48,
2023/07/01 21:59:11,974.30,17.42,59.21,59.00,3.11,3343.75, 4.81,-2.40,286,74240,5685,5586.74,0.00,0.10,33.20,
2023/07/01 21:59:17,974.40,17.45,59.17,59.00,3.11,3343.75, 4.60,-2.63,287,74496,5678,5584.90,0.00,0.10,32.90,
2023/07/01 21:59:23,974.15,17.53,59.06,59.00,3.11,3406.25, 4.60,-2.83,293,76800,5813,5710.23,0.00,0.11,32.78,
2023/07/01 21:59:29,974.29,17.62,58.96,58.75,3.11,3453.13, 4.60,-2.84,295,77056,5822,5763.69,0.00,0.11,32.85,
2023/07/01 21:59:35,974.11,17.65,58.91,58.75,3.10,3500.00, 4.81,-2.86,294,76800,5828,5736.04,0.00,0.11,32.63,
2023/07/01 21:59:41,973.98,17.76,58.77,58.75,3.10,3531.25, 4.62,-2.83,295,77056,5880,5782.12,0.00,0.11,32.43,
2023/07/01 21:59:47,974.09,17.78,58.73,58.75,3.10,3640.63, 4.60,-2.20,308,81152,6075,5988.56,0.00,0.12,32.49,
2023/07/01 21:59:53,973.84,17.79,58.68,58.75,3.10,4031.25, 4.60,-2.83,341,90880,6563,6552.58,0.00,0.14,32.32,
2023/07/01 21:59:59,973.82,17.83,58.63,58.75,3.10,4375.00, 4.38,-2.85,356,95488,6802,6782.98,0.00,0.15,33.83,
2023/07/01 22:00:05,973.85,17.85,58.61,58.50,3.10,4265.63, 4.60,-2.64,334,88832,6434,6362.73,0.00,0.13,33.81,
2023/07/01 22:00:11,973.88,17.95,58.49,58.50,3.10,3796.88, 4.18,-2.84,301,78848,5947,5852.16,0.00,0.11,33.78,
2023/07/01 22:00:17,973.95,17.96,58.46,58.50,3.10,3687.50, 4.61,-2.86,305,80128,6010,5927.73,0.00,0.12,33.78,
2023/07/01 22:00:23,973.74,18.06,58.35,58.25,3.10,3609.38, 4.78,-2.63,299,78336,5894,5798.71,0.00,0.11,33.74,
2023/07/01 22:00:29,973.79,18.17,58.21,58.00,3.10,3468.75, 4.16,-2.41,290,75520,5744,5654.94,0.00,0.11,33.73,
2023/07/01 22:00:35,973.73,18.19,58.17,58.00,3.10,3406.25, 4.60,-2.41,286,74752,5693,5618.07,0.00,0.10,33.69,
2023/07/01 22:00:41,973.59,18.29,58.06,58.00,3.10,3375.00, 4.38,-2.84,285,74496,5667,5581.21,0.00,0.10,33.16,
2023/07/01 22:00:47,973.71,18.32,58.01,58.00,3.10,3343.75, 4.83,-2.84,285,73984,5646,5549.88,0.00,0.10,33.12,
2023/07/01 22:00:53,973.58,18.40,57.91,57.75,3.10,3312.50, 4.36,-2.85,281,73472,5611,5531.44,0.00,0.10,33.09,
2023/07/01 22:00:59,973.59,18.46,57.84,57.75,3.10,3296.88, 4.18,-2.83,280,72960,5602,5505.64,0.00,0.10,33.04,
2023/07/01 22:01:05,973.58,18.51,57.78,57.75,3.10,3296.88, 4.14,-2.85,281,73216,5583,5507.48,0.00,0.10,33.03,
2023/07/01 22:01:11,973.59,18.57,57.70,57.50,3.10,3281.25, 4.36,-2.84,280,72960,5584,5509.32,0.00,0.10,32.96,
2023/07/01 22:01:17,973.57,18.63,57.62,57.50,3.10,3281.25, 4.38,-2.84,280,72960,5584,5511.17,0.00,0.10,32.92,
2023/07/01 22:01:23,973.59,18.69,57.54,57.50,3.10,3281.25, 4.38,-2.62,281,73216,5606,5509.32,0.00,0.10,32.90,
2023/07/01 22:01:29,973.53,18.75,57.48,57.50,3.10,3296.88, 4.61,-2.62,284,73984,5612,5542.50,0.00,0.10,32.65,
2023/07/01 22:01:35,973.54,18.79,57.40,57.25,3.10,3343.75, 4.62,-2.84,289,75264,5696,5625.45,0.00,0.11,32.63,
2023/07/01 22:01:41,973.54,18.83,57.35,57.25,3.10,3468.75, 4.62,-2.62,296,77568,5858,5855.85,0.00,0.11,32.34,
2023/07/01 22:01:47,973.59,18.86,57.31,57.25,3.10,3578.13, 4.16,-2.86,303,79616,5971,5901.93,0.00,0.11,32.11,
2023/07/01 22:01:53,973.58,18.88,57.27,57.25,3.10,3703.13, 4.58,-2.85,312,82688,6140,6071.50,0.00,0.12,31.92,
2023/07/01 22:01:59,973.59,18.89,57.26,57.25,3.10,3843.75, 4.81,-2.40,319,84480,6221,6165.50,0.00,0.12,32.00,
2023/07/01 22:02:05,973.58,18.94,57.20,57.25,3.10,3625.00, 4.61,-2.40,293,77056,5821,5721.29,0.00,0.11,31.82,
2023/07/01 22:02:11,973.51,18.99,57.14,57.00,3.10,3421.88, 4.60,-2.62,285,74240,5661,5570.15,0.00,0.10,32.04,
