Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/18 12:56:15,990.72,16.80,12.02,11.50,8.61,421.88,5.22,0.09,0,0,684,0.00,5.13,8.63,7.38,
2024/10/18 12:56:17,990.72,16.79,12.04,11.75,8.61,421.88,4.60,0.81,0,0,684,0.00,5.13,8.63,7.38,
2024/10/18 12:56:34,990.75,16.91,11.86,11.75,8.62,437.50,5.08,0.18,0,0,701,0.00,5.25,8.88,7.38,
2024/10/18 12:56:50,990.86,17.04,11.71,11.50,8.64,437.50,5.40,0.36,0,0,705,0.00,5.25,8.88,7.36,
2024/10/18 12:57:06,990.86,17.23,11.60,11.50,8.64,453.13,4.85,0.35,0,0,712,0.00,5.25,9.00,7.36,
2024/10/18 12:57:22,990.96,17.36,11.50,11.50,8.64,453.13,5.65,0.27,0,0,718,0.00,5.25,9.13,7.35,
2024/10/18 12:57:38,990.98,17.42,11.42,11.25,8.64,468.75,4.95,0.36,0,0,726,0.00,5.38,9.25,7.36,
2024/10/18 12:57:54,990.97,17.50,11.37,11.25,8.65,468.75,5.73,0.35,0,0,730,0.00,5.38,9.25,7.35,
2024/10/18 12:58:10,991.01,17.60,11.33,11.25,8.65,484.38,5.45,0.27,0,0,739,0.00,5.50,9.38,7.35,
2024/10/18 12:58:26,991.04,17.70,11.28,11.25,8.64,484.38,5.25,0.54,0,0,744,0.00,5.50,9.38,7.35,
2024/10/18 12:58:42,991.04,17.75,11.26,11.25,8.65,484.38,5.10,0.18,0,0,752,0.00,5.63,9.50,7.35,
2024/10/18 12:58:58,991.07,17.81,11.23,11.25,8.65,484.38,5.44,0.09,0,0,757,0.00,5.63,9.63,7.35,
2024/10/18 12:59:14,991.13,17.84,11.18,11.00,8.65,500.00,5.41,0.09,0,0,766,0.00,5.75,9.75,7.35,
2024/10/18 12:59:30,991.11,17.88,11.18,11.00,8.65,500.00,4.85,0.36,0,0,772,0.00,5.75,9.88,7.35,
2024/10/18 12:59:46,991.08,17.95,11.14,11.00,8.65,500.00,5.95,0.09,0,0,778,0.00,5.88,9.88,7.35,
2024/10/18 13:00:02,991.10,18.00,11.13,11.00,8.65,484.38,4.93,0.09,0,0,783,0.00,5.88,10.00,7.35,
2024/10/18 13:00:18,991.07,18.08,11.12,11.00,8.65,484.38,5.37,0.09,0,0,790,0.00,6.00,10.13,7.35,
2024/10/18 13:00:34,991.11,18.08,11.11,11.00,8.65,484.38,5.76,0.18,0,0,800,0.00,6.00,10.13,7.36,
2024/10/18 13:00:50,991.13,18.13,11.09,11.00,8.65,484.38,4.95,0.27,0,0,806,0.00,6.00,10.25,7.36,
2024/10/18 13:01:06,991.13,18.19,11.09,11.00,8.65,500.00,5.38,0.18,0,0,811,0.00,6.13,10.25,7.37,
2024/10/18 13:01:22,991.14,18.21,11.08,11.00,8.65,500.00,5.17,0.45,0,0,819,0.00,6.13,10.38,7.38,
2024/10/18 13:01:38,991.10,18.24,11.07,11.00,8.65,500.00,5.03,0.00,0,0,827,0.00,6.13,10.50,7.38,
2024/10/18 13:01:54,991.19,18.27,11.08,11.00,8.65,515.63,5.17,0.18,0,0,835,0.00,6.25,10.63,7.39,
2024/10/18 13:02:10,991.12,18.31,11.08,11.00,8.65,531.25,5.98,-0.18,0,0,841,0.00,6.38,10.75,7.39,
2024/10/18 13:02:26,991.01,18.31,11.08,11.00,8.65,531.25,5.70,-0.09,0,0,848,0.00,6.38,10.75,7.40,
2024/10/18 13:02:42,991.06,18.34,11.08,11.00,8.65,546.88,5.67,0.18,0,0,858,0.00,6.50,10.88,7.41,
2024/10/18 13:02:58,991.09,18.40,11.09,11.00,8.65,562.50,5.52,0.09,0,0,866,0.00,6.63,11.00,7.41,
2024/10/18 13:03:13,991.09,18.41,11.10,11.00,8.66,578.13,5.69,-0.09,0,0,875,0.00,6.75,11.13,7.41,
2024/10/18 13:03:30,991.11,18.40,11.11,11.00,8.65,609.38,4.63,0.54,0,0,882,0.00,6.75,11.25,7.42,
2024/10/18 13:03:46,991.11,18.44,11.12,11.25,8.65,609.38,5.69,-0.53,0,0,892,0.00,6.88,11.38,7.44,
2024/10/18 13:04:02,991.22,18.47,11.14,11.00,8.66,609.38,5.50,0.27,0,0,898,0.00,7.00,11.50,7.44,
2024/10/18 13:04:18,991.20,18.47,11.15,11.25,8.65,625.00,5.28,-0.09,0,0,907,0.00,7.00,11.63,7.45,
2024/10/18 13:04:34,991.20,18.47,11.17,11.00,8.65,625.00,5.47,1.51,0,0,915,0.00,7.13,11.75,7.46,
2024/10/18 13:04:50,991.26,18.49,11.19,11.25,8.65,640.63,5.95,-0.27,0,0,921,0.00,7.25,11.75,7.47,
2024/10/18 13:05:06,991.24,18.49,11.21,11.25,8.65,640.63,5.28,0.09,0,0,931,0.00,7.38,11.88,7.48,
2024/10/18 13:05:22,991.24,18.49,11.23,11.25,8.65,656.25,5.71,0.09,0,0,937,0.00,7.38,12.00,7.50,
2024/10/18 13:05:38,991.22,18.52,11.25,11.25,8.66,656.25,5.05,0.18,0,0,946,0.00,7.50,12.13,7.51,
2024/10/18 13:05:54,991.28,18.49,11.26,11.25,8.65,671.88,5.61,0.00,0,0,952,0.00,7.50,12.25,7.52,
2024/10/18 13:06:10,991.27,18.52,11.30,11.25,8.65,671.88,5.45,0.62,0,0,961,0.00,7.63,12.38,7.53,
2024/10/18 13:06:26,991.26,18.54,11.30,11.25,8.66,671.88,5.29,0.18,0,0,969,0.00,7.75,12.50,7.54,
2024/10/18 13:06:42,991.29,18.52,11.34,11.25,8.66,687.50,5.88,-0.35,0,0,976,0.00,7.75,12.50,7.55,
2024/10/18 13:06:58,991.31,18.49,11.36,11.25,8.66,687.50,5.34,0.54,0,0,983,0.00,7.88,12.63,7.56,
2024/10/18 13:07:14,991.35,18.52,11.38,11.25,8.66,687.50,5.70,0.00,0,0,989,0.00,8.00,12.75,7.57,
2024/10/18 13:07:30,991.28,18.52,11.41,11.25,8.66,703.13,5.31,0.27,0,0,997,0.00,8.00,12.88,7.58,
2024/10/18 13:07:46,991.29,18.52,11.45,11.50,8.66,703.13,5.28,-0.53,0,0,1006,0.00,8.13,13.00,7.59,
2024/10/18 13:08:02,991.32,18.54,11.48,11.25,8.66,718.75,5.59,0.09,0,0,1014,0.00,8.25,13.13,7.61,
2024/10/18 13:08:18,991.25,18.54,11.50,11.50,8.66,718.75,5.36,0.36,0,0,1026,0.00,8.25,13.25,7.62,
2024/10/18 13:08:34,991.35,18.52,11.53,11.50,8.66,734.38,5.08,0.09,0,0,1034,0.00,8.50,13.38,7.62,
2024/10/18 13:08:50,991.27,18.52,11.56,11.50,8.66,734.38,4.90,0.27,0,0,1041,0.00,8.50,13.50,7.63,
2024/10/18 13:09:06,991.36,18.53,11.58,11.50,8.65,750.00,5.93,0.18,0,0,1050,0.00,8.63,13.63,7.65,
2024/10/18 13:09:22,991.28,18.51,11.62,11.50,8.66,750.00,5.19,0.27,0,0,1059,0.00,8.75,13.75,7.66,
2024/10/18 13:09:38,991.35,18.55,11.65,11.50,8.66,750.00,5.75,0.79,0,0,1067,0.00,8.75,13.88,7.67,
2024/10/18 13:09:54,991.35,18.51,11.68,11.75,8.66,765.63,5.69,0.27,0,0,1076,0.00,8.88,14.00,7.68,
2024/10/18 13:10:10,991.36,18.48,11.70,11.50,8.66,765.63,5.49,0.18,0,0,1090,0.00,9.00,14.25,7.70,
2024/10/18 13:10:26,991.31,18.48,11.72,11.75,8.66,781.25,5.44,-0.53,0,0,1098,0.00,9.13,14.38,7.71,
2024/10/18 13:10:42,991.37,18.52,11.76,11.75,8.66,781.25,5.74,1.07,0,0,1106,0.00,9.25,14.38,7.72,
2024/10/18 13:10:58,991.38,18.50,11.80,11.75,8.66,796.88,5.90,-0.18,0,0,1113,0.00,9.38,14.50,7.73,
2024/10/18 13:11:14,991.35,18.49,11.83,11.75,8.66,796.88,5.52,0.18,0,0,1120,0.00,9.38,14.75,7.75,
