Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/07/06 18:54:00,987.01,10.80,66.74,67.00,2.62,8937.50, 2.68,-5.15,595,151552,8283,9498.01,0.13,0.24,22.75,
2023/07/06 18:54:03,986.97,10.73,66.82,67.25,2.64,9265.63, 2.90,-5.15,595,151552,8283,9498.01,0.13,0.24,22.75,
2023/07/06 18:54:09,987.40,10.66,66.93,67.25,2.70,10328.13, 3.12,-4.89,816,211712,9677,11488.67,0.21,0.36,20.68,
2023/07/06 18:54:15,987.76,10.57,67.07,67.50,2.71,11531.25, 3.11,-4.65,875,228352,9906,11945.78,0.23,0.39,21.04,
2023/07/06 18:54:21,988.27,10.45,67.29,68.00,2.72,12109.38, 3.31,-4.67,911,238336,10013,12251.75,0.24,0.41,21.07,
2023/07/06 18:54:27,988.68,10.31,67.52,68.25,2.72,12734.38, 3.10,-4.65,923,242432,10158,12419.48,0.25,0.42,21.18,
2023/07/06 18:54:33,989.11,10.18,67.69,68.50,2.72,12765.63, 3.32,-4.43,943,248064,10428,12461.88,0.26,0.44,21.43,
2023/07/06 18:54:39,989.71,9.99,68.04,68.75,2.72,14234.38, 3.31,-4.61,1046,276480,10743,13108.84,0.29,0.49,21.35,
2023/07/06 18:54:45,990.31,9.91,68.17,69.00,2.72,14140.63, 3.32,-4.44,991,261632,10657,12861.85,0.27,0.46,21.40,
2023/07/06 18:54:51,990.80,9.78,68.36,69.25,2.72,14328.13, 3.11,-4.39,1029,271872,10638,12955.85,0.29,0.48,21.30,
2023/07/06 18:54:57,991.19,9.69,68.55,69.50,2.72,14359.38, 3.10,-4.43,1012,267264,10496,13024.05,0.28,0.47,21.34,
2023/07/06 18:55:03,991.61,9.54,68.79,69.75,2.72,14437.50, 3.31,-4.43,1036,273664,10633,13494.07,0.29,0.49,21.29,
2023/07/06 18:55:09,991.88,9.44,68.98,70.00,2.72,14593.75, 2.88,-4.65,1041,275456,10653,13309.75,0.29,0.49,21.11,
2023/07/06 18:55:15,992.36,9.32,69.18,70.25,2.72,14328.13, 3.31,-4.19,999,263936,10539,12917.15,0.27,0.47,21.22,
2023/07/06 18:55:21,992.68,9.26,69.29,70.50,2.72,13734.38, 3.10,-4.65,973,256512,10357,12657.25,0.26,0.45,21.12,
2023/07/06 18:55:27,992.83,9.24,69.34,70.50,2.72,12921.88, 3.10,-4.65,926,242688,10154,12423.17,0.25,0.42,21.01,
2023/07/06 18:55:33,993.06,9.13,69.54,70.50,2.72,13125.00, 3.30,-4.19,966,253696,10242,12598.27,0.26,0.45,21.00,
2023/07/06 18:55:39,993.28,9.09,69.65,70.75,2.72,13265.63, 3.32,-4.67,944,247552,10230,12587.21,0.25,0.43,21.00,
2023/07/06 18:55:45,993.12,9.20,69.47,70.25,2.72,10656.25, 3.10,-4.65,710,182272,8945,10524.67,0.17,0.30,22.14,
2023/07/06 18:55:51,992.69,9.36,69.25,70.00,2.72,8500.00, 3.33,-4.67,647,164864,8527,9956.97,0.15,0.26,22.10,
2023/07/06 18:55:57,992.64,9.42,69.15,70.00,2.72,8156.25, 3.12,-4.89,640,162816,8457,9835.32,0.15,0.26,22.07,
2023/07/06 18:56:03,992.37,9.48,69.06,69.75,2.72,8484.38, 3.33,-4.67,703,180736,8898,10456.47,0.17,0.30,21.68,
2023/07/06 18:56:09,992.48,9.51,68.97,69.75,2.72,9562.50, 3.10,-4.68,766,198144,9317,11055.51,0.19,0.33,22.03,
2023/07/06 18:56:15,992.62,9.42,69.13,70.00,2.72,10906.25, 3.32,-4.43,874,227840,9851,11879.42,0.23,0.39,21.69,
2023/07/06 18:56:21,992.67,9.33,69.28,70.25,2.72,12296.88, 3.32,-4.44,914,239872,10093,12305.20,0.25,0.42,21.71,
2023/07/06 18:56:27,993.31,9.16,69.55,70.50,2.72,13546.88, 3.09,-4.65,1002,264448,10353,12915.30,0.28,0.47,21.73,
2023/07/06 18:56:33,993.47,9.01,69.81,71.00,2.72,13843.75, 3.10,-4.43,996,262656,10320,12848.95,0.28,0.46,21.75,
2023/07/06 18:56:39,993.75,8.90,70.01,71.00,2.72,13781.25, 3.32,-5.05,976,257536,10394,12673.84,0.27,0.45,21.75,
2023/07/06 18:56:45,993.91,8.79,70.17,71.25,2.71,13953.13, 3.54,-4.65,1006,264704,10356,12933.73,0.28,0.47,21.76,
2023/07/06 18:56:51,994.18,8.70,70.37,71.50,2.71,14046.88, 3.31,-4.63,1007,265728,10366,12926.36,0.28,0.47,21.76,
2023/07/06 18:56:57,994.38,8.58,70.58,71.75,2.71,14031.25, 3.54,-4.63,1008,265472,10361,12920.83,0.28,0.47,21.56,
2023/07/06 18:57:03,994.76,8.50,70.73,72.00,2.71,13984.38, 2.88,-4.65,1001,263424,10358,12867.38,0.28,0.46,21.51,
2023/07/06 18:57:09,994.78,8.41,70.91,72.00,2.71,13859.38, 3.32,-4.85,992,261120,10549,12788.12,0.27,0.46,21.45,
2023/07/06 18:57:15,995.10,8.34,71.04,72.25,2.71,13875.00, 3.32,-4.65,997,262656,10265,12834.20,0.28,0.46,21.19,
