Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/06/22 19:04:12,978.31,6.57,72.87,73.00,3.79,6250.00, 5.59,-0.43,457,121344,7450,7870.46,0.12,0.21,46.90,
2023/06/22 19:04:16,978.38,6.55,72.90,73.00,3.79,7234.38, 5.99,-0.21,619,169728,9142,9833.47,0.19,0.30,46.86,
2023/06/22 19:04:22,978.48,6.65,72.74,73.00,3.79,5437.50, 5.82,-0.21,414,108288,6863,7293.54,0.09,0.18,46.85,
2023/06/22 19:04:28,978.18,6.70,72.60,72.75,3.79,4640.63, 5.80,-0.22,443,116736,7262,7687.99,0.11,0.19,46.88,
2023/06/22 19:04:34,978.49,6.57,72.77,73.00,3.79,7406.25, 6.01,-0.21,712,197376,9872,10810.37,0.23,0.36,46.89,
2023/06/22 19:04:40,978.88,6.48,72.96,73.50,3.79,9156.25, 5.78,-0.21,721,200192,9862,11103.44,0.24,0.36,46.93,
2023/06/22 19:04:46,979.41,6.36,73.17,73.75,3.79,10531.25, 5.78,-0.21,847,238080,10591,12013.98,0.30,0.44,47.00,
2023/06/22 19:04:52,980.07,6.22,73.43,74.00,3.79,11765.63, 5.95,-0.43,900,254208,10926,12581.68,0.32,0.47,47.08,
2023/06/22 19:04:58,980.50,6.10,73.68,74.50,3.79,12171.88, 5.97,-0.21,909,256512,10929,12662.78,0.32,0.48,47.15,
2023/06/22 19:05:04,980.71,6.03,73.82,74.50,3.79,11468.75, 6.18,-0.21,828,231680,10541,12143.00,0.28,0.42,47.20,
2023/06/22 19:05:10,980.96,5.95,74.01,74.75,3.79,10750.00, 5.95,-0.21,815,226560,10444,11781.73,0.28,0.42,47.24,
2023/06/22 19:05:16,980.96,6.01,73.89,74.75,3.79,9406.25, 5.99,0.00,680,186624,9543,10568.91,0.21,0.33,47.26,
2023/06/22 19:05:22,980.67,6.09,73.76,74.50,3.79,7281.25, 5.80,-0.21,557,150016,8492,9081.45,0.15,0.26,47.24,
2023/06/22 19:05:28,980.40,6.18,73.55,74.00,3.79,6359.38, 6.20,-0.22,542,145152,8325,8996.66,0.15,0.25,47.20,
2023/06/22 19:05:34,980.30,6.23,73.44,74.00,3.79,6640.63, 6.03,-0.22,572,153856,8559,9280.51,0.16,0.26,47.17,
2023/06/22 19:05:40,980.32,6.27,73.37,73.75,3.79,6328.13, 6.01,-0.64,556,149248,8454,9145.96,0.15,0.26,47.16,
2023/06/22 19:05:46,980.45,6.20,73.45,74.00,3.79,8531.25, 5.97,-0.21,780,216576,10223,11477.61,0.26,0.40,47.17,
