Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/07/03 22:25:23,973.55,11.71,63.29,63.00,3.03,2296.88, 4.19,-3.09,238,56576,4308,4620.90,0.04,0.07,33.81,
2023/07/03 22:25:26,973.55,11.77,63.18,63.00,3.03,2281.25, 3.97,-3.11,238,56576,4308,4620.90,0.04,0.07,33.81,
2023/07/03 22:25:32,973.21,11.87,63.01,62.75,3.05,2234.38, 4.19,-3.10,235,55808,4235,4530.59,0.04,0.07,32.12,
2023/07/03 22:25:38,972.89,12.03,62.75,62.50,3.06,2234.38, 4.41,-3.09,234,55808,4210,4482.66,0.04,0.07,31.78,
2023/07/03 22:25:44,972.61,12.13,62.57,62.25,3.05,2203.13, 4.43,-3.09,231,54784,4156,4434.74,0.04,0.07,31.47,
2023/07/03 22:25:50,972.42,12.30,62.34,62.00,3.03,2187.50, 4.43,-3.09,239,56832,4100,4375.76,0.04,0.07,29.79,
2023/07/03 22:25:56,971.95,12.38,62.17,61.75,3.02,2171.88, 4.21,-3.32,229,54016,4074,4348.11,0.04,0.07,30.09,
2023/07/03 22:26:02,971.75,12.47,62.04,61.75,3.01,2156.25, 4.17,-3.54,229,54016,4039,4337.05,0.04,0.07,29.49,
2023/07/03 22:26:08,971.54,12.64,61.78,61.50,2.82,2140.63, 3.55,-4.46,231,54528,4022,4329.68,0.04,0.07,25.72,
2023/07/03 22:26:14,971.34,12.74,61.61,61.25,3.01,2406.25, 4.18,-3.32,262,63488,4805,5054.05,0.05,0.09,29.02,
2023/07/03 22:26:20,971.19,12.85,61.45,61.25,3.00,2562.50, 4.22,-3.32,245,58368,4363,4639.33,0.04,0.08,27.67,
2023/07/03 22:26:26,970.91,12.96,61.27,61.00,3.02,2203.13, 4.44,-3.32,228,53760,3993,4307.56,0.04,0.07,28.23,
2023/07/03 22:26:32,970.61,13.09,61.05,60.75,2.76,2109.38, 3.36,-4.70,224,52224,4013,4331.52,0.04,0.07,25.22,
