Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/21 22:01:16,982.33,17.58,37.97,37.50,4.18,1500.00,6.23,0.18,0,0,3746,0.00,49.50,65.50,31.00,
2024/10/21 22:01:18,982.33,17.57,37.96,37.75,4.18,1500.00,6.18,0.36,0,0,3746,0.00,49.50,65.50,31.00,
2024/10/21 22:01:35,982.30,17.76,37.75,37.50,4.18,1484.38,5.57,0.09,0,0,3680,0.00,48.38,63.88,30.91,
2024/10/21 22:01:51,982.28,17.94,37.57,37.50,4.18,1468.75,5.75,0.44,0,0,3654,0.00,48.00,63.50,30.88,
2024/10/21 22:02:07,982.27,18.04,37.44,37.25,4.18,1468.75,6.26,0.35,0,0,3641,0.00,47.63,63.00,30.85,
2024/10/21 22:02:23,982.22,18.19,37.32,37.25,4.18,1453.13,5.72,0.36,-69,-25088,3606,0.00,47.13,62.25,30.83,
2024/10/21 22:02:39,982.25,18.28,37.21,37.25,4.18,1437.50,6.05,0.54,-69,-25088,3571,0.00,46.38,61.38,30.81,
2024/10/21 22:02:55,982.25,18.40,37.10,37.00,4.18,1421.88,5.93,0.27,-69,-25088,3548,0.00,45.88,60.75,30.78,
2024/10/21 22:03:11,982.25,18.48,37.02,37.00,4.18,1421.88,5.77,0.27,-69,-25344,3526,0.00,45.63,60.38,30.75,
2024/10/21 22:03:27,982.21,18.62,36.92,36.75,4.18,1406.25,6.09,0.09,0,0,3517,0.00,45.50,60.25,30.74,
2024/10/21 22:03:43,982.22,18.66,36.84,36.75,4.19,1406.25,6.02,0.26,0,0,3521,0.00,45.50,60.25,30.71,
2024/10/21 22:03:59,982.17,18.71,36.77,36.75,4.18,1421.88,6.57,0.26,-69,-25088,3527,0.00,45.88,60.63,30.69,
2024/10/21 22:04:15,982.17,18.83,36.70,36.75,4.19,1437.50,6.40,0.36,-69,-25088,3574,0.00,46.63,61.63,30.68,
2024/10/21 22:04:31,982.21,18.81,36.64,36.50,4.19,1453.13,6.12,0.18,-69,-25088,3633,0.00,47.75,63.00,30.66,
2024/10/21 22:04:47,982.20,18.89,36.58,36.50,4.19,1484.38,6.66,0.53,-69,-25088,3684,0.00,48.63,64.13,30.65,
2024/10/21 22:05:03,982.20,18.96,36.53,36.50,4.19,1484.38,5.96,0.27,-69,-25088,3679,0.00,48.88,64.38,30.63,
2024/10/21 22:05:19,982.27,18.94,36.49,36.50,4.19,1484.38,5.92,0.90,0,0,3678,0.00,48.63,64.13,30.61,
2024/10/21 22:05:35,982.28,18.99,36.43,36.25,4.19,1453.13,6.50,0.27,0,0,3638,0.00,47.88,63.00,30.60,
2024/10/21 22:05:51,982.41,19.06,36.38,36.25,4.18,1437.50,5.57,0.09,0,0,3587,0.00,46.88,61.88,30.58,
2024/10/21 22:06:07,982.45,19.12,36.33,36.25,4.19,1406.25,4.91,0.00,-69,-25088,3538,0.00,45.88,60.75,30.55,
2024/10/21 22:06:23,982.50,19.14,36.28,36.25,4.18,1390.63,5.70,0.27,-69,-25088,3475,0.00,44.88,59.38,30.54,
2024/10/21 22:06:39,982.51,19.18,36.22,36.25,4.19,1359.38,6.05,-0.27,-69,-25344,3411,0.00,43.63,57.88,30.51,
2024/10/21 22:06:55,982.50,19.27,36.17,36.25,4.19,1328.13,6.05,0.27,-69,-25088,3350,0.00,42.50,56.63,30.49,
2024/10/21 22:07:11,982.45,19.31,36.11,36.00,4.19,1312.50,5.97,0.44,-69,-25088,3289,0.00,41.50,55.25,30.47,
2024/10/21 22:07:27,982.34,19.35,36.04,36.00,4.19,1281.25,6.34,0.62,-69,-25088,3249,0.00,40.75,54.25,30.45,
2024/10/21 22:07:43,982.38,19.44,35.99,36.00,4.19,1265.63,5.23,0.71,-69,-25088,3206,0.00,40.00,53.25,30.42,
2024/10/21 22:07:59,982.36,19.45,35.92,35.75,4.19,1250.00,6.32,0.54,0,0,3165,0.00,39.38,52.50,30.39,
2024/10/21 22:08:15,982.32,19.54,35.86,35.75,4.19,1234.38,5.86,0.09,0,0,3140,0.00,38.88,51.88,30.37,
2024/10/21 22:08:31,982.26,19.60,35.80,35.75,4.19,1234.38,5.66,0.54,-69,-25088,3118,0.00,38.50,51.38,30.34,
2024/10/21 22:08:47,982.33,19.64,35.73,35.75,4.19,1218.75,5.89,-0.27,0,0,3093,0.00,38.13,50.88,30.31,
2024/10/21 22:09:03,982.17,19.68,35.67,35.50,4.18,1203.13,5.81,0.35,-69,-25088,3058,0.00,37.75,50.38,30.28,
2024/10/21 22:09:19,982.18,19.76,35.60,35.50,4.19,1187.50,5.42,0.36,0,0,3032,0.00,37.25,49.75,30.25,
2024/10/21 22:09:35,982.13,19.80,35.53,35.50,4.19,1187.50,5.80,0.63,-69,-25344,3022,0.00,36.88,49.25,30.22,
2024/10/21 22:09:51,982.16,19.83,35.48,35.50,4.19,1171.88,6.97,-0.09,0,0,3001,0.00,36.63,49.00,30.19,
2024/10/21 22:10:07,982.17,19.90,35.42,35.25,4.19,1171.88,5.97,0.18,-69,-25088,2994,0.00,36.50,48.75,30.16,
2024/10/21 22:10:23,982.16,19.87,35.36,35.25,4.19,1171.88,6.21,0.09,0,0,2981,0.00,36.38,48.63,30.13,
2024/10/21 22:10:39,982.15,20.04,35.30,35.25,4.19,1156.25,6.59,0.18,-69,-25088,2971,0.00,36.13,48.38,30.10,
2024/10/21 22:10:55,982.10,20.05,35.25,35.25,4.19,1156.25,6.50,0.53,0,0,2953,0.00,35.88,48.00,30.07,
2024/10/21 22:11:11,982.06,20.08,35.19,35.00,4.19,1156.25,6.17,0.35,-69,-25088,2936,0.00,35.63,47.63,30.05,
2024/10/21 22:11:27,982.04,20.14,35.14,35.00,4.19,1140.63,6.22,0.18,-69,-25088,2902,0.00,35.25,47.00,30.02,
2024/10/21 22:11:43,982.00,20.20,35.08,35.00,4.19,1125.00,5.62,0.18,-69,-25088,2871,0.00,34.75,46.38,30.00,
2024/10/21 22:11:59,981.95,20.32,35.02,35.00,4.19,1109.38,5.56,0.18,0,0,2834,0.00,34.13,45.63,29.97,
2024/10/21 22:12:15,981.88,20.33,34.96,35.00,4.19,1093.75,5.94,0.00,0,0,2798,0.00,33.50,44.75,29.95,
2024/10/21 22:12:31,981.87,20.37,34.90,34.75,4.19,1078.13,5.64,0.27,0,0,2754,0.00,32.88,44.00,29.92,
2024/10/21 22:12:47,981.83,20.42,34.84,34.75,4.19,1062.50,5.96,0.18,-69,-25088,2726,0.00,32.50,43.25,29.89,
2024/10/21 22:13:02,981.82,20.45,34.78,34.75,4.19,1062.50,6.65,0.18,-69,-25088,2697,0.00,32.00,42.75,29.86,
