Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/07/03 19:28:17,975.96,8.91,73.51,74.50,3.08,11593.75, 4.13,-3.71,753,199424,9754,11414.94,0.11,0.36,36.41,
2023/07/03 19:28:19,976.23,8.78,73.71,74.50,3.08,12046.88, 3.92,-3.69,753,199424,9754,11414.94,0.11,0.36,36.41,
2023/07/03 19:28:25,976.67,8.75,73.78,74.75,3.11,12328.13, 4.11,-3.04,933,250880,10574,13123.58,0.19,0.46,34.38,
2023/07/03 19:28:31,977.13,8.59,74.03,75.00,3.11,12421.88, 4.34,-3.02,938,251904,10604,13053.54,0.19,0.47,34.46,
2023/07/03 19:28:37,977.35,8.51,74.17,75.25,3.11,12468.75, 4.33,-3.03,941,253184,10625,13204.68,0.19,0.47,34.47,
2023/07/03 19:28:43,977.72,8.40,74.34,75.50,3.11,12515.63, 3.91,-3.24,941,252928,10639,13206.53,0.19,0.47,34.57,
2023/07/03 19:28:49,978.18,8.33,74.51,75.75,3.11,12578.13, 4.11,-2.81,948,254976,10666,13081.19,0.19,0.47,35.94,
2023/07/03 19:28:55,978.44,8.30,74.57,75.75,3.11,12640.63, 4.34,-3.48,953,256000,10693,13300.53,0.19,0.47,36.00,
2023/07/03 19:29:01,977.92,8.55,74.16,75.25,3.12,7468.75, 4.16,-3.28,398,99328,6403,7018.91,0.00,0.15,35.95,
2023/07/03 19:29:07,977.18,8.77,73.76,74.50,3.12,4218.75, 4.38,-3.08,344,84736,5699,6211.58,0.00,0.12,35.91,
2023/07/03 19:29:13,976.63,8.94,73.44,74.00,3.12,3546.88, 3.94,-3.29,335,82432,5582,6001.46,0.00,0.12,35.48,
2023/07/03 19:29:19,976.21,9.17,73.07,73.50,3.12,3359.38, 4.16,-3.31,326,80128,5471,5855.85,0.00,0.11,35.41,
2023/07/03 19:29:25,975.78,9.30,72.82,73.25,3.12,3281.25, 4.17,-3.05,321,78848,5389,5774.75,0.00,0.11,35.38,
2023/07/03 19:29:31,975.19,9.51,72.47,73.00,3.12,3203.13, 4.16,-3.07,316,78080,5355,5734.20,0.00,0.11,35.38,
2023/07/03 19:29:37,974.89,9.67,72.21,72.75,3.12,3140.63, 4.19,-3.05,312,76544,5325,5688.12,0.00,0.11,35.75,
2023/07/03 19:29:43,974.63,9.81,71.96,72.25,3.12,3125.00, 4.38,-3.31,312,77056,5306,5658.62,0.00,0.11,35.73,
2023/07/03 19:29:49,974.38,9.92,71.76,72.00,3.11,3109.38, 4.16,-3.07,308,76032,5290,5627.29,0.00,0.11,35.29,
2023/07/03 19:29:55,974.10,10.10,71.46,71.75,3.11,3140.63, 4.61,-3.06,310,76800,5310,5618.07,0.00,0.11,35.23,
2023/07/03 19:30:01,973.77,10.18,71.29,71.75,3.11,3140.63, 4.19,-3.29,307,75776,5298,5621.76,0.00,0.11,35.16,
2023/07/03 19:30:07,973.34,10.35,71.02,71.25,3.11,3140.63, 4.41,-3.29,306,76288,5312,5640.19,0.00,0.11,35.08,
2023/07/03 19:30:13,973.02,10.49,70.79,71.00,3.11,3140.63, 4.38,-3.06,308,76544,5329,5636.51,0.00,0.11,35.03,
