Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/06/29 21:21:45,981.37,25.42,56.25,56.75,3.29,9171.88, 5.33,-1.07,680,187648,10207,11208.50,0.13,0.25,38.68,
2023/06/29 21:21:49,981.53,25.28,56.39,56.75,3.29,9171.88, 5.37,-0.85,686,187904,9798,11188.22,0.14,0.25,38.23,
2023/06/29 21:21:55,981.77,25.10,56.54,57.00,3.29,9156.25, 5.35,-0.86,687,188672,9786,11169.79,0.14,0.25,38.31,
2023/06/29 21:22:01,982.15,24.88,56.73,57.25,3.29,9156.25, 5.37,-0.86,689,188928,9809,11190.07,0.14,0.25,38.40,
2023/06/29 21:22:07,982.57,24.64,56.94,57.25,3.29,9156.25, 5.33,-0.64,687,188416,9916,11164.26,0.14,0.25,38.45,
2023/06/29 21:22:13,982.88,24.47,57.12,57.50,3.29,9156.25, 5.33,-1.29,686,188160,10040,11151.36,0.13,0.25,38.50,
2023/06/29 21:22:19,983.16,24.26,57.30,58.00,3.29,9125.00, 5.35,-1.07,684,187392,10068,11166.11,0.13,0.25,38.55,
2023/06/29 21:22:25,983.39,24.06,57.48,58.00,3.29,9140.63, 5.33,-1.28,685,187904,10092,11173.48,0.13,0.25,38.58,
2023/06/29 21:22:31,983.73,23.85,57.68,58.25,3.29,9156.25, 5.35,-0.86,688,188416,10068,11171.63,0.13,0.25,38.10,
2023/06/29 21:22:37,984.01,23.64,57.87,58.50,3.29,9156.25, 5.33,-0.85,688,188416,10107,11169.79,0.13,0.26,38.12,
2023/06/29 21:22:43,984.42,23.40,58.11,58.50,3.29,9156.25, 5.35,-0.64,690,188928,10102,11171.63,0.13,0.26,38.15,
2023/06/29 21:22:49,984.61,23.20,58.30,58.75,3.29,9156.25, 5.37,-1.06,688,188672,10073,11173.48,0.13,0.26,38.17,
2023/06/29 21:22:55,985.00,23.04,58.47,59.00,3.29,9140.63, 5.58,-0.64,689,188672,10074,11151.36,0.13,0.26,38.17,
2023/06/29 21:23:01,985.20,22.85,58.64,59.25,3.29,9125.00, 5.35,-0.64,684,187392,10014,11136.61,0.13,0.25,38.22,
2023/06/29 21:23:07,985.55,22.67,58.82,59.50,3.29,9093.75, 5.35,-0.85,684,187392,10019,11108.97,0.13,0.25,38.24,
2023/06/29 21:23:13,985.82,22.51,58.99,59.50,3.29,9093.75, 5.16,-1.50,685,187136,10018,11116.34,0.13,0.25,38.25,
2023/06/29 21:23:19,985.97,22.29,59.21,60.00,3.29,9093.75, 5.35,-0.85,683,186624,10060,11096.06,0.13,0.25,38.24,
2023/06/29 21:23:25,986.14,22.12,59.36,60.00,3.29,9109.38, 5.14,-1.07,685,187392,10081,11125.55,0.13,0.25,38.28,
2023/06/29 21:23:31,986.33,21.92,59.56,60.25,3.29,9125.00, 5.37,-0.64,685,187136,10076,11153.20,0.13,0.26,37.86,
2023/06/29 21:23:37,986.43,21.81,59.69,60.25,3.29,9125.00, 5.56,-0.64,690,188928,10081,11164.26,0.14,0.26,37.77,
2023/06/29 21:23:43,986.80,21.64,59.87,60.50,3.29,9156.25, 5.37,-1.07,689,188672,10104,11153.20,0.14,0.26,37.58,
2023/06/29 21:23:49,987.01,21.45,60.06,60.75,3.29,9140.63, 5.33,-0.64,689,188672,9990,11158.73,0.14,0.26,37.72,
2023/06/29 21:23:55,987.10,21.30,60.21,61.00,3.29,9171.88, 5.56,-1.28,692,189440,9912,11179.01,0.14,0.26,37.58,
2023/06/29 21:24:01,987.18,21.13,60.40,61.00,3.29,9218.75, 5.58,-1.06,695,190208,9823,11215.87,0.14,0.26,37.52,
2023/06/29 21:24:07,987.24,21.02,60.53,61.25,3.29,9203.13, 5.35,-1.49,693,189184,9834,11204.81,0.14,0.26,37.41,
2023/06/29 21:24:13,987.36,20.82,60.74,61.25,3.29,9218.75, 5.35,-1.07,694,189952,9836,11197.44,0.14,0.26,37.43,
2023/06/29 21:24:19,987.64,20.59,60.95,61.75,3.29,9203.13, 5.61,-1.29,692,189440,9807,11175.32,0.14,0.26,39.18,
2023/06/29 21:24:25,987.56,20.61,60.96,61.50,3.29,8312.50, 5.37,-0.86,577,154880,8938,9951.44,0.09,0.18,39.18,
2023/06/29 21:24:31,987.76,20.44,61.15,61.75,3.29,8343.75, 5.56,-0.64,662,180224,9577,10817.74,0.12,0.24,39.20,
2023/06/29 21:24:37,987.25,20.51,61.07,61.75,3.29,6609.38, 5.37,-0.64,555,147456,8743,9686.02,0.08,0.17,39.16,
