Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/06/23 19:54:24,971.41,8.11,67.36,67.25,3.72,3796.88, 5.54,-0.85,358,95232,6475,6681.60,0.09,0.15,46.45,
2023/06/23 19:54:28,971.26,8.15,67.28,67.25,3.72,3796.88, 5.95,-0.42,358,94976,6467,6653.95,0.09,0.15,46.34,
2023/06/23 19:54:34,971.18,8.19,67.18,67.25,3.72,3781.25, 5.50,-0.43,358,94720,6429,6629.99,0.09,0.15,46.29,
2023/06/23 19:54:40,971.13,8.27,67.00,67.00,3.72,3765.63, 5.71,-0.21,355,94464,6406,6600.50,0.09,0.15,46.25,
2023/06/23 19:54:46,971.11,8.32,66.89,67.00,3.72,3750.00, 5.52,-0.42,352,93696,6387,6583.91,0.09,0.15,46.20,
2023/06/23 19:54:52,971.13,8.39,66.77,66.75,3.72,3718.75, 5.95,-0.64,352,93440,6358,6556.26,0.09,0.15,46.15,
2023/06/23 19:54:58,971.16,8.47,66.60,66.75,3.72,3687.50, 5.95,-0.42,351,92928,6341,6547.05,0.09,0.15,46.18,
2023/06/23 19:55:04,971.05,8.52,66.46,66.50,3.72,3687.50, 5.73,-0.21,349,92416,6324,6532.30,0.08,0.15,46.15,
2023/06/23 19:55:10,971.10,8.58,66.34,66.25,3.72,3671.88, 5.73,-0.42,348,92672,6302,6517.56,0.08,0.14,46.11,
2023/06/23 19:55:16,970.93,8.66,66.18,66.25,3.72,3656.25, 5.97,-0.21,346,91904,6292,6489.91,0.08,0.14,46.06,
2023/06/23 19:55:22,970.90,8.73,66.04,66.00,3.72,3656.25, 5.73,-0.43,345,91904,6274,6464.10,0.08,0.14,46.02,
2023/06/23 19:55:28,970.80,8.79,65.90,66.00,3.72,3625.00, 5.73,-0.43,344,91392,6251,6434.61,0.08,0.14,45.99,
2023/06/23 19:55:34,970.71,8.84,65.77,65.75,3.72,3609.38, 5.71,-0.42,343,91136,6240,6401.43,0.08,0.14,45.94,
2023/06/23 19:55:40,970.76,8.93,65.60,65.50,3.72,3593.75, 5.73,-0.42,341,90880,6241,6401.43,0.08,0.14,45.90,
2023/06/23 19:55:46,970.82,9.03,65.42,65.50,3.72,3578.13, 5.76,-0.42,340,90624,6234,6371.94,0.08,0.14,45.86,
2023/06/23 19:55:52,970.72,9.07,65.32,65.25,3.72,3562.50, 5.97,0.00,337,89856,6217,6344.29,0.08,0.14,45.83,
2023/06/23 19:55:58,970.65,9.16,65.15,65.00,3.72,3546.88, 5.73,-0.21,336,89344,6187,6318.49,0.08,0.14,45.79,
2023/06/23 19:56:04,970.62,9.21,65.04,65.00,3.72,3531.25, 5.54,-0.42,334,88576,6165,6322.18,0.08,0.14,45.75,
2023/06/23 19:56:10,970.59,9.32,64.84,64.75,3.72,3515.63, 5.94,-0.21,334,88576,6152,6287.16,0.08,0.14,45.71,
2023/06/23 19:56:16,970.51,9.37,64.70,64.75,3.72,3484.38, 5.95,-1.06,334,88576,6148,6285.31,0.08,0.14,45.67,
2023/06/23 19:56:22,970.58,9.44,64.58,64.50,3.72,3484.38, 5.76,-0.64,332,88320,6138,6268.72,0.08,0.14,45.63,
2023/06/23 19:56:28,970.62,9.48,64.48,64.50,3.72,3468.75, 5.76,-0.42,330,87808,6103,6244.76,0.08,0.14,45.58,
2023/06/23 19:56:34,970.74,9.58,64.31,64.25,3.72,3468.75, 5.76,-0.21,331,87808,6089,6222.64,0.08,0.14,45.54,
2023/06/23 19:56:40,970.64,9.62,64.22,64.00,3.72,3453.13, 5.97,-0.21,328,87296,6076,6202.37,0.08,0.14,45.51,
2023/06/23 19:56:46,970.50,9.69,64.05,64.00,3.72,3421.88, 5.76,-0.42,326,86784,6059,6178.41,0.08,0.14,45.47,
2023/06/23 19:56:52,970.52,9.77,63.92,63.75,3.72,3406.25, 5.54,-0.21,326,87040,6046,6171.03,0.08,0.14,45.42,
2023/06/23 19:56:58,970.47,9.83,63.79,63.75,3.72,3390.63, 5.73,-0.42,323,85504,6028,6163.66,0.08,0.13,45.39,
2023/06/23 19:57:04,970.45,9.91,63.65,63.50,3.72,3375.00, 6.16,-0.21,325,86528,6031,6141.54,0.08,0.13,45.36,
2023/06/23 19:57:10,970.58,10.00,63.48,63.50,3.71,3390.63, 5.95,-0.85,323,86528,6031,6143.39,0.08,0.13,45.32,
2023/06/23 19:57:16,970.66,10.06,63.35,63.25,3.72,3390.63, 5.95,-0.21,323,86272,6025,6126.80,0.08,0.13,45.30,
2023/06/23 19:57:22,970.65,10.13,63.22,63.25,3.72,3390.63, 5.52,-0.21,326,87040,6032,6141.54,0.08,0.13,45.33,
2023/06/23 19:57:28,970.72,10.21,63.08,63.00,3.72,3390.63, 5.92,0.00,322,86528,6032,6128.64,0.08,0.13,45.30,
2023/06/23 19:57:34,970.55,10.27,62.95,62.75,3.72,3390.63, 5.76,-0.42,323,86016,6033,6132.33,0.08,0.13,45.26,
2023/06/23 19:57:40,970.81,10.35,62.81,62.75,3.72,3390.63, 5.71,-0.42,323,86272,6035,6128.64,0.08,0.13,45.23,
2023/06/23 19:57:46,970.69,10.41,62.68,62.75,3.72,3390.63, 5.76,-0.43,323,86016,6029,6134.17,0.08,0.13,45.21,
2023/06/23 19:57:52,970.83,10.50,62.54,62.50,3.72,3390.63, 5.73,-0.21,323,86272,6037,6123.11,0.08,0.13,45.18,
2023/06/23 19:57:58,970.77,10.55,62.42,62.25,3.72,3375.00, 5.50,-0.42,323,86272,6046,6143.39,0.08,0.13,45.15,
2023/06/23 19:58:04,970.88,10.62,62.31,62.25,3.72,3375.00, 5.80,-0.21,323,86528,6039,6143.39,0.08,0.13,45.13,
2023/06/23 19:58:10,971.02,10.69,62.18,62.25,3.71,3375.00, 5.76,-0.21,323,86272,6049,6143.39,0.08,0.13,45.11,
2023/06/23 19:58:16,971.11,10.74,62.06,62.00,3.72,3390.63, 5.71,-0.43,322,85760,6041,6145.23,0.08,0.13,45.09,
2023/06/23 19:58:22,971.28,10.81,61.94,61.75,3.72,3375.00, 5.95,-0.85,324,86528,6054,6141.54,0.08,0.14,45.06,
2023/06/23 19:58:28,971.33,10.88,61.82,61.75,3.71,3406.25, 5.76,-0.42,322,85760,6047,6136.01,0.08,0.14,45.03,
2023/06/23 19:58:34,971.46,10.95,61.71,61.50,3.72,3406.25, 5.73,-0.21,325,86528,6065,6163.66,0.08,0.14,44.99,
2023/06/23 19:58:40,971.50,11.01,61.60,61.50,3.72,3421.88, 6.18,-0.42,325,86784,6060,6159.97,0.08,0.14,44.98,
2023/06/23 19:58:46,971.47,11.06,61.51,61.25,3.72,3406.25, 5.97,-0.21,325,86784,6069,6154.44,0.08,0.14,44.94,
2023/06/23 19:58:52,971.55,11.11,61.40,61.25,3.71,3406.25, 5.73,-0.21,323,85760,6059,6143.39,0.08,0.14,44.91,
2023/06/23 19:58:58,971.60,11.17,61.27,61.25,3.71,3406.25, 5.76,-0.21,323,86272,6046,6134.17,0.08,0.13,44.89,
2023/06/23 19:59:04,971.61,11.22,61.17,61.25,3.72,3406.25, 5.73,-0.21,322,86016,6027,6134.17,0.08,0.13,44.86,
2023/06/23 19:59:10,971.59,11.29,61.05,61.00,3.71,3390.63, 5.73,-0.21,321,85504,6022,6123.11,0.08,0.13,44.83,
2023/06/23 19:59:16,971.62,11.35,60.96,60.75,3.71,3390.63, 5.94,-0.64,322,86016,6002,6097.31,0.08,0.13,44.81,
2023/06/23 19:59:22,971.70,11.40,60.85,60.75,3.71,3359.38, 5.97,-0.42,318,84736,5997,6089.93,0.08,0.13,44.79,
2023/06/23 19:59:28,971.62,11.46,60.74,60.50,3.71,3343.75, 5.76,-0.21,319,84992,5979,6075.19,0.08,0.13,44.76,
2023/06/23 19:59:34,971.71,11.53,60.63,60.50,3.71,3343.75, 5.50,-0.42,319,85248,5953,6051.23,0.08,0.13,44.73,
2023/06/23 19:59:40,971.79,11.58,60.53,60.25,3.71,3328.13, 5.52,-0.21,316,84480,5942,6025.42,0.08,0.13,44.70,
2023/06/23 19:59:46,971.76,11.64,60.44,60.25,3.71,3312.50, 5.95,-0.43,316,83968,5914,6003.30,0.07,0.13,44.74,
2023/06/23 19:59:52,971.81,11.68,60.34,60.25,3.71,3296.88, 5.56,-0.42,314,83712,5900,5984.87,0.07,0.13,44.72,
2023/06/23 19:59:58,971.79,11.74,60.24,60.00,3.71,3265.63, 5.76,-0.21,312,82944,5907,5988.56,0.07,0.13,44.68,
2023/06/23 20:00:04,971.73,11.78,60.14,60.00,3.71,3234.38, 5.54,-0.64,312,83200,5880,5959.07,0.07,0.13,44.66,
2023/06/23 20:00:10,971.76,11.83,60.06,60.00,3.71,3218.75, 5.97,-0.42,313,82944,5852,5966.44,0.07,0.13,44.63,
2023/06/23 20:00:16,971.83,11.88,59.94,59.75,3.71,3218.75, 5.95,-0.43,311,82688,5838,5916.67,0.07,0.13,44.59,
2023/06/23 20:00:22,971.90,11.95,59.84,59.75,3.71,3187.50, 5.71,-0.64,310,82432,5819,5901.93,0.07,0.13,44.56,
2023/06/23 20:00:28,971.90,11.99,59.76,59.75,3.71,3187.50, 5.56,-0.42,308,81920,5801,5916.67,0.07,0.13,44.53,
2023/06/23 20:00:34,971.99,12.05,59.66,59.50,3.71,3171.88, 5.95,-0.64,310,82432,5794,5874.28,0.07,0.13,44.50,
2023/06/23 20:00:40,971.99,12.08,59.57,59.25,3.71,3156.25, 5.76,-0.64,307,81920,5788,5877.96,0.07,0.13,44.48,
2023/06/23 20:00:46,972.10,12.14,59.48,59.25,3.71,3171.88, 5.97,-0.21,306,81408,5786,5865.06,0.07,0.13,44.46,
2023/06/23 20:00:52,972.26,12.19,59.39,59.25,3.70,3156.25, 5.73,-0.21,305,81152,5787,5876.12,0.07,0.13,44.42,
2023/06/23 20:00:58,972.25,12.24,59.29,59.25,3.71,3156.25, 5.73,-0.42,305,81152,5779,5870.59,0.07,0.13,44.40,
2023/06/23 20:01:04,972.41,12.27,59.24,59.00,3.71,3156.25, 5.73,-0.43,304,80896,5775,5842.94,0.07,0.13,44.37,
2023/06/23 20:01:10,972.39,12.32,59.14,59.00,3.70,3156.25, 5.95,-0.43,305,81408,5780,5855.85,0.07,0.13,44.35,
2023/06/23 20:01:16,972.46,12.37,59.06,59.00,3.70,3140.63, 5.54,-0.21,305,81408,5777,5848.47,0.07,0.13,44.31,
2023/06/23 20:01:22,972.55,12.41,58.99,58.75,3.70,3156.25, 5.78,-0.42,305,81408,5780,5883.49,0.07,0.13,44.28,
2023/06/23 20:01:28,972.65,12.46,58.90,58.75,3.70,3156.25, 5.95,-0.64,307,81920,5780,5865.06,0.07,0.13,44.25,
2023/06/23 20:01:34,972.79,12.50,58.82,58.75,3.70,3156.25, 5.76,-0.42,306,81920,5797,5877.96,0.07,0.13,44.23,
2023/06/23 20:01:40,972.82,12.53,58.75,58.50,3.70,3156.25, 6.18,-0.64,306,81664,5787,5822.67,0.07,0.13,44.20,
2023/06/23 20:01:46,972.92,12.58,58.66,58.50,3.70,3171.88, 5.71,-0.43,305,81152,5809,5846.63,0.07,0.13,44.19,
2023/06/23 20:01:52,973.13,12.61,58.60,58.50,3.70,3187.50, 5.73,-0.21,306,81408,5806,5842.94,0.07,0.13,44.17,
2023/06/23 20:01:58,973.14,12.64,58.53,58.25,3.70,3171.88, 6.16,-0.64,306,81664,5800,5857.69,0.07,0.13,44.14,
2023/06/23 20:02:04,973.17,12.69,58.46,58.25,3.70,3187.50, 5.94,-0.64,306,81664,5837,5854.00,0.07,0.13,44.12,
2023/06/23 20:02:10,973.30,12.72,58.41,58.25,3.71,3187.50, 5.73,-0.42,306,81664,5827,5865.06,0.07,0.13,44.09,
2023/06/23 20:02:16,973.34,12.74,58.34,58.25,3.70,3203.13, 5.92,-0.43,309,82432,5851,5885.34,0.07,0.13,44.14,
2023/06/23 20:02:22,973.39,12.79,58.27,58.00,3.70,3218.75, 5.73,-0.43,308,81920,5853,5898.24,0.07,0.13,44.11,
2023/06/23 20:02:28,973.53,12.81,58.23,58.00,3.70,3218.75, 5.73,-0.21,309,82688,5842,5911.14,0.07,0.13,44.10,
2023/06/23 20:02:34,973.61,12.84,58.16,58.00,3.71,3234.38, 5.73,-0.21,310,82944,5851,5914.83,0.07,0.13,44.07,
2023/06/23 20:02:40,973.66,12.88,58.09,58.00,3.70,3250.00, 5.76,-0.42,309,82688,5866,5931.42,0.07,0.13,44.05,
2023/06/23 20:02:46,973.78,12.91,58.04,57.75,3.70,3250.00, 5.95,-0.42,311,83200,5881,5951.69,0.07,0.13,44.03,
