Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/22 01:18:29,983.74,23.81,24.22,23.75,4.22,31.25,5.91,0.53,0,0,0,0.00,0.25,0.25,20.97,
2024/10/22 01:18:31,983.72,23.78,24.25,24.00,4.22,46.88,5.83,0.53,0,0,0,0.00,0.25,0.25,20.97,
2024/10/22 01:18:48,983.75,23.98,24.04,23.75,4.22,31.25,5.92,0.18,-69,-25344,0,0.00,0.25,0.25,20.89,
2024/10/22 01:19:04,983.68,24.20,23.86,23.75,4.22,31.25,5.87,0.27,-71,-25856,0,0.00,0.25,0.25,20.86,
2024/10/22 01:19:20,983.61,24.42,23.70,23.50,4.23,31.25,5.39,0.27,-69,-25344,0,0.00,0.25,0.25,20.82,
2024/10/22 01:19:36,983.60,24.57,23.58,23.25,4.23,31.25,5.55,0.36,0,0,0,0.00,0.25,0.25,20.79,
2024/10/22 01:19:52,983.60,24.73,23.46,23.25,4.24,31.25,5.56,0.00,-69,-25344,0,0.00,0.25,0.25,20.77,
2024/10/22 01:20:08,983.63,24.86,23.36,23.25,4.24,31.25,5.81,0.09,-69,-25344,0,0.00,0.25,0.25,20.74,
2024/10/22 01:20:24,983.56,24.98,23.27,23.00,4.24,31.25,5.36,0.09,-69,-25344,0,0.00,0.25,0.25,20.71,
2024/10/22 01:20:40,983.58,25.10,23.19,23.00,4.24,31.25,6.32,0.09,-71,-25856,0,0.00,0.25,0.25,20.68,
2024/10/22 01:20:56,983.61,25.21,23.11,23.00,4.24,31.25,5.59,0.00,-71,-25856,0,0.00,0.25,0.25,20.66,
2024/10/22 01:21:12,983.66,25.32,23.05,22.75,4.24,31.25,5.18,0.09,-71,-25856,0,0.00,0.25,0.25,20.64,
2024/10/22 01:21:28,983.66,25.42,22.98,22.75,4.25,31.25,5.46,-0.18,-71,-25856,0,0.00,0.25,0.25,20.62,
2024/10/22 01:21:44,983.76,25.50,22.92,22.75,4.25,46.88,5.88,0.18,0,0,0,0.00,0.25,0.25,20.61,
2024/10/22 01:22:00,983.71,25.60,22.85,22.75,4.25,31.25,5.07,0.44,-70,-25856,0,0.00,0.25,0.25,20.59,
2024/10/22 01:22:16,983.65,25.67,22.79,22.75,4.25,31.25,5.64,0.00,-71,-25856,0,0.00,0.25,0.25,20.57,
2024/10/22 01:22:32,983.68,25.77,22.74,22.50,4.26,31.25,5.55,0.18,-71,-25856,0,0.00,0.25,0.25,20.55,
2024/10/22 01:22:48,983.63,25.83,22.68,22.50,4.26,31.25,5.78,0.27,-69,-25344,0,0.00,0.25,0.25,20.54,
2024/10/22 01:23:04,983.59,25.88,22.64,22.50,4.27,31.25,5.42,0.97,-69,-25344,0,0.00,0.25,0.25,20.52,
2024/10/22 01:23:20,983.62,25.95,22.59,22.50,4.26,31.25,6.00,-0.45,-71,-25856,0,0.00,0.25,0.25,20.51,
2024/10/22 01:23:36,983.64,25.99,22.54,22.50,4.26,31.25,5.94,0.09,-69,-25344,0,0.00,0.25,0.25,20.49,
2024/10/22 01:23:52,983.71,26.08,22.50,22.25,4.26,31.25,6.12,0.00,0,0,0,0.00,0.25,0.25,20.48,
2024/10/22 01:24:08,983.73,26.15,22.46,22.25,4.27,31.25,5.05,0.35,-69,-25344,0,0.00,0.25,0.25,20.47,
2024/10/22 01:24:24,983.77,26.22,22.42,22.25,4.27,46.88,5.06,0.00,-69,-25344,0,0.00,0.25,0.25,20.46,
2024/10/22 01:24:40,983.74,26.25,22.38,22.25,4.27,31.25,4.83,-0.27,-69,-25344,0,0.00,0.25,0.25,20.46,
2024/10/22 01:24:56,983.83,26.30,22.34,22.25,4.27,31.25,5.63,0.63,-69,-25344,0,0.00,0.25,0.25,20.44,
2024/10/22 01:25:12,983.78,26.35,22.31,22.25,4.27,31.25,5.13,0.26,0,0,0,0.00,0.25,0.25,20.44,
2024/10/22 01:25:28,983.89,26.40,22.28,22.25,4.28,31.25,5.20,0.18,-69,-25344,0,0.00,0.25,0.25,20.43,
2024/10/22 01:25:44,983.94,26.46,22.25,22.25,4.28,31.25,5.68,-0.09,-69,-25344,0,0.00,0.25,0.25,20.43,
2024/10/22 01:26:00,983.92,26.48,22.22,22.00,4.28,46.88,5.20,0.36,-69,-25344,0,0.00,0.25,0.25,20.42,
