2023/06/30 22:45:08,982.19,17.44,59.63,60.00,3.11,6593.75, 4.85,-1.75,498,137728,8473,8891.60,0.18,0.17,33.30,
2023/06/30 22:45:14,982.37,17.40,59.66,60.00,3.11,6625.00, 5.05,-1.98,500,138496,8539,8919.25,0.18,0.17,33.00,
2023/06/30 22:45:20,982.35,17.32,59.73,60.25,3.11,6671.88, 4.83,-2.42,501,138240,8615,8969.01,0.18,0.16,32.71,
2023/06/30 22:45:26,982.31,17.28,59.78,60.25,3.11,6687.50, 4.82,-1.97,503,138752,8625,8981.91,0.18,0.17,32.71,
2023/06/30 22:45:32,982.53,17.21,59.85,60.25,3.11,6687.50, 4.60,-2.41,503,138752,8533,8970.85,0.18,0.17,32.54,
2023/06/30 22:45:38,982.57,17.19,59.87,60.25,3.11,6671.88, 4.80,-2.41,502,138496,8565,8952.42,0.18,0.16,32.23,
2023/06/30 22:45:44,982.45,17.14,59.92,60.25,3.11,6687.50, 5.03,-2.18,503,138752,8601,8967.17,0.18,0.17,31.99,
2023/06/30 22:45:50,982.62,17.11,59.94,60.50,3.11,6687.50, 5.03,-1.98,503,138752,8602,8978.23,0.18,0.17,32.30,
2023/06/30 22:45:56,982.69,17.01,60.06,60.50,3.11,6656.25, 4.85,-2.40,501,137728,8512,8946.89,0.18,0.17,32.07,
2023/06/30 22:46:02,982.68,16.97,60.10,60.50,3.11,6625.00, 4.82,-2.62,500,138240,8533,8921.09,0.18,0.17,31.85,
2023/06/30 22:46:08,982.72,16.93,60.13,60.75,3.11,6625.00, 4.82,-2.63,498,137216,8516,8893.44,0.18,0.17,31.74,
2023/06/30 22:46:14,982.76,16.91,60.15,60.50,3.11,6578.13, 4.82,-1.96,494,135936,8492,8849.20,0.18,0.17,31.70,
2023/06/30 22:46:20,982.70,16.84,60.23,60.75,3.11,6531.25, 4.82,-2.63,487,134400,8392,8799.44,0.17,0.17,31.70,
2023/06/30 22:46:26,982.85,16.88,60.18,60.50,3.11,6312.50, 5.03,-2.41,471,129024,8109,8698.06,0.16,0.16,31.65,
2023/06/30 22:46:32,982.70,16.88,60.18,60.75,3.11,5968.75, 4.60,-2.63,448,121856,7872,8244.63,0.15,0.14,31.80,
2023/06/30 22:46:38,982.85,16.88,60.18,60.50,3.11,5937.50, 4.85,-1.76,460,125952,8095,8478.72,0.16,0.15,33.87,
2023/06/30 22:46:44,982.88,16.81,60.25,60.75,3.11,6312.50, 4.83,-2.42,482,132608,8343,8716.49,0.17,0.17,33.85,
2023/06/30 22:46:50,983.02,16.78,60.28,60.75,3.11,6453.13, 4.58,-2.18,487,134400,8404,8757.04,0.17,0.17,33.85,
2023/06/30 22:46:56,982.94,16.72,60.34,60.75,3.11,6515.63, 4.80,-2.42,489,134656,8402,8768.10,0.18,0.17,33.84,
2023/06/30 22:47:02,983.10,16.71,60.35,60.75,3.12,6531.25, 4.60,-1.98,490,135424,8424,8830.77,0.18,0.17,33.84,
2023/06/30 22:47:08,983.04,16.69,60.38,60.75,3.10,6546.88, 4.38,-2.20,493,135936,8417,8819.71,0.18,0.17,33.83,
2023/06/30 22:47:14,983.13,16.64,60.42,60.75,3.11,6562.50, 5.03,-2.19,493,135936,8446,8858.42,0.18,0.17,33.84,
2023/06/30 22:47:20,983.13,16.55,60.52,61.00,3.11,6562.50, 4.82,-2.41,494,136448,8443,8852.89,0.18,0.17,33.87,
2023/06/30 22:47:26,983.27,16.58,60.47,61.00,3.11,6562.50, 5.03,-2.42,494,136192,8440,8852.89,0.18,0.18,33.20,
2023/06/30 22:47:32,983.28,16.51,60.56,61.00,3.11,6562.50, 4.83,-2.41,495,136448,8429,8845.52,0.18,0.17,33.18,
2023/06/30 22:47:38,983.31,16.51,60.55,61.00,3.10,6546.88, 5.03,-2.19,492,135680,8420,8845.52,0.18,0.17,33.17,
2023/06/30 22:47:44,983.28,16.51,60.55,61.00,3.10,6546.88, 4.58,-2.18,493,135936,8416,8836.30,0.17,0.17,33.13,
2023/06/30 22:47:50,983.35,16.51,60.54,61.00,3.10,6546.88, 4.60,-2.19,493,135936,8404,8823.40,0.17,0.17,33.12,
2023/06/30 22:47:56,983.39,16.50,60.57,61.00,3.10,6546.88, 4.62,-2.20,492,135680,8395,8823.40,0.17,0.17,33.07,
2023/06/30 22:48:02,983.20,16.45,60.61,61.00,3.10,6546.88, 4.82,-2.41,492,135424,8382,8801.28,0.17,0.17,32.72,
2023/06/30 22:48:08,983.22,16.42,60.63,61.00,3.10,6515.63, 4.62,-2.62,492,135680,8375,8816.03,0.17,0.17,33.07,
2023/06/30 22:48:14,983.23,16.35,60.72,61.00,3.10,6515.63, 4.62,-2.61,490,135168,8363,8792.06,0.17,0.17,32.84,
2023/06/30 22:48:20,983.33,16.36,60.69,61.25,3.10,6500.00, 4.80,-2.41,489,134656,8359,8775.47,0.17,0.17,32.72,
2023/06/30 22:48:26,983.26,16.29,60.77,61.25,3.10,6484.38, 4.85,-2.42,489,134656,8361,8769.95,0.17,0.17,32.34,
2023/06/30 22:48:32,983.27,16.27,60.79,61.25,3.10,6468.75, 4.83,-2.41,486,134144,8333,8760.73,0.17,0.17,32.53,
2023/06/30 22:48:38,983.38,16.28,60.79,61.25,3.10,6468.75, 4.62,-2.41,487,134144,8338,8734.92,0.17,0.17,32.21,
2023/06/30 22:48:44,983.30,16.23,60.84,61.25,3.10,6468.75, 4.62,-2.42,485,133632,8324,8727.55,0.17,0.17,32.31,
2023/06/30 22:48:50,983.46,16.21,60.84,61.25,3.10,6453.13, 4.62,-2.64,486,134400,8311,8736.77,0.17,0.17,32.03,
2023/06/30 22:48:56,983.36,16.22,60.82,61.25,3.10,6453.13, 4.82,-2.42,486,134144,8312,8731.24,0.17,0.17,31.81,
2023/06/30 22:49:02,983.43,16.20,60.87,61.25,3.10,6437.50, 4.84,-2.19,486,133632,8300,8725.71,0.17,0.17,31.69,
2023/06/30 22:49:08,983.51,16.21,60.83,61.25,3.10,6437.50, 4.83,-2.41,485,133376,8303,8731.24,0.17,0.17,31.70,
2023/06/30 22:49:14,983.56,16.18,60.86,61.25,3.10,6421.88, 4.82,-2.42,485,133632,8302,8731.24,0.17,0.17,33.80,
2023/06/30 22:49:20,983.69,16.16,60.90,61.25,3.10,6421.88, 4.60,-2.41,485,133376,8299,8716.49,0.17,0.17,33.78,
2023/06/30 22:49:26,983.58,16.15,60.90,61.25,3.10,6406.25, 5.03,-2.19,485,133376,8302,8712.81,0.17,0.17,33.80,
2023/06/30 22:49:32,983.77,16.11,60.95,61.25,3.10,6406.25, 5.05,-2.42,485,133632,8291,8733.08,0.17,0.17,33.78,
2023/06/30 22:49:38,983.76,16.08,60.98,61.25,3.10,6390.63, 4.84,-2.41,485,133632,8289,8718.34,0.17,0.17,33.09,
2023/06/30 22:49:44,983.84,16.07,60.98,61.25,3.10,6390.63, 4.82,-2.20,483,133120,8276,8685.16,0.17,0.17,33.08,
2023/06/30 22:49:50,983.92,16.08,60.96,61.25,3.10,6375.00, 4.82,-2.41,482,132864,8283,8694.37,0.17,0.17,33.08,
2023/06/30 22:49:56,983.75,16.06,60.99,61.25,3.10,6390.63, 4.82,-2.42,483,132864,8274,8690.69,0.17,0.16,33.09,
2023/06/30 22:50:02,984.08,16.08,60.97,61.25,3.10,6375.00, 4.38,-1.96,482,132864,8272,8692.53,0.17,0.17,33.05,
2023/06/30 22:50:08,984.00,16.07,60.98,61.25,3.10,6359.38, 4.62,-2.20,483,132864,8267,8683.32,0.17,0.17,33.02,
2023/06/30 22:50:14,984.11,16.03,61.02,61.50,3.10,6359.38, 4.60,-2.41,484,132864,8271,8679.63,0.17,0.17,33.01,
