Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Kipp and Zonen Voltage [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/06/26 14:16:35,990.95,52.91,29.30,28.75,3.35,2484.38, 5.22,-1.09,194,51712,4474,4565.61,0.04,0.09,18.69,
2023/06/26 14:16:39,990.94,52.86,29.31,29.00,3.35,2500.00, 5.41,-0.65,198,52736,4502,4609.84,0.04,0.09,18.48,
2023/06/26 14:16:45,991.01,52.86,29.32,29.00,3.36,2515.63, 5.45,-0.65,197,52224,4514,4613.53,0.04,0.09,18.55,
2023/06/26 14:16:51,991.03,52.83,29.33,29.00,3.36,2515.63, 5.43,-0.65,199,52736,4509,4606.16,0.04,0.09,18.56,
2023/06/26 14:16:57,991.16,52.80,29.35,29.00,3.36,2500.00, 5.41,-1.51,196,52224,4497,4598.78,0.04,0.09,18.58,
2023/06/26 14:17:03,991.21,52.77,29.35,28.75,3.36,2500.00, 5.63,-0.65,197,52480,4477,4580.35,0.04,0.09,18.59,
2023/06/26 14:17:09,991.24,52.76,29.36,29.00,3.36,2484.38, 5.45,-0.43,195,51712,4449,4539.80,0.04,0.09,18.59,
2023/06/26 14:17:15,991.28,52.75,29.37,29.00,3.36,2468.75, 5.39,-0.43,194,51712,4434,4530.59,0.04,0.09,18.60,
2023/06/26 14:17:21,991.33,52.74,29.38,29.00,3.36,2453.13, 5.63,-0.43,192,51200,4403,4497.41,0.04,0.09,18.42,
2023/06/26 14:17:27,991.29,52.72,29.40,29.00,3.36,2437.50, 5.45,-0.43,190,50432,4387,4477.13,0.04,0.09,18.48,
2023/06/26 14:17:33,991.30,52.69,29.40,29.00,3.36,2421.88, 5.41,-0.65,190,50688,4369,4456.86,0.04,0.09,18.39,
2023/06/26 14:17:39,991.31,52.67,29.41,29.00,3.36,2406.25, 5.22,-0.65,189,50176,4359,4447.64,0.04,0.09,18.44,
2023/06/26 14:17:45,991.36,52.64,29.42,29.00,3.36,2406.25, 5.41,-0.86,188,50176,4342,4440.27,0.04,0.09,18.36,
2023/06/26 14:17:51,991.38,52.62,29.43,29.00,3.36,2406.25, 5.41,-0.87,191,50688,4348,4440.27,0.04,0.09,18.28,
2023/06/26 14:17:57,991.42,52.60,29.44,29.00,3.36,2406.25, 5.43,-0.87,190,50688,4353,4438.43,0.04,0.09,18.25,
