Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u [mV], IR_M_u [mV], PyroT_u [C], 
2024/10/18 21:41:53,989.34,11.41,37.53,37.25,4.42,2375.00,6.13,0.27,-69,-25088,5382,0.00,86.13,109.38,30.33,
2024/10/18 21:41:55,989.30,11.40,37.51,37.00,4.42,2390.63,5.70,0.27,-69,-25088,5382,0.00,86.13,109.38,30.33,
2024/10/18 21:42:11,989.22,11.52,37.34,37.00,4.42,2390.63,5.47,0.09,-69,-25088,5437,0.00,87.50,110.75,30.24,
2024/10/18 21:42:27,989.34,11.62,37.17,37.00,4.42,2421.88,6.31,0.00,-69,-25088,5457,0.00,88.63,111.88,30.21,
2024/10/18 21:42:42,989.20,11.70,37.01,37.00,4.42,2437.50,5.98,0.63,-69,-25088,5499,0.00,89.63,112.88,30.18,
2024/10/18 21:42:59,989.27,11.88,36.83,36.75,4.42,2437.50,5.58,0.27,-69,-25088,5488,0.00,89.38,112.50,30.16,
2024/10/18 21:43:15,989.30,11.88,36.75,36.75,4.42,2421.88,6.53,0.54,-69,-25088,5469,0.00,89.13,112.13,30.13,
2024/10/18 21:43:31,989.36,11.93,36.66,36.50,4.42,2421.88,6.34,-0.36,-69,-25088,5499,0.00,89.50,112.50,30.10,
2024/10/18 21:43:47,989.48,12.01,36.55,36.50,4.42,2406.25,5.41,0.44,-69,-25088,5435,0.00,88.13,111.00,30.07,
2024/10/18 21:44:03,989.57,12.12,36.44,36.25,4.42,2328.13,5.81,0.79,-69,-25088,5294,0.00,84.00,106.50,30.04,
2024/10/18 21:44:19,989.49,12.19,36.31,36.25,4.42,2265.63,6.19,0.27,-69,-25088,5215,0.00,81.63,104.13,30.00,
2024/10/18 21:44:35,989.27,12.26,36.25,36.25,4.42,2250.00,5.67,0.09,-69,-25088,5204,0.00,81.50,103.88,29.95,
2024/10/18 21:44:51,989.24,12.25,36.19,36.00,4.42,2234.38,5.84,0.91,-69,-25088,5158,0.00,80.25,102.50,29.92,
2024/10/18 21:45:07,989.40,12.35,36.10,36.00,4.42,2156.25,5.82,0.64,-69,-25088,5035,0.00,76.75,98.75,29.87,
2024/10/18 21:45:23,989.33,12.45,35.95,35.75,4.42,2062.50,6.46,0.45,-69,-25088,4882,0.00,72.13,93.63,29.83,
2024/10/18 21:45:39,989.37,12.56,35.82,35.50,4.42,1968.75,5.64,0.53,-69,-25088,4711,0.00,67.88,89.00,29.78,
2024/10/18 21:45:55,989.17,12.54,35.75,35.75,4.42,1890.63,5.97,0.53,-69,-25088,4565,0.00,64.75,85.38,29.71,
2024/10/18 21:46:11,989.19,12.70,35.61,35.50,4.42,1843.75,6.09,0.54,-69,-25088,4490,0.00,63.25,83.50,29.66,
2024/10/18 21:46:27,989.12,12.77,35.47,35.50,4.42,1828.13,6.47,0.45,-69,-25088,4486,0.00,62.63,82.75,29.59,
2024/10/18 21:46:43,989.24,12.86,35.34,35.00,4.42,1812.50,6.15,0.45,-69,-25088,4423,0.00,61.88,81.63,29.54,
2024/10/18 21:46:59,989.12,12.95,35.26,35.25,4.42,1812.50,6.79,0.18,-69,-25088,4442,0.00,62.38,82.13,29.49,
2024/10/18 21:47:15,989.19,12.99,35.17,35.00,4.42,1859.38,5.76,0.27,-69,-25088,4541,0.00,64.88,85.00,29.44,
2024/10/18 21:47:31,989.17,13.08,35.05,35.00,4.42,1921.88,5.46,0.36,-69,-25344,4651,0.00,67.63,88.00,29.40,
2024/10/18 21:47:47,989.07,13.11,35.01,35.00,4.43,1968.75,6.19,0.62,-69,-25088,4724,0.00,69.38,90.00,29.37,
2024/10/18 21:48:03,989.04,13.16,34.93,34.75,4.42,2000.00,5.21,0.36,-69,-25088,4796,0.00,71.63,92.25,29.34,
2024/10/18 21:48:19,988.98,13.23,34.88,34.75,4.42,2062.50,5.80,-0.35,-69,-25088,4897,0.00,74.00,94.75,29.32,
2024/10/18 21:48:35,989.03,13.21,34.83,34.75,4.42,2093.75,6.21,0.18,-69,-25088,4941,0.00,75.75,96.63,29.29,
