Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Pyro [uV], R_u [deg], P_u [deg], UVA_u, UVB_u, White_u, Vis_u [lx], IR_S_u, IR_M_u, PyroT_u [C], 
2023/05/22 23:34:52,985.02,25.93,35.71,35.50,4.49,937.50, 4.46,4.44,67,18176,2943,2785.08,0.04,0.05,29.67,
2023/05/22 23:34:58,985.02,25.93,35.72,35.50,4.49,921.88, 4.22,4.23,66,17920,2892,2751.90,0.04,0.05,29.67,
2023/05/22 23:35:04,985.06,25.94,35.72,35.50,4.49,921.88, 4.45,4.23,67,17920,2925,2779.55,0.04,0.05,29.67,
2023/05/22 23:35:10,985.01,25.95,35.70,35.50,4.49,953.13, 4.45,4.44,64,17408,2856,2729.78,0.04,0.05,29.68,
2023/05/22 23:35:16,985.01,25.96,35.70,35.25,4.49,906.25, 4.64,4.46,67,18176,2919,2764.80,0.04,0.05,29.68,
2023/05/22 23:35:22,985.05,25.97,35.71,35.50,4.49,921.88, 4.46,4.00,66,17664,2937,2768.49,0.04,0.05,29.68,
2023/05/22 23:35:28,985.06,25.98,35.70,35.50,4.48,906.25, 4.44,4.22,66,17664,2913,2753.74,0.04,0.05,29.68,
2023/05/22 23:35:34,985.06,25.99,35.70,35.50,4.49,906.25, 4.44,4.23,65,17408,2885,2742.68,0.04,0.05,29.70,
2023/05/22 23:35:40,985.04,25.99,35.70,35.50,4.48,906.25, 4.46,4.01,65,17664,2865,2729.78,0.04,0.05,29.70,
2023/05/22 23:35:46,985.02,26.00,35.70,35.50,4.49,921.88, 4.46,4.44,64,17408,2852,2709.50,0.04,0.05,29.70,
2023/05/22 23:35:52,985.05,26.01,35.70,35.50,4.49,921.88, 4.44,4.45,65,17152,2826,2703.97,0.04,0.05,29.70,
2023/05/22 23:35:58,984.95,26.02,35.70,35.50,4.49,906.25, 4.44,4.46,64,16896,2796,2687.39,0.04,0.05,29.70,
2023/05/22 23:36:04,984.99,26.02,35.70,35.50,4.49,906.25, 4.42,4.44,63,16896,2768,2678.17,0.04,0.05,29.70,
2023/05/22 23:36:10,985.04,26.04,35.70,35.50,4.48,906.25, 4.45,4.22,64,16896,2726,2650.52,0.04,0.05,29.71,
2023/05/22 23:36:16,985.01,26.04,35.71,35.50,4.49,906.25, 4.44,4.22,64,16896,2689,2628.40,0.04,0.05,29.71,
2023/05/22 23:36:22,985.02,26.05,35.71,35.50,4.49,906.25, 4.44,4.44,64,16896,2641,2609.97,0.03,0.05,29.71,
2023/05/22 23:36:28,985.00,26.06,35.71,35.50,4.49,906.25, 4.45,4.25,63,16384,2642,2597.07,0.03,0.05,29.71,
2023/05/22 23:36:34,985.00,26.06,35.71,35.25,4.49,906.25, 4.68,4.44,63,16384,2629,2591.54,0.03,0.05,29.71,
2023/05/22 23:36:40,985.04,26.06,35.71,35.50,4.48,906.25, 4.66,4.42,62,16128,2555,2549.15,0.03,0.04,29.71,
2023/05/22 23:36:46,985.01,26.07,35.72,35.50,4.49,906.25, 4.46,4.00,63,16384,2540,2545.46,0.03,0.04,29.72,
2023/05/22 23:36:52,985.03,26.08,35.72,35.50,4.49,906.25, 4.68,4.45,63,16384,2534,2538.09,0.03,0.04,29.72,
2023/05/22 23:36:58,985.01,26.08,35.72,35.50,4.48,890.63, 4.48,4.23,62,16128,2558,2547.30,0.03,0.04,29.72,
2023/05/22 23:37:04,985.03,26.09,35.72,35.50,4.48,890.63, 4.44,4.24,63,16384,2546,2538.09,0.03,0.04,29.71,
2023/05/22 23:37:10,985.01,26.09,35.72,35.50,4.49,906.25, 4.44,4.45,63,16384,2550,2539.93,0.03,0.04,29.70,
2023/05/22 23:37:16,984.97,26.10,35.72,35.50,4.48,906.25, 4.68,4.44,62,16128,2526,2527.03,0.03,0.04,29.70,
2023/05/22 23:37:22,985.03,26.10,35.72,35.50,4.48,906.25, 4.46,4.47,62,16128,2561,2547.30,0.03,0.04,29.71,
2023/05/22 23:37:28,985.01,26.11,35.73,35.50,4.49,906.25, 4.46,4.01,61,15872,2539,2539.93,0.03,0.04,29.70,
2023/05/22 23:37:34,984.98,26.12,35.72,35.50,4.49,906.25, 4.46,4.23,62,16384,2537,2530.71,0.03,0.04,29.70,
2023/05/22 23:37:40,984.97,26.12,35.72,35.50,4.49,906.25, 4.24,4.01,62,16128,2516,2521.50,0.03,0.04,29.70,
2023/05/22 23:37:46,985.02,26.13,35.72,35.50,4.48,890.63, 4.44,4.44,61,15872,2498,2514.12,0.03,0.04,29.69,
2023/05/22 23:37:52,985.06,26.13,35.72,35.50,4.48,906.25, 4.68,4.46,62,16384,2497,2504.91,0.03,0.04,29.69,
2023/05/22 23:37:58,985.01,26.15,35.72,35.50,4.49,906.25, 4.46,4.46,62,16384,2482,2499.38,0.03,0.04,29.69,
2023/05/22 23:38:04,984.98,26.16,35.72,35.50,4.48,906.25, 4.46,4.47,63,16128,2482,2503.07,0.03,0.04,29.69,
2023/05/22 23:38:10,984.96,26.16,35.71,35.50,4.49,906.25, 4.44,4.22,60,15616,2482,2503.07,0.03,0.04,29.68,
2023/05/22 23:38:16,984.97,26.17,35.71,35.50,4.48,906.25, 4.46,4.47,61,15872,2479,2497.54,0.03,0.04,29.68,
2023/05/22 23:38:22,985.00,26.18,35.71,35.50,4.49,906.25, 4.46,4.44,61,15872,2484,2497.54,0.03,0.04,29.68,
2023/05/22 23:38:28,984.98,26.19,35.71,35.25,4.49,921.88, 4.44,4.23,60,15616,2492,2490.16,0.03,0.04,29.67,
2023/05/22 23:38:34,985.01,26.20,35.70,35.25,4.49,906.25, 4.44,4.01,62,16128,2554,2517.81,0.03,0.04,29.67,
2023/05/22 23:38:40,984.94,26.20,35.70,35.50,4.49,906.25, 4.46,4.22,62,16128,2517,2503.07,0.03,0.04,29.67,
2023/05/22 23:38:46,984.95,26.21,35.69,35.50,4.48,890.63, 4.44,4.44,62,16384,2516,2504.91,0.03,0.04,29.65,
2023/05/22 23:38:52,985.00,26.22,35.68,35.50,4.49,906.25, 4.46,4.45,61,15872,2499,2497.54,0.03,0.04,29.66,
