time,Pyro [uV],IR_S_u
2023-06-10 15:40:48-05:00,203,0.0
2023-06-10 15:40:54-05:00,203,0.0
2023-06-10 15:41:00-05:00,203,0.0
2023-06-10 15:41:06-05:00,203,0.0
2023-06-10 15:41:12-05:00,203,0.0
2023-06-10 15:41:18-05:00,203,0.0
2023-06-10 15:41:24-05:00,203,0.0
2023-06-10 15:41:30-05:00,203,0.0
2023-06-10 15:41:36-05:00,203,0.0
2023-06-10 15:41:42-05:00,203,0.0
2023-06-10 15:41:48-05:00,203,0.0
2023-06-10 15:41:54-05:00,203,0.0
2023-06-10 15:42:00-05:00,203,0.0
2023-06-10 15:42:06-05:00,203,0.0
2023-06-10 15:42:12-05:00,203,0.0
2023-06-10 15:42:18-05:00,188,0.0
2023-06-10 15:42:24-05:00,188,0.0
2023-06-10 15:42:30-05:00,188,0.0
2023-06-10 15:42:36-05:00,188,0.0
2023-06-10 15:42:42-05:00,188,0.0
2023-06-10 15:42:48-05:00,188,0.0
2023-06-10 15:42:54-05:00,188,0.0
2023-06-10 15:43:00-05:00,188,0.0
2023-06-10 15:43:06-05:00,188,0.0
2023-06-10 15:43:12-05:00,188,0.0
2023-06-10 15:43:18-05:00,188,0.0
2023-06-10 15:43:24-05:00,172,0.0
2023-06-10 15:43:30-05:00,172,0.0
2023-06-10 15:43:36-05:00,172,0.0
2023-06-10 15:43:42-05:00,188,0.0
2023-06-10 15:43:48-05:00,188,0.0
2023-06-10 15:43:54-05:00,188,0.0
2023-06-10 15:44:00-05:00,188,0.0
2023-06-10 15:44:06-05:00,172,0.0
2023-06-10 15:44:12-05:00,172,0.0
2023-06-10 15:44:18-05:00,188,0.0
2023-06-10 15:44:24-05:00,172,0.0
2023-06-10 15:44:30-05:00,172,0.0
2023-06-10 15:44:36-05:00,172,0.0
2023-06-10 15:44:42-05:00,172,0.0
2023-06-10 15:44:48-05:00,172,0.0
2023-06-10 15:44:54-05:00,172,0.0
2023-06-10 15:45:00-05:00,172,0.0
2023-06-10 15:45:06-05:00,172,0.0
2023-06-10 15:45:12-05:00,172,0.0
2023-06-10 15:45:18-05:00,172,0.0
2023-06-10 15:45:24-05:00,172,0.0
2023-06-10 15:45:30-05:00,156,0.0
2023-06-10 15:45:36-05:00,172,0.0
2023-06-10 15:45:42-05:00,172,0.0
2023-06-10 15:45:48-05:00,172,0.0
2023-06-10 15:45:54-05:00,156,0.0
2023-06-10 15:46:00-05:00,156,0.0
2023-06-10 15:46:06-05:00,156,0.0
2023-06-10 15:46:12-05:00,156,0.0
2023-06-10 15:46:18-05:00,156,0.0
2023-06-10 15:46:24-05:00,156,0.0
2023-06-10 15:46:30-05:00,156,0.0
2023-06-10 15:46:36-05:00,156,0.0
2023-06-10 15:46:42-05:00,156,0.0
2023-06-10 15:46:48-05:00,156,0.0
2023-06-10 15:46:54-05:00,156,0.0
2023-06-10 15:47:00-05:00,156,0.0
2023-06-10 15:47:06-05:00,156,0.0
2023-06-10 15:47:12-05:00,156,0.0
2023-06-10 15:47:18-05:00,156,0.0
2023-06-10 15:47:24-05:00,156,0.0
2023-06-10 15:47:30-05:00,156,0.0
2023-06-10 15:47:36-05:00,156,0.0
2023-06-10 15:47:42-05:00,156,0.0
2023-06-10 15:47:48-05:00,156,0.0
2023-06-10 15:47:54-05:00,156,0.0
2023-06-10 15:48:00-05:00,156,0.0
2023-06-10 15:48:06-05:00,156,0.0
2023-06-10 15:48:12-05:00,156,0.0
2023-06-10 15:48:18-05:00,156,0.0
2023-06-10 15:48:24-05:00,156,0.0
2023-06-10 15:48:30-05:00,156,0.0
2023-06-10 15:48:36-05:00,156,0.0
2023-06-10 15:48:42-05:00,156,0.0
2023-06-10 15:48:48-05:00,156,0.0
2023-06-10 15:48:54-05:00,156,0.0
2023-06-10 15:49:00-05:00,156,0.0
2023-06-10 15:49:06-05:00,156,0.0
2023-06-10 15:49:12-05:00,156,0.0
2023-06-10 15:49:18-05:00,172,0.0
2023-06-10 15:49:24-05:00,172,0.0
2023-06-10 15:49:30-05:00,156,0.0
2023-06-10 15:49:36-05:00,172,0.0
2023-06-10 15:49:42-05:00,172,0.0
2023-06-10 15:49:48-05:00,172,0.0
2023-06-10 15:49:54-05:00,172,0.0
2023-06-10 15:50:00-05:00,172,0.0
2023-06-10 15:50:06-05:00,172,0.0
2023-06-10 15:50:12-05:00,172,0.0
2023-06-10 15:50:18-05:00,172,0.0
2023-06-10 15:50:24-05:00,172,0.0
2023-06-10 15:50:30-05:00,172,0.0
2023-06-10 15:50:36-05:00,172,0.0
2023-06-10 15:50:42-05:00,172,0.0
2023-06-10 15:50:48-05:00,172,0.0
2023-06-10 15:50:54-05:00,172,0.0
2023-06-10 15:51:00-05:00,188,0.0
2023-06-10 15:51:06-05:00,188,0.0
2023-06-10 15:51:12-05:00,188,0.0
2023-06-10 15:51:18-05:00,188,0.0
2023-06-10 15:51:24-05:00,188,0.0
2023-06-10 15:51:30-05:00,188,0.0
2023-06-10 15:51:36-05:00,188,0.0
2023-06-10 15:51:42-05:00,203,0.0
2023-06-10 15:51:48-05:00,203,0.0
2023-06-10 15:51:54-05:00,188,0.0
2023-06-10 15:52:00-05:00,203,0.0
2023-06-10 15:52:06-05:00,203,0.0
2023-06-10 15:52:12-05:00,219,0.0
2023-06-10 15:52:18-05:00,203,0.0
2023-06-10 15:52:24-05:00,203,0.0
2023-06-10 15:52:30-05:00,203,0.0
2023-06-10 15:52:36-05:00,203,0.0
2023-06-10 15:52:42-05:00,219,0.0
2023-06-10 15:52:48-05:00,219,0.0
2023-06-10 15:52:54-05:00,219,0.0
2023-06-10 15:53:00-05:00,219,0.0
2023-06-10 15:53:06-05:00,219,0.0
2023-06-10 15:53:12-05:00,219,0.0
2023-06-10 15:53:18-05:00,219,0.0
2023-06-10 15:53:24-05:00,234,0.0
2023-06-10 15:53:30-05:00,234,0.0
2023-06-10 15:53:36-05:00,234,0.0
2023-06-10 15:53:42-05:00,250,0.0
2023-06-10 15:53:48-05:00,250,0.0
2023-06-10 15:53:54-05:00,250,0.0
2023-06-10 15:54:00-05:00,250,0.0
2023-06-10 15:54:06-05:00,250,0.0
2023-06-10 15:54:12-05:00,266,0.0
2023-06-10 15:54:18-05:00,266,0.0
2023-06-10 15:54:24-05:00,266,0.0
2023-06-10 15:54:30-05:00,266,0.0
2023-06-10 15:54:36-05:00,266,0.0
2023-06-10 15:54:42-05:00,266,0.0
2023-06-10 15:54:48-05:00,266,0.0
2023-06-10 15:54:54-05:00,266,0.0
2023-06-10 15:55:00-05:00,281,0.0
2023-06-10 15:55:06-05:00,281,0.0
2023-06-10 15:55:12-05:00,281,0.0
2023-06-10 15:55:18-05:00,281,0.0
2023-06-10 15:55:24-05:00,281,0.0
2023-06-10 15:55:30-05:00,297,0.0
2023-06-10 15:55:36-05:00,297,0.0
2023-06-11 06:00:00-05:00,312,0.0
2023-06-11 06:00:06-05:00,312,0.0
2023-06-11 06:00:12-05:00,312,0.0
2023-06-11 06:00:18-05:00,312,0.0
2023-06-11 06:00:24-05:00,312,0.0
2023-06-11 06:00:30-05:00,312,0.0
2023-06-11 06:00:36-05:00,312,0.0
2023-06-11 06:00:42-05:00,312,0.0
2023-06-11 06:00:48-05:00,312,0.0
2023-06-11 06:00:54-05:00,312,0.0
2023-06-11 06:01:00-05:00,312,0.0
2023-06-11 06:01:06-05:00,312,0.0
2023-06-11 06:01:12-05:00,312,0.0
2023-06-11 06:01:18-05:00,312,0.0
2023-06-11 06:01:24-05:00,312,0.0
2023-06-11 06:01:30-05:00,312,0.0
2023-06-11 06:01:36-05:00,312,0.0
2023-06-11 06:01:42-05:00,328,0.0
2023-06-11 06:01:48-05:00,328,0.0
2023-06-11 06:01:54-05:00,328,0.0
2023-06-11 06:02:00-05:00,328,0.0
2023-06-11 06:02:06-05:00,328,0.0
2023-06-11 06:02:12-05:00,328,0.0
2023-06-11 06:02:18-05:00,312,0.0
2023-06-11 06:02:24-05:00,312,0.0
2023-06-11 06:02:30-05:00,312,0.0
2023-06-11 06:02:36-05:00,328,0.0
2023-06-11 06:02:42-05:00,312,0.0
2023-06-11 06:02:48-05:00,328,0.0
2023-06-11 06:02:54-05:00,328,0.0
2023-06-11 06:03:00-05:00,328,0.0
2023-06-11 06:03:06-05:00,328,0.0
2023-06-11 06:03:12-05:00,328,0.0
2023-06-11 06:03:18-05:00,328,0.0
2023-06-11 06:03:24-05:00,328,0.0
2023-06-11 06:03:30-05:00,328,0.0
2023-06-11 06:03:36-05:00,328,0.0
2023-06-11 06:03:42-05:00,328,0.0
2023-06-11 06:03:48-05:00,328,0.0
2023-06-11 06:03:54-05:00,328,0.0
2023-06-11 06:04:00-05:00,328,0.0
2023-06-11 06:04:06-05:00,328,0.0
2023-06-11 06:04:12-05:00,344,0.0
2023-06-11 06:04:18-05:00,344,0.0
2023-06-11 06:04:24-05:00,344,0.0
2023-06-11 06:04:30-05:00,344,0.0
2023-06-11 06:04:36-05:00,344,0.0
2023-06-11 06:04:42-05:00,344,0.0
2023-06-11 06:04:48-05:00,344,0.0
2023-06-11 06:04:54-05:00,344,0.0
2023-06-11 06:05:00-05:00,344,0.0
2023-06-11 06:05:06-05:00,344,0.0
2023-06-11 06:05:12-05:00,344,0.0
2023-06-11 06:05:18-05:00,344,0.0
2023-06-12 17:54:24-05:00,4594,0.0
2023-06-12 17:54:30-05:00,4375,0.0
2023-06-12 17:54:36-05:00,4453,0.0
2023-06-12 17:54:42-05:00,3797,0.0
2023-06-12 17:54:48-05:00,3719,0.0
2023-06-12 17:55:18-05:00,5141,0.0
2023-06-12 17:55:24-05:00,4953,0.0
2023-06-12 17:56:48-05:00,5219,0.0
2023-06-12 17:56:54-05:00,5312,0.0
2023-06-12 17:57:06-05:00,5359,0.0
2023-06-12 17:57:12-05:00,4141,0.0
2023-06-12 17:57:18-05:00,3328,0.0
2023-06-12 17:57:24-05:00,3031,0.0
2023-06-12 17:57:30-05:00,2766,0.0
2023-06-12 17:57:36-05:00,3938,0.0
2023-06-12 17:57:42-05:00,5188,0.0
2023-06-13 12:09:18-05:00,11562,0.0
2023-06-13 12:09:24-05:00,11531,0.0
2023-06-13 12:09:30-05:00,11531,0.0
2023-06-13 12:09:36-05:00,11531,0.0
2023-06-13 12:09:42-05:00,11547,0.0
2023-06-13 12:09:48-05:00,11531,0.0
2023-06-13 12:09:54-05:00,11516,0.0
2023-06-13 12:10:00-05:00,11516,0.0
2023-06-13 12:10:06-05:00,11531,0.0
2023-06-13 12:10:12-05:00,11547,0.0
2023-06-13 12:10:18-05:00,11531,0.0
2023-06-13 12:10:24-05:00,11531,0.0
2023-06-13 12:10:30-05:00,11531,0.0
2023-06-13 12:10:36-05:00,11531,0.0
2023-06-13 12:10:42-05:00,11547,0.0
2023-06-13 12:10:48-05:00,11562,0.0
2023-06-13 12:10:54-05:00,11562,0.0
2023-06-13 12:11:00-05:00,11562,0.0
2023-06-13 12:11:06-05:00,11562,0.0
2023-06-13 12:11:12-05:00,11547,0.0
2023-06-13 12:11:18-05:00,11562,0.0
2023-06-13 12:11:24-05:00,11547,0.0
2023-06-13 12:11:30-05:00,11531,0.0
2023-06-13 12:11:36-05:00,11531,0.0
2023-06-13 12:11:42-05:00,11547,0.0
2023-06-13 12:11:48-05:00,11531,0.0
2023-06-13 12:11:54-05:00,11547,0.0
2023-06-13 12:12:00-05:00,11562,0.0
2023-06-13 12:12:06-05:00,11562,0.0
2023-06-13 12:12:12-05:00,11578,0.0
2023-06-13 12:12:18-05:00,11578,0.0
2023-06-13 12:12:24-05:00,11578,0.0
2023-06-13 12:12:30-05:00,11578,0.0
2023-06-13 12:12:36-05:00,11594,0.0
2023-06-13 12:12:42-05:00,11578,0.0
2023-06-13 12:12:48-05:00,11609,0.0
2023-06-13 12:12:54-05:00,11594,0.0
2023-06-13 12:13:00-05:00,11625,0.0
2023-06-13 12:13:06-05:00,11625,0.0
2023-06-13 12:13:12-05:00,11609,0.0
2023-06-13 12:13:18-05:00,11625,0.0
2023-06-13 12:13:24-05:00,11656,0.0
2023-06-13 12:13:30-05:00,11672,0.0
2023-06-13 12:13:36-05:00,11656,0.0
2023-06-13 12:13:42-05:00,11625,0.0
2023-06-13 12:13:48-05:00,11625,0.0
2023-06-13 12:13:54-05:00,11656,0.0
2023-06-13 12:14:00-05:00,11625,0.0
2023-06-13 12:14:06-05:00,11641,0.0
2023-06-13 12:14:12-05:00,11625,0.0
2023-06-13 12:14:18-05:00,11594,0.0
2023-06-13 12:14:24-05:00,11609,0.0
2023-06-13 12:14:30-05:00,11578,0.0
2023-06-13 12:14:36-05:00,11594,0.0
2023-06-13 12:14:42-05:00,11625,0.0
2023-06-13 12:14:48-05:00,11609,0.0
2023-06-13 12:14:54-05:00,11609,0.0
2023-06-13 12:15:00-05:00,11578,0.0
2023-06-13 12:15:06-05:00,11578,0.0
2023-06-13 12:15:12-05:00,11578,0.0
2023-06-13 12:15:18-05:00,11578,0.0
2023-06-13 12:15:24-05:00,11578,0.0
2023-06-13 12:15:30-05:00,11594,0.0
2023-06-13 12:15:36-05:00,11609,0.0
2023-06-13 12:15:42-05:00,11625,0.0
2023-06-13 12:15:48-05:00,11625,0.0
2023-06-13 12:15:54-05:00,11609,0.0
2023-06-13 12:16:00-05:00,11609,0.0
2023-06-13 12:16:06-05:00,11609,0.0
2023-06-13 12:16:12-05:00,11625,0.0
2023-06-13 12:16:18-05:00,11641,0.0
2023-06-13 12:16:24-05:00,11656,0.0
2023-06-13 12:16:30-05:00,11656,0.0
2023-06-13 12:16:36-05:00,11656,0.0
2023-06-13 12:16:42-05:00,11656,0.0
2023-06-13 12:16:48-05:00,11672,0.0
2023-06-13 12:16:54-05:00,11672,0.0
2023-06-13 12:17:00-05:00,11688,0.0
2023-06-13 12:17:06-05:00,11703,0.0
2023-06-13 12:17:12-05:00,11703,0.0
2023-06-13 12:17:18-05:00,11703,0.0
2023-06-13 12:17:24-05:00,11734,0.0
2023-06-13 12:17:30-05:00,11734,0.0
2023-06-13 12:17:36-05:00,11703,0.0
2023-06-13 12:17:42-05:00,11719,0.0
2023-06-13 12:17:48-05:00,11719,0.0
2023-06-13 12:17:54-05:00,11719,0.0
2023-06-13 12:18:00-05:00,11719,0.0
2023-06-13 12:18:06-05:00,11719,0.0
2023-06-13 12:18:12-05:00,11703,0.0
2023-06-13 12:18:18-05:00,11688,0.0
2023-06-13 12:18:24-05:00,11688,0.0
2023-06-13 12:18:30-05:00,11688,0.0
2023-06-13 12:18:36-05:00,11688,0.0
2023-06-13 12:18:42-05:00,11688,0.0
2023-06-13 12:18:48-05:00,11703,0.0
2023-06-13 12:18:54-05:00,11703,0.0
2023-06-13 12:19:00-05:00,11688,0.0
2023-06-13 12:19:06-05:00,11688,0.0
2023-06-13 12:19:12-05:00,11688,0.0
2023-06-13 12:19:18-05:00,11672,0.0
2023-06-13 12:19:24-05:00,11688,0.0
2023-06-13 12:19:30-05:00,11688,0.0
2023-06-13 12:19:36-05:00,11703,0.0
2023-06-13 12:19:42-05:00,11703,0.0
2023-06-13 12:19:48-05:00,11688,0.0
2023-06-13 12:19:54-05:00,11688,0.0
2023-06-13 12:20:00-05:00,11688,0.0
2023-06-13 12:20:06-05:00,11703,0.0
2023-06-13 12:20:12-05:00,11703,0.0
2023-06-13 12:20:18-05:00,11719,0.0
2023-06-13 12:20:24-05:00,11703,0.0
2023-06-13 12:20:30-05:00,11703,0.0
2023-06-13 12:20:36-05:00,11719,0.0
2023-06-13 12:20:42-05:00,11734,0.0
2023-06-13 12:20:48-05:00,11766,0.0
2023-06-13 12:20:54-05:00,11797,0.0
2023-06-13 12:21:00-05:00,11828,0.0
2023-06-13 12:21:06-05:00,11828,0.0
2023-06-13 12:21:12-05:00,11844,0.0
2023-06-13 12:21:18-05:00,11875,0.0
2023-06-13 12:21:24-05:00,11891,0.0
2023-06-13 12:21:30-05:00,11891,0.0
2023-06-13 12:21:36-05:00,11922,0.0
2023-06-13 12:21:42-05:00,11953,0.0
2023-06-13 12:21:48-05:00,11953,0.0
2023-06-13 12:21:54-05:00,11969,0.0
2023-06-13 12:22:00-05:00,11969,0.0
2023-06-13 12:22:06-05:00,12000,0.0
2023-06-13 12:22:12-05:00,12031,0.0
2023-06-13 12:22:18-05:00,12047,0.0
2023-06-13 12:22:24-05:00,12000,0.0
2023-06-13 12:22:30-05:00,12016,0.0
2023-06-13 12:22:36-05:00,11984,0.0
2023-06-13 12:22:42-05:00,11953,0.0
2023-06-13 12:22:48-05:00,12000,0.0
2023-06-13 12:22:54-05:00,11984,0.0
2023-06-13 12:23:00-05:00,11984,0.0
2023-06-13 12:23:06-05:00,12000,0.0
2023-06-13 12:23:12-05:00,11969,0.0
2023-06-13 12:23:18-05:00,11922,0.0
2023-06-13 12:23:24-05:00,11906,0.0
2023-06-13 12:23:30-05:00,11906,0.0
2023-06-13 12:23:36-05:00,11891,0.0
2023-06-13 12:23:42-05:00,11875,0.0
2023-06-13 12:23:48-05:00,11922,0.0
2023-06-13 12:23:54-05:00,11953,0.0
2023-06-13 12:24:00-05:00,11938,0.0
2023-06-13 12:24:06-05:00,11922,0.0
2023-06-13 12:24:12-05:00,11906,0.0
2023-06-13 12:24:18-05:00,11922,0.0
2023-06-13 12:24:24-05:00,11938,0.0
2023-06-13 12:24:30-05:00,11953,0.0
2023-06-13 12:24:36-05:00,11969,0.0
2023-06-13 12:24:42-05:00,11969,0.0
2023-06-13 12:24:48-05:00,11922,0.0
2023-06-13 12:24:54-05:00,11891,0.0
2023-06-13 12:25:00-05:00,11891,0.0
2023-06-13 12:25:06-05:00,11938,0.0
2023-06-13 12:25:12-05:00,11984,0.0
2023-06-13 12:25:18-05:00,12031,0.0
2023-06-13 12:25:24-05:00,12047,0.0
2023-06-13 12:25:30-05:00,11797,0.0
2023-06-13 12:25:36-05:00,12000,0.0
2023-06-13 12:25:42-05:00,12094,0.0
2023-06-13 12:25:48-05:00,12125,0.0
2023-06-13 12:25:54-05:00,11906,0.0
2023-06-13 12:26:00-05:00,10422,0.0
2023-06-13 12:26:06-05:00,5422,0.0
2023-06-13 12:26:12-05:00,5281,0.0
2023-06-13 12:26:18-05:00,3141,0.0
2023-06-13 12:26:24-05:00,7531,0.0
2023-06-13 12:26:30-05:00,11156,0.0
2023-06-13 12:26:36-05:00,11953,0.0
2023-06-13 12:26:42-05:00,12062,0.0
2023-06-13 12:26:48-05:00,12031,0.0
2023-06-13 12:26:54-05:00,12094,0.0
2023-06-13 12:27:00-05:00,12078,0.0
2023-06-13 12:27:06-05:00,12016,0.0
2023-06-13 12:27:12-05:00,12016,0.0
2023-06-13 12:27:18-05:00,12016,0.0
2023-06-13 12:27:24-05:00,12000,0.0
2023-06-13 12:27:30-05:00,11969,0.0
2023-06-13 12:27:36-05:00,11953,0.0
2023-06-13 12:27:42-05:00,11953,0.0
2023-06-13 12:27:48-05:00,11969,0.0
2023-06-13 12:27:54-05:00,11969,0.0
2023-06-13 12:28:00-05:00,11953,0.0
2023-06-13 12:28:06-05:00,11969,0.0
2023-06-13 12:28:12-05:00,11953,0.0
2023-06-13 12:28:18-05:00,11969,0.0
2023-06-13 12:28:24-05:00,12000,0.0
2023-06-13 12:28:30-05:00,11984,0.0
2023-06-13 12:28:36-05:00,12016,0.0
2023-06-13 12:28:42-05:00,12031,0.0
2023-06-13 12:28:48-05:00,12078,0.0
2023-06-13 12:28:54-05:00,12094,0.0
2023-06-13 12:29:00-05:00,12109,0.0
2023-06-13 12:29:06-05:00,12109,0.0
2023-06-13 12:29:12-05:00,12125,0.0
2023-06-13 12:29:18-05:00,12125,0.0
2023-06-13 12:29:24-05:00,12125,0.0
2023-06-13 12:29:30-05:00,12109,0.0
2023-06-13 12:29:36-05:00,12109,0.0
2023-06-13 12:29:42-05:00,12109,0.0
2023-06-13 12:29:48-05:00,12078,0.0
2023-06-13 12:29:54-05:00,12047,0.0
2023-06-13 12:30:00-05:00,12031,0.0
2023-06-13 12:30:06-05:00,12000,0.0
2023-06-13 12:30:12-05:00,11656,0.0
2023-06-13 12:30:18-05:00,11828,0.0
2023-06-13 12:30:24-05:00,11875,0.0
2023-06-13 12:30:30-05:00,11922,0.0
2023-06-13 12:30:36-05:00,11859,0.0
2023-06-13 12:30:42-05:00,11594,0.0
2023-06-13 12:30:48-05:00,11844,0.0
2023-06-13 12:30:54-05:00,11844,0.0
2023-06-13 12:31:00-05:00,11766,0.0
2023-06-13 12:31:06-05:00,11578,0.0
2023-06-13 12:31:12-05:00,11844,0.0
2023-06-13 12:31:18-05:00,11859,0.0
2023-06-13 12:31:24-05:00,11844,0.0
2023-06-13 12:31:30-05:00,11844,0.0
2023-06-13 12:31:36-05:00,11859,0.0
2023-06-13 12:31:42-05:00,11859,0.0
2023-06-13 12:31:48-05:00,11844,0.0
2023-06-13 12:31:54-05:00,11812,0.0
2023-06-13 12:32:00-05:00,11766,0.0
2023-06-13 12:32:06-05:00,11750,0.0
2023-06-13 12:32:12-05:00,11719,0.0
2023-06-13 12:32:18-05:00,11719,0.0
2023-06-13 12:32:24-05:00,11750,0.0
2023-06-13 12:32:30-05:00,11750,0.0
2023-06-13 12:32:36-05:00,11750,0.0
2023-06-13 12:32:42-05:00,11766,0.0
2023-06-13 12:32:48-05:00,11734,0.0
2023-06-13 12:32:54-05:00,11734,0.0
2023-06-13 12:33:00-05:00,11750,0.0
2023-06-13 12:33:06-05:00,11750,0.0
2023-06-13 12:33:12-05:00,11750,0.0
2023-06-13 12:33:18-05:00,11750,0.0
2023-06-13 12:33:24-05:00,11750,0.0
2023-06-13 12:33:30-05:00,11750,0.0
2023-06-13 12:33:36-05:00,11750,0.0
2023-06-13 12:33:42-05:00,11750,0.0
2023-06-13 12:33:48-05:00,11766,0.0
2023-06-13 12:33:54-05:00,11781,0.0
2023-06-13 12:34:00-05:00,11766,0.0
2023-06-13 12:34:06-05:00,11750,0.0
2023-06-13 12:34:12-05:00,11750,0.0
2023-06-13 12:34:18-05:00,11750,0.0
2023-06-13 12:34:24-05:00,11750,0.0
2023-06-13 12:34:30-05:00,11750,0.0
2023-06-13 12:34:36-05:00,11750,0.0
2023-06-13 12:34:42-05:00,11781,0.0
2023-06-13 12:34:48-05:00,11750,0.0
2023-06-13 12:34:54-05:00,11781,0.0
2023-06-13 12:35:00-05:00,11797,0.0
2023-06-13 12:35:06-05:00,11812,0.0
2023-06-13 12:35:12-05:00,11812,0.0
2023-06-13 12:35:18-05:00,11844,0.0
2023-06-13 12:35:24-05:00,11859,0.0
2023-06-13 12:35:30-05:00,11844,0.0
2023-06-13 12:35:36-05:00,11812,0.0
2023-06-13 12:35:42-05:00,11812,0.0
2023-06-13 12:35:48-05:00,11828,0.0
2023-06-13 12:35:54-05:00,11828,0.0
2023-06-13 12:36:00-05:00,11828,0.0
2023-06-13 12:36:06-05:00,11828,0.0
2023-06-13 12:36:12-05:00,11828,0.0
2023-06-13 12:36:18-05:00,11859,0.0
2023-06-13 12:36:24-05:00,11828,0.0
2023-06-13 12:36:30-05:00,11844,0.0
2023-06-13 12:36:36-05:00,11812,0.0
2023-06-13 12:36:42-05:00,11844,0.0
2023-06-13 12:36:48-05:00,11844,0.0
2023-06-13 12:36:54-05:00,11812,0.0
2023-06-13 12:37:00-05:00,11828,0.0
2023-06-13 12:37:06-05:00,11828,0.0
2023-06-13 12:37:12-05:00,11859,0.0
2023-06-13 12:37:18-05:00,11859,0.0
2023-06-13 12:37:24-05:00,11875,0.0
2023-06-13 12:37:30-05:00,11875,0.0
2023-06-13 12:37:36-05:00,11906,0.0
2023-06-13 12:37:42-05:00,11953,0.0
2023-06-13 12:37:48-05:00,11906,0.0
2023-06-13 12:37:54-05:00,11922,0.0
2023-06-13 12:38:00-05:00,11875,0.0
2023-06-13 12:38:06-05:00,11859,0.0
2023-06-13 12:38:12-05:00,11906,0.0
2023-06-13 12:38:18-05:00,11906,0.0
2023-06-13 12:38:24-05:00,11875,0.0
2023-06-13 12:38:30-05:00,11875,0.0
2023-06-13 12:38:36-05:00,11859,0.0
2023-06-13 12:38:42-05:00,11891,0.0
2023-06-13 12:38:48-05:00,11953,0.0
2023-06-13 12:38:54-05:00,11938,0.0
2023-06-13 12:39:00-05:00,11906,0.0
2023-06-13 12:39:06-05:00,11922,0.0
2023-06-13 12:39:12-05:00,11922,0.0
2023-06-13 12:39:18-05:00,11922,0.0
2023-06-13 12:39:24-05:00,11906,0.0
2023-06-13 12:39:30-05:00,11875,0.0
2023-06-13 12:39:36-05:00,11828,0.0
2023-06-13 12:39:42-05:00,11828,0.0
2023-06-13 12:39:48-05:00,11844,0.0
2023-06-13 12:39:54-05:00,11859,0.0
2023-06-13 12:40:00-05:00,11812,0.0
2023-06-13 12:40:06-05:00,11812,0.0
2023-06-13 12:40:12-05:00,11797,0.0
