filename,time,b,g,r
RCNX0001,2023-06-14 13:27:00,128.92565938765534,137.4372438381511,131.9204436356654
RCNX0002,2023-06-14 13:30:00,131.26106470814133,139.82571219103477,134.20586073872363
RCNX0003,2023-06-14 13:33:00,130.10490067727972,138.95984193897502,133.63550263580507
RCNX0004,2023-06-14 13:36:00,128.63352447283899,137.60781533654517,132.692452607876
RCNX0005,2023-06-14 13:39:00,127.67899691034772,136.56134923544198,131.6386926581483
RCNX0006,2023-06-14 13:42:00,126.8318784038542,135.8016395231113,130.92007881231672
RCNX0007,2023-06-14 13:45:00,126.7386333088954,135.5798264907136,130.60347847716798
RCNX0008,2023-06-14 13:48:00,126.25764165270213,135.17721905111017,130.4419677768468
RCNX0009,2023-06-14 13:51:00,125.78077127845273,134.76305639924593,130.06104637969557
RCNX0010,2023-06-14 13:54:00,124.3706116464181,133.590821812596,129.22391033026113
RCNX0011,2023-06-14 13:57:00,123.2575020074012,132.4556962191035,128.18403592375367
RCNX0012,2023-06-14 14:00:00,123.1733731322441,132.45935798072895,128.19916605571848
RCNX0013,2023-06-14 14:03:00,124.57203297374669,133.6330130219243,128.99088159824046
RCNX0014,2023-06-14 14:06:00,124.11168438416422,133.50726635595586,129.22502749266863
RCNX0015,2023-06-14 14:09:00,121.68434183424102,131.18048675115207,127.28212452869711
RCNX0016,2023-06-14 14:12:00,119.75031769305963,129.06473039729087,125.24255777824327
RCNX0017,2023-06-14 14:15:00,120.88195477237817,129.8769703079179,125.63275773285854
RCNX0018,2023-06-14 14:18:00,121.84532886468371,130.61937229437228,126.00933747032538
RCNX0019,2023-06-14 14:21:00,121.78413847577154,130.3450020074012,125.68814673229996
RCNX0020,2023-06-14 14:24:00,121.40522404342968,129.72782563538613,124.96310396592655
RCNX0021,2023-06-14 14:27:00,120.78581421938277,129.21030495042592,124.44021304636225
RCNX0022,2023-06-14 14:30:00,121.55055770842061,129.74226932341853,124.79696184192152
RCNX0023,2023-06-14 14:33:00,121.66042146697389,129.67604559419075,124.59965001396453
RCNX0024,2023-06-14 14:36:00,120.97944726644323,128.9581976155565,123.90813608434576
RCNX0025,2023-06-14 14:39:00,121.47328149001537,129.4913908671973,124.24962383047061
RCNX0026,2023-06-14 14:42:00,121.51123708280966,129.45999903993857,124.25884958455524
RCNX0027,2023-06-14 14:45:00,119.72955025485267,127.56618838151097,122.49700853581902
RCNX0028,2023-06-14 14:48:00,120.00926110180143,127.79643424451892,122.64937072336267
RCNX0029,2023-06-14 14:51:00,120.39697711562631,128.2223633221617,122.98828943234186
RCNX0030,2023-06-14 14:54:00,120.45887053135037,128.1373952660243,122.79070136852395
RCNX0031,2023-06-14 14:57:00,118.91692981078062,126.47691095866499,121.22616429269655
RCNX0032,2023-06-14 15:00:00,116.85352866219802,124.3722245496439,119.30547889610389
RCNX0033,2023-06-14 15:03:00,115.38839067518504,122.91468675813434,117.95562726923615
RCNX0034,2023-06-14 15:06:00,115.07637288786482,122.6481990120095,117.57963447842481
RCNX0035,2023-06-14 15:09:00,115.12727709118838,122.59712592515012,117.55379878857701
RCNX0036,2023-06-14 15:12:00,111.96730947144253,119.46728197877391,114.85078768677559
RCNX0037,2023-06-14 15:15:00,110.57214599916213,118.24145588954056,113.87329414537076
RCNX0038,2023-06-14 15:18:00,109.46092288088256,117.0302908113392,112.49851626867756
RCNX0039,2023-06-14 15:21:00,109.13395300935623,116.84632907415165,112.64354533235581
RCNX0040,2023-06-14 15:24:00,106.72510517036727,114.1968623446446,109.96257418656612
RCNX0041,2023-06-14 15:27:00,105.23576359796118,112.5686452660243,108.37322388632873
RCNX0042,2023-06-14 15:30:00,104.3047064830331,111.58109115347018,107.70024656123447
RCNX0043,2023-06-14 15:33:00,103.65062185798072,110.63536037215472,106.58110511800028
RCNX0044,2023-06-14 15:36:00,102.15174687543639,108.73872407834101,104.60566916282642
RCNX0045,2023-06-14 15:39:00,102.39901200949588,109.69177751012428,106.05629625750593
RCNX0046,2023-06-14 15:42:00,101.46762149141182,108.59211004049713,104.918469836615
RCNX0047,2023-06-14 15:45:00,97.65279508797654,104.40171065493647,100.67984612833403
RCNX0048,2023-06-14 15:48:00,99.2807224025974,106.00512498254433,102.18493401759531
RCNX0049,2023-06-14 15:51:00,99.16325670297445,105.76066933738305,101.78050944351348
RCNX0050,2023-06-14 15:54:00,99.33588360564167,105.99400397989108,101.9782537355118
RCNX0051,2023-06-14 15:57:00,99.14380323977097,105.91510045733835,101.9260765779919
RCNX0052,2023-06-14 16:00:00,99.38409658218126,106.18345115905599,102.14364439324116
RCNX0053,2023-06-14 16:03:00,99.4863527265745,106.19743139924591,102.05904639715123
RCNX0054,2023-06-14 16:06:00,99.36363636363636,106.09499109761207,101.99306050132662
RCNX0055,2023-06-14 16:09:00,99.17764976958526,106.23009356235163,102.50449352394917
RCNX0056,2023-06-14 16:12:00,99.09113906926407,106.32720028627287,102.88264165270213
RCNX0057,2023-06-14 16:15:00,97.75494824396034,105.03689734324816,101.87777981427175
RCNX0058,2023-06-14 16:18:00,96.71307123655914,104.32774490294652,101.39621953986874
RCNX0059,2023-06-14 16:21:00,95.9759718440162,103.87513397221059,101.16475570800168
RCNX0060,2023-06-14 16:24:00,94.56651611157659,102.4138567413769,99.58366804566401
RCNX0061,2023-06-14 16:27:00,92.81341205837174,100.53915174207513,97.74515038053345
RCNX0062,2023-06-14 16:30:00,90.88673151445329,98.41323182865521,95.61308607387237
RCNX0063,2023-06-14 16:33:00,89.1124445782712,96.58960995321883,93.84636878578411
RCNX0064,2023-06-14 16:36:00,87.50404665898617,94.69625837871806,92.00511625471303
